Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0913)   P(D|M,rr[2]=0.3990)   P(D|M,rr[3]=0.9513)   P(D|M,rr[4]=2.5583)   Posterior mean        
1      0.022951        0.022951              0.022951              0.022951              0.022951              1                     
2      0.000103219     1.16567e-05           4.94578e-05           0.000110621           0.000241142           1.79944               
3      0.025918        0.0394852             0.0322312             0.0226935             0.00926218            0.595653              
4      0.0713967       0.0951271             0.0833396             0.0669593             0.0401609             0.729685              
5      0.071586        0.071586              0.071586              0.071586              0.071586              1                     
6      0.099081        0.099081              0.099081              0.099081              0.099081              1                     
7      0.042302        0.042302              0.042302              0.042302              0.042302              1                     
8      0.069147        0.069147              0.069147              0.069147              0.069147              1                     
9      0.00881496      0.0192395             0.0108018             0.00423896            0.000979554           0.357529              
10     0.00125591      0.000422732           0.00134092            0.00186355            0.00139645            1.17824               
11     0.0319044       0.0595285             0.0380392             0.0209217             0.00912805            0.500498              
12     0.000542128     7.96909e-05           0.000331934           0.000678612           0.00107828            1.63423               
13     0.000928458     9.83644e-05           0.000433153           0.00100171            0.00218061            1.80768               
14     0.00685841      0.00131906            0.00521174            0.00956832            0.0113345             1.46899               
15     0.000328307     6.57805e-05           0.000239833           0.000425458           0.000582155           1.51975               
16     0.00218266      0.000446297           0.00162702            0.00286626            0.00379105            1.50222               
17     0.0566854       0.0905857             0.0685978             0.0454457             0.0221124             0.597382              
18     0.012937        0.012937              0.012937              0.012937              0.012937              1                     
19     0.000786928     0.000228555           0.000753981           0.0011389             0.00102627            1.28052               
20     0.00291542      0.010788              0.000863576           1.00935e-05           6.39359e-11           0.114873              
21     2.03047e-07     5.6927e-08            4.19362e-07           3.27389e-07           8.50912e-09           0.62272               
22     0.000259007     0.000375575           0.000502533           0.000155627           2.29512e-06           0.375242              
23     0.0220655       0.0672745             0.0188208             0.00215712            9.72448e-06           0.178246              
24     9.58946e-08     2.00436e-08           2.32452e-07           1.29099e-07           1.98334e-09           0.580007              
25     8.29681e-08     8.16927e-09           1.71069e-07           1.49521e-07           3.11241e-09           0.660542              
26     1.17585e-06     8.49878e-07           2.93625e-06           9.13132e-07           4.13431e-09           0.452564              
27     8.13056e-05     0.00017729            0.000132942           1.49754e-05           1.48698e-08           0.256835              
28     0.0136785       0.0464206             0.00792357            0.00036964            1.27738e-07           0.141719              
29     3.92515e-11     9.37746e-13           5.96764e-11           9.43484e-11           2.04341e-12           0.757184              
30     0.0220655       0.0672745             0.0188208             0.00215712            9.72448e-06           0.178246              
31     1.29335e-07     1.63553e-08           2.69989e-07           2.27533e-07           3.46167e-09           0.646664              
32     9.23125e-07     7.98677e-07           2.33704e-06           5.54916e-07           1.86667e-09           0.416579              
33     5.91619e-05     0.00013062            9.42403e-05           1.17505e-05           3.62801e-08           0.256959              
34     9.92719e-05     0.000232929           0.000151053           1.30985e-05           7.20251e-09           0.236805              
35     1.89831e-07     5.93095e-08           3.84185e-07           3.08268e-07           7.55933e-09           0.620719              
36     0.000172352     0.000376244           0.000281432           3.17008e-05           3.15607e-08           0.256611              
37     2.19069e-07     1.75806e-07           5.5808e-07            1.42042e-07           3.4611e-10            0.427687              
38     5.33349e-10     3.14972e-13           9.35912e-11           1.03735e-09           1.00213e-09           1.68182               
39     1.65203e-06     1.79963e-06           4.1706e-06            6.37334e-07           5.39434e-10           0.368688              
40     2.77724e-05     3.99328e-05           5.36172e-05           1.72271e-05           3.12527e-07           0.380155              
41     0.000254968     0.000433247           0.000480056           0.00010602            5.5047e-07            0.326908              
42     0.0110318       0.034792              0.00857808            0.000755724           1.23564e-06           0.165956              
43     0.0220655       0.0672745             0.0188208             0.00215712            9.72448e-06           0.178246              
