Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.3593)   P(D|M,rr[2]=0.7094)   P(D|M,rr[3]=1.0800)   P(D|M,rr[4]=1.8513)   Posterior mean        
1      0.0227391       0.0228745             0.0228003             0.0227219             0.0225598             0.997157              
2      0.0642216       0.0644636             0.0643311             0.064191              0.0639007             0.9982                
3      0.0642216       0.0644636             0.0643311             0.064191              0.0639007             0.9982                
4      0.0571632       0.0572745             0.0572136             0.0571492             0.0570156             0.99907               
5      0.0528928       0.0531448             0.0530067             0.0528608             0.0525587             0.997724              
6      0.0606736       0.0610081             0.0608247             0.0606311             0.0602304             0.997367              
7      0.0556445       0.0558342             0.0557303             0.0556205             0.0553929             0.998371              
8      0.0642216       0.0644636             0.0643311             0.064191              0.0639007             0.9982                
9      0.0340085       0.0341022             0.0340509             0.0339967             0.0338841             0.998682              
10     0.0528928       0.0531448             0.0530067             0.0528608             0.0525587             0.997724              
11     0.0404617       0.0406569             0.0405499             0.040437              0.040203              0.997696              
12     0.0642216       0.0644636             0.0643311             0.064191              0.0639007             0.9982                
13     0.098609        0.0989109             0.0987456             0.0985709             0.0982085             0.998537              
14     0.098609        0.0989109             0.0987456             0.0985709             0.0982085             0.998537              
15     0.0606736       0.0610081             0.0608247             0.0606311             0.0602304             0.997367              
16     0.0439296       0.0440003             0.0439617             0.0439208             0.0438358             0.999231              
17     0.0606736       0.0610081             0.0608247             0.0606311             0.0602304             0.997367              
18     0.0606736       0.0610081             0.0608247             0.0606311             0.0602304             0.997367              
19     0.0616305       0.061967              0.0617824             0.0615878             0.061185              0.997394              
20     0.0785494       0.0788798             0.0786988             0.0785076             0.0781115             0.997991              
21     0.071224        0.0714556             0.0713288             0.0711948             0.0709169             0.998446              
22     0.0571632       0.0572745             0.0572136             0.0571492             0.0570156             0.99907               
23     0.0571632       0.0572745             0.0572136             0.0571492             0.0570156             0.99907               
24     0.0222084       0.0223022             0.0222508             0.0221966             0.0220841             0.997983              
25     0.0616305       0.061967              0.0617824             0.0615878             0.061185              0.997394              
26     0.0227391       0.0228745             0.0228003             0.0227219             0.0225598             0.997157              
27     0.0785494       0.0788798             0.0786988             0.0785076             0.0781115             0.997991              
28     0.071224        0.0714556             0.0713288             0.0711948             0.0709169             0.998446              
29     0.0527771       0.052953              0.0528567             0.0527549             0.0525439             0.998408              
30     0.0642216       0.0644636             0.0643311             0.064191              0.0639007             0.9982                
31     0.0222084       0.0223022             0.0222508             0.0221966             0.0220841             0.997983              
32     0.0685941       0.0689475             0.0687537             0.0685492             0.068126              0.99754               
33     0.0606736       0.0610081             0.0608247             0.0606311             0.0602304             0.997367              
34     0.0439296       0.0440003             0.0439617             0.0439208             0.0438358             0.999231              
35     0.0528928       0.0531448             0.0530067             0.0528608             0.0525587             0.997724              
36     0.0685941       0.0689475             0.0687537             0.0685492             0.068126              0.99754               
37     0.0685941       0.0689475             0.0687537             0.0685492             0.068126              0.99754               
38     0.071224        0.0714556             0.0713288             0.0711948             0.0709169             0.998446              
39     0.0606736       0.0610081             0.0608247             0.0606311             0.0602304             0.997367              
40     0.098609        0.0989109             0.0987456             0.0985709             0.0982085             0.998537              
41     0.0227391       0.0228745             0.0228003             0.0227219             0.0225598             0.997157              
42     0.0606736       0.0610081             0.0608247             0.0606311             0.0602304             0.997367              
43     0.071224        0.0714556             0.0713288             0.0711948             0.0709169             0.998446              
44     0.0227391       0.0228745             0.0228003             0.0227219             0.0225598             0.997157              
45     0.0642216       0.0644636             0.0643311             0.064191              0.0639007             0.9982                
46     0.0556445       0.0558342             0.0557303             0.0556205             0.0553929             0.998371              
47     0.071224        0.0714556             0.0713288             0.0711948             0.0709169             0.998446              
48     0.098609        0.0989109             0.0987456             0.0985709             0.0982085             0.998537              
49     0.0404617       0.0406569             0.0405499             0.040437              0.040203              0.997696              
50     0.0606736       0.0610081             0.0608247             0.0606311             0.0602304             0.997367              
51     0.0128696       0.0129127             0.0128891             0.0128642             0.0128124             0.998399              
52     0.0556445       0.0558342             0.0557303             0.0556205             0.0553929             0.998371              
53     0.071224        0.0714556             0.0713288             0.0711948             0.0709169             0.998446              
54     0.0785494       0.0788798             0.0786988             0.0785076             0.0781115             0.997991              
55     0.0227391       0.0228745             0.0228003             0.0227219             0.0225598             0.997157              
56     0.0785494       0.0788798             0.0786988             0.0785076             0.0781115             0.997991              
57     0.0785494       0.0788798             0.0786988             0.0785076             0.0781115             0.997991              
58     0.0527771       0.052953              0.0528567             0.0527549             0.0525439             0.998408              
59     0.0616305       0.061967              0.0617824             0.0615878             0.061185              0.997394              
60     0.0642216       0.0644636             0.0643311             0.064191              0.0639007             0.9982                
61     0.0785494       0.0788798             0.0786988             0.0785076             0.0781115             0.997991              
62     0.0404617       0.0406569             0.0405499             0.040437              0.040203              0.997696              
63     0.098609        0.0989109             0.0987456             0.0985709             0.0982085             0.998537              
64     0.071224        0.0714556             0.0713288             0.0711948             0.0709169             0.998446              
65     0.0416783       0.0418693             0.0417646             0.0416541             0.0414251             0.997811              
66     0.0227391       0.0228745             0.0228003             0.0227219             0.0225598             0.997157              
67     0.0222084       0.0223022             0.0222508             0.0221966             0.0220841             0.997983              
68     0.0556445       0.0558342             0.0557303             0.0556205             0.0553929             0.998371              
69     0.071224        0.0714556             0.0713288             0.0711948             0.0709169             0.998446              
70     0.098609        0.0989109             0.0987456             0.0985709             0.0982085             0.998537              
71     0.0642216       0.0644636             0.0643311             0.064191              0.0639007             0.9982                
72     0.0416783       0.0418693             0.0417646             0.0416541             0.0414251             0.997811              
73     0.0527771       0.052953              0.0528567             0.0527549             0.0525439             0.998408              
74     0.0616305       0.061967              0.0617824             0.0615878             0.061185              0.997394              
75     0.0528928       0.0531448             0.0530067             0.0528608             0.0525587             0.997724              
76     0.0606736       0.0610081             0.0608247             0.0606311             0.0602304             0.997367              
77     0.098609        0.0989109             0.0987456             0.0985709             0.0982085             0.998537              
78     0.0556445       0.0558342             0.0557303             0.0556205             0.0553929             0.998371              
79     0.0785494       0.0788798             0.0786988             0.0785076             0.0781115             0.997991              
80     0.071224        0.0714556             0.0713288             0.0711948             0.0709169             0.998446              
81     0.0528928       0.0531448             0.0530067             0.0528608             0.0525587             0.997724              
82     0.0642216       0.0644636             0.0643311             0.064191              0.0639007             0.9982                
83     0.0785494       0.0788798             0.0786988             0.0785076             0.0781115             0.997991              
