geneTreeID ,  nbLeaves  ,  NbSharedLeaves , AU_TreeBest , au_nj  , AU_Ensembl , TreeBestPassTest , NJPassTest , orthoGroupPassTest , EnsemblTreePassTest, TreeBestBetter , NJBetter  , orthoGroupBetter , EnsemblBetter , REC_TreeBest  ,  REC_NJ  ,  REC_Ensembl  , Treebest_REC_is_best  ,  NJ_REC_is_better  ,  ortho_REC_is_best  , Ensembl_REC_is_best 
ENSGT00940000169600,3,"66,67","0,469","0,485","0,501",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000165548,13,"84,62","0,089","0,000003","0,911",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000160433,8,100,"0,99",2E-50,"0,01",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000159954,10,90,"0,999","0,000002","0,001",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00390000014590,6,"66,67","0,603","0,0001","0,397",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00390000004040,8,"87,5","0,903","0,008","0,164",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000158783,18,"55,56","0,993","0,0000002","0,007",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000165172,8,"62,5","0,536","0,0003","0,476",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00390000001511,3,"66,67","0,477","0,485","0,496",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000155294,16,"31,25","0,971","0,0002","0,03",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000177095,18,100,"0,832","0,0005","0,177",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000158387,17,"76,47","0,291","0,0004","0,725",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00950000185540,6,100,"0,562","0,015","0,6",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000162882,12,"83,33","0,985","0,000003","0,015",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000178019,6,100,"0,57","0,012","0,555",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000165652,9,100,"0,815",5E-50,"0,185",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000164774,9,100,"0,999","0,001","0,033",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00950000183038,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169631,8,"87,5","0,842","0,101","0,239",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000164045,5,60,"0,323","0,054","0,928",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000165675,5,60,"0,86","0,14","0,00004",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00910000147974,7,100,"0,62","0,015","0,535",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000158220,9,"88,89","0,017","0,001","0,983",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00910000144335,11,100,"0,218","0,00000005","0,782",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000158362,4,25,"0,139","0,534","0,71",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00950000182863,6,50,"0,928","0,105","0,035",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00950000183203,15,60,"0,764","0,0003","0,236",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000178120,5,100,"0,55","0,046","0,659",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00390000010017,13,"84,62","0,149",3E-11,"0,852",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00390000003628,9,100,"0,022",1E-60,"0,978",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00510000048991,3,"66,67","0,488","0,438","0,653",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00420000029792,3,"66,67","0,49","0,481","0,487",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000156370,6,100,"0,617","0,167","0,631",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000172014,3,100,"0,706","0,48","0,498",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000161512,6,100,"0,858","0,051","0,216",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000167505,5,80,"0,506","0,601","0,594",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00390000008744,16,100,"0,965","0,0003","0,035",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000156549,8,100,"0,105","0,005","0,922",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
