geneTreeID ,  nbLeaves  ,  NbSharedLeaves , AU_TreeBest , au_nj  , AU_Ensembl , TreeBestPassTest , NJPassTest , orthoGroupPassTest , EnsemblTreePassTest, TreeBestBetter , NJBetter  , orthoGroupBetter , EnsemblBetter , REC_TreeBest  ,  REC_NJ  ,  REC_Ensembl  , Treebest_REC_is_best  ,  NJ_REC_is_better  ,  ortho_REC_is_best  , Ensembl_REC_is_best 
ENSGT00940000169600,3,"33,33","0,503","0,503","0,497",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
ENSGT00940000160433,8,100,"0,711","0,355","0,016",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000159954,10,90,1,"0,0000001","0,0003",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00390000014590,6,50,"0,195","0,000004","0,805",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00390000004040,8,75,"0,615","0,114","0,621",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000158783,18,"88,89","0,981",6E-131,"0,019",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000165172,8,"62,5","0,549","0,00005","0,451",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00390000001511,3,"33,33","0,488","0,48","0,507",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000155294,16,"37,5","0,848",2E-69,"0,152",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000177095,18,100,"0,849","0,00003","0,155",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000158387,17,"82,35","0,39","0,26","0,739",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00950000185540,6,100,"0,67","0,2","0,631",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000162882,12,"83,33","0,985","0,0000001","0,015",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000178019,6,100,"0,423","0,577","0,423",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00940000165652,9,100,"0,81",6E-13,"0,19",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000164774,9,100,1,"0,003","0,033",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000169631,8,"62,5","0,156","0,877","0,176",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00940000164045,5,80,"0,387","0,074","0,93",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000158566,5,60,"0,891","0,00002","0,11",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00910000147974,7,100,"0,618","0,015","0,544",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000158220,9,"88,89","0,019","0,005","0,993",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00910000144335,11,100,"0,222","0,0000001","0,778",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000158362,4,75,"0,07","0,519","0,721",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00950000182863,6,50,"0,919","0,115","0,041",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00950000183203,15,40,"0,422","0,000000001","0,579",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000178120,5,100,"0,491","0,463","0,499",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00390000010017,13,"76,92","0,151","0,000002","0,85",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00510000048991,3,"66,67","0,496","0,42","0,659",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00420000029792,3,"33,33","0,476","0,512","0,465",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00940000156370,6,100,"0,572","0,211","0,655",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000172014,3,100,"0,485","0,464","0,503",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000161512,6,100,"0,828","0,181","0,257",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000167505,5,100,"0,495","0,673","0,494",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00390000008744,16,"87,5","0,216",6E-64,"0,784",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000156549,8,100,"0,105","0,0004","0,906",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00390000006227,8,100,"0,028",1E-40,"0,972",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000153472,9,"88,89","0,951","0,035","0,049",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000158027,8,75,"0,615","0,036","0,581",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00910000147528,7,100,"0,686","0,146","0,556",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00950000183248,6,100,"0,656","0,424","0,338",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000157805,7,100,"0,668","0,164","0,648",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000159007,6,100,"0,814","0,307","0,172",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00390000007890,6,"83,33","0,502","0,474","0,48",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000158046,15,80,"0,524","0,0000008","0,476",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000162075,15,100,"0,985","0,00004","0,015",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000160970,4,75,"0,503","0,513","0,425",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00940000174692,11,100,"0,456","0,391","0,599",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000166658,16,"37,5","0,414",2E-85,"0,586",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
