geneTreeID 	  nbLeaves  	  NbSharedLeaves 	 AU_TreeBest 	 au_nj  	 AU_Ensembl 	 TreeBestPassTest 	 NJPassTest 	 orthoGroupPassTest 	 EnsemblTreePassTest	 TreeBestBetter 	 NJBetter  	 orthoGroupBetter 	 EnsemblBetter 	 REC_TreeBest  	  REC_NJ  	  REC_Ensembl  	 Treebest_REC_is_best  	  NJ_REC_is_better  	  ortho_REC_is_best  	 Ensembl_REC_is_best 
ENSGT00940000169600	3	66.67	0.439	0.489	0.521	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000165548	13	84.62	0.555	0.036	0.612	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000160433	8	100.0	0.759	0.316	0.019	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000179482	4	100.0	0.702	0.306	0.523	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000159954	10	90.0	1.0	0.0002	0.0004	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSGT00390000014590	6	50.0	0.617	0.53	0.427	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000155823	3	66.67	0.506	0.495	0.451	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00390000004040	8	87.5	0.895	0.106	0.209	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00910000147763	5	100.0	0.583	0.094	0.701	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000158783	18	88.89	0.997	0.0001	0.003	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000165172	8	62.5	0.768	0.294	0.266	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00390000001511	3	100.0	0.424	0.496	0.505	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000162164	9	100.0	0.463	1e-05	0.537	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000156265	4	50.0	0.53	0.42	0.521	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000155294	16	50.0	0.643	0.317	0.463	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000177095	18	100.0	0.83	0.0003	0.174	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000158387	17	76.47	0.295	0.487	0.607	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00490000043356	3	100.0	0.452	0.528	0.477	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000159695	5	100.0	0.208	0.792	0.208	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000173382	3	100.0	0.515	0.485	0.515	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0
ENSGT00940000162567	3	100.0	0.43	0.074	0.57	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000179368	3	100.0	0.486	0.486	0.514	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00900000143818	9	100.0	0.572	0.004	0.512	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000159374	6	50.0	0.371	0.654	0.372	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00950000185540	6	100.0	0.523	0.439	0.5	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000162882	12	58.33	0.087	0.929	0.002	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000178019	6	100.0	0.457	0.546	0.454	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000155727	10	70.0	0.547	0.134	0.54	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000165652	9	100.0	0.815	6e-66	0.185	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00910000148642	3	100.0	0.487	0.485	0.515	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000164774	9	100.0	0.998	0.003	0.032	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSGT00950000183038	3	66.67	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGT00940000166868	4	75.0	0.485	0.003	0.577	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00920000149145	14	78.57	0.528	0.001	0.472	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000169631	8	87.5	0.396	0.653	0.032	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
ENSGT00390000008796	11	72.73	0.512	0.0001	0.495	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000164045	5	80.0	0.469	0.453	0.536	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00950000183533	9	100.0	0.605	0.06	0.622	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000158566	5	40.0	0.51	0.0004	0.494	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
