geneTreeID ,  nbLeaves  ,  NbSharedLeaves , AU_TreeBest , au_nj  , AU_Ensembl , TreeBestPassTest , NJPassTest , orthoGroupPassTest , EnsemblTreePassTest, TreeBestBetter , NJBetter  , orthoGroupBetter , EnsemblBetter , REC_TreeBest  ,  REC_NJ  ,  REC_Ensembl  , Treebest_REC_is_best  ,  NJ_REC_is_better  ,  ortho_REC_is_best  , Ensembl_REC_is_best 
ENSGT00940000169600,3,"33,33","0,493","0,493","0,507",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000160433,8,100,"0,99",3E-61,"0,01",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000159954,10,90,"0,119","0,89","0,001",1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
ENSGT00390000014590,6,50,"0,571",4E-10,"0,429",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00390000004040,8,75,"0,913","0,07","0,188",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000158783,18,"94,44","0,997",3E-42,"0,003",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000165172,8,"62,5","0,564","0,277","0,54",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00390000001511,3,"66,67","0,436","0,489","0,51",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000155294,16,"31,25","0,8","0,00000002","0,2",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000177095,18,100,"0,742","0,001","0,268",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000158387,17,"88,24","0,93","0,103","0,125",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00950000185540,6,100,"0,588","0,018","0,573",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000162882,12,"83,33","0,989","0,000008","0,011",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000178019,6,100,"0,547","0,373","0,555",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000165652,9,100,"0,824",3E-61,"0,176",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000164774,9,100,1,"0,002","0,033",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000169631,8,100,"0,56","0,57","0,181",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00940000164045,5,60,"0,39","0,081","0,923",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000165675,5,60,"0,618","0,013","0,501",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00910000147974,7,100,"0,61","0,019","0,537",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENSGT00940000158220,9,"88,89","0,018","0,006","0,993",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00910000144335,11,100,"0,211",2E-53,"0,789",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00940000158362,4,25,"0,151","0,603","0,622",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
ENSGT00950000182863,6,50,"0,448","0,609","0,058",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
ENSGT00950000183203,15,"53,33","0,484",3E-73,"0,516",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
