geneTreeID 	  nbLeaves  	  NbSharedLeaves 	 AU_TreeBest 	 au_nj  	 AU_Ensembl 	 TreeBestPassTest 	 NJPassTest 	 orthoGroupPassTest 	 EnsemblTreePassTest	 TreeBestBetter 	 NJBetter  	 orthoGroupBetter 	 EnsemblBetter 	 REC_TreeBest  	  REC_NJ  	  REC_Ensembl  	 Treebest_REC_is_best  	  NJ_REC_is_better  	  ortho_REC_is_best  	 Ensembl_REC_is_best 
ENSGT00940000169600	3	33.33	0.503	0.503	0.497	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
ENSGT00940000165548	13	84.62	0.492	0.003	0.545	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000160433	8	100.0	0.711	0.355	0.016	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000179482	4	100.0	0.675	0.312	0.533	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000159954	10	90.0	1.0	1e-07	0.0003	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSGT00390000014590	6	50.0	0.195	4e-06	0.805	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000155823	3	33.33	0.49	0.487	0.482	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00390000004040	8	75.0	0.615	0.114	0.621	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00910000147763	5	100.0	0.565	0.097	0.715	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000158783	18	88.89	0.981	6e-131	0.019	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000165172	8	62.5	0.549	5e-05	0.451	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00390000001511	3	33.33	0.488	0.48	0.507	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000162164	9	100.0	0.522	0.021	0.592	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000156265	4	50.0	0.521	0.433	0.514	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000155294	16	37.5	0.848	2e-69	0.152	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000177095	18	100.0	0.849	3e-05	0.155	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000158387	17	82.35	0.39	0.26	0.739	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00490000043356	3	100.0	0.465	0.518	0.474	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000159695	5	100.0	0.211	0.789	0.211	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000173382	3	100.0	0.479	0.521	0.479	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000162567	3	100.0	0.435	0.072	0.565	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000179368	3	100.0	0.477	0.477	0.523	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00900000143818	9	100.0	0.566	0.005	0.514	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000159374	6	66.67	0.487	5e-08	0.513	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00950000185540	6	100.0	0.67	0.2	0.631	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000162882	12	83.33	0.985	1e-07	0.015	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000178019	6	100.0	0.423	0.577	0.423	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000155727	10	50.0	0.729	0.045	0.522	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000165652	9	100.0	0.81	6e-13	0.19	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00910000148642	3	100.0	0.497	0.496	0.504	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000164774	9	100.0	1.0	0.003	0.033	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000166868	4	75.0	0.502	0.002	0.559	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00920000149145	14	78.57	0.49	4e-16	0.51	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000169631	8	62.5	0.156	0.877	0.176	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00390000008796	11	81.82	0.505	6e-08	0.495	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000164045	5	80.0	0.387	0.074	0.93	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00950000183533	9	100.0	0.609	0.022	0.537	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000158566	5	60.0	0.891	2e-05	0.11	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00910000148173	3	100.0	0.526	0.474	0.526	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0
ENSGT00940000158156	3	66.67	0.479	0.504	0.48	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000165675	5	60.0	0.65	0.288	0.533	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
