geneTreeID 	  nbLeaves  	  NbSharedLeaves 	 AU_TreeBest 	 au_nj  	 AU_Ensembl 	 TreeBestPassTest 	 NJPassTest 	 orthoGroupPassTest 	 EnsemblTreePassTest	 TreeBestBetter 	 NJBetter  	 orthoGroupBetter 	 EnsemblBetter 	 REC_TreeBest  	  REC_NJ  	  REC_Ensembl  	 Treebest_REC_is_best  	  NJ_REC_is_better  	  ortho_REC_is_best  	 Ensembl_REC_is_best 
ENSGT00940000169600	3	33.33	0.493	0.493	0.507	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000165548	13	84.62	0.496	0.001	0.531	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000160433	8	100.0	0.99	3e-61	0.01	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000179482	4	100.0	0.697	0.298	0.533	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000159954	10	90.0	0.119	0.89	0.001	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
ENSGT00390000014590	6	50.0	0.571	4e-10	0.429	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000155823	3	33.33	0.508	0.508	0.492	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
ENSGT00390000004040	8	75.0	0.913	0.07	0.188	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00910000147763	5	100.0	0.574	0.093	0.711	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000158783	18	94.44	0.997	3e-42	0.003	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000165172	8	62.5	0.564	0.277	0.54	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00390000001511	3	66.67	0.436	0.489	0.51	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000162164	9	100.0	0.451	0.003	0.57	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000156265	4	50.0	0.531	0.425	0.515	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000155294	16	31.25	0.8	2e-08	0.2	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000177095	18	100.0	0.742	0.001	0.268	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000158387	17	88.24	0.93	0.103	0.125	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00490000043356	3	100.0	0.441	0.526	0.494	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000159695	5	100.0	0.203	0.797	0.203	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000173382	3	100.0	0.507	0.493	0.507	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0
ENSGT00940000162567	3	100.0	0.435	0.069	0.565	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000179368	3	100.0	0.467	0.467	0.533	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00900000143818	9	100.0	0.505	5e-47	0.495	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000159374	6	83.33	0.513	9e-08	0.487	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00950000185540	6	100.0	0.588	0.018	0.573	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000162882	12	83.33	0.989	8e-06	0.011	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000178019	6	100.0	0.547	0.373	0.555	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000155727	10	70.0	0.505	1e-51	0.495	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000165652	9	100.0	0.824	3e-61	0.176	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00910000148642	3	100.0	0.488	0.487	0.513	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000164774	9	100.0	1.0	0.002	0.033	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000166868	4	75.0	0.49	0.004	0.567	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00920000149145	14	85.71	0.476	2e-102	0.524	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000169631	8	100.0	0.56	0.57	0.181	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00390000008796	11	81.82	0.5	5e-07	0.5	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0
ENSGT00940000164045	5	60.0	0.39	0.081	0.923	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00950000183533	9	100.0	0.603	0.022	0.545	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000158566	5	60.0	0.504	0.0001	0.505	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00910000148173	3	100.0	0.52	0.48	0.52	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0
ENSGT00940000158156	3	66.67	0.485	0.508	0.462	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
