gopherus_agassizii ENSGAGG00000009715
chelonoidis_abingdonii ENSCABG00000015169
chrysemys_picta_bellii ENSCPBG00000003063
pelodiscus_sinensis ENSPSIG00000015119
melopsittacus_undulatus ENSMUNG00000007820
apteryx_owenii ENSAOWG00000008290
apteryx_rowi ENSARWG00000014403
apteryx_haastii ENSAHAG00000010015
dromaius_novaehollandiae ENSDNVG00000001386
nothoprocta_perdicaria ENSNPEG00000002552
anas_platyrhynchos_platyrhynchos ENSAPLG00000028081
anser_brachyrhynchus ENSABRG00000009631
gallus_gallus ENSGALG00000003345
coturnix_japonica ENSCJPG00005004868
meleagris_gallopavo ENSMGAG00000003418
numida_meleagris ENSNMEG00000007374
calidris_pugnax ENSCPUG00000014565
melopsittacus_undulatus ENSMUNG00000016455
calidris_pygmaea ENSCPGG00000002796
cyanistes_caeruleus ENSCCEG00000021408
parus_major ENSPMJG00000001140
lonchura_striata_domestica ENSLSDG00000006777
taeniopygia_guttata ENSTGUG00000002570
ficedula_albicollis ENSFALG00000000663
serinus_canaria ENSSCAG00000006959
junco_hyemalis ENSJHYG00000012076
zonotrichia_albicollis ENSZALG00000005059
lepidothrix_coronata ENSLCOG00000012203
crocodylus_porosus ENSCPRG00005005836
pogona_vitticeps ENSPVIG00000017356
anolis_carolinensis ENSACAG00000017953
notechis_scutatus ENSNSUG00000008720
salvator_merianae ENSSMRG00000002445
sphenodon_punctatus ENSSPUG00000012922
xenopus_tropicalis ENSXETG00000033612
latimeria_chalumnae ENSLACG00000006929
seriola_lalandi_dorsalis ENSSLDG00000006518
seriola_dumerili ENSSDUG00000016900
scophthalmus_maximus ENSSMAG00000007252
mastacembelus_armatus ENSMAMG00000022328
monopterus_albus ENSMALG00000005601
anabas_testudineus ENSATEG00000002041
xiphophorus_maculatus ENSXMAG00000008969
xiphophorus_couchianus ENSXCOG00000016773
gambusia_affinis ENSGAFG00000000769
poecilia_formosa ENSPFOG00000012515
poecilia_mexicana ENSPMEG00000016205
poecilia_latipinna ENSPLAG00000016828
poecilia_reticulata ENSPREG00000010048
fundulus_heteroclitus ENSFHEG00000012021
cyprinodon_variegatus ENSCVAG00000023201
kryptolebias_marmoratus ENSKMAG00000019983
oryzias_latipes ENSORLG00000003903
oryzias_latipes ENSORLG00020008337
oryzias_latipes_asm223469v1 ENSORLG00015021837
oryzias_melastigma ENSOMEG00000023122
astatotilapia_calliptera ENSACLG00000002851
maylandia_zebra ENSMZEG00005022726
haplochromis_burtoni ENSHBUG00000001085
pundamilia_nyererei ENSPNYG00000010529
neolamprologus_brichardi ENSNBRG00000018059
oreochromis_niloticus ENSONIG00000001129
amphilophus_citrinellus ENSACIG00000011203
takifugu_rubripes ENSTRUG00000015520
tetraodon_nigroviridis ENSTNIG00000011708
mola_mola ENSMMOG00000020615
gasterosteus_aculeatus ENSGACG00000008641
labrus_bergylta ENSLBEG00000004033
cynoglossus_semilaevis ENSCSEG00000017055
amphiprion_percula ENSAPEG00000005234
amphiprion_ocellaris ENSAOCG00000005090
acanthochromis_polyacanthus ENSAPOG00000016826
stegastes_partitus ENSSPAG00000006355
hippocampus_comes ENSHCOG00000007386
periophthalmus_magnuspinnatus ENSPMGG00000010676
gadus_morhua ENSGMOG00000015040
esox_lucius ENSELUG00000018604
pygocentrus_nattereri ENSPNAG00000028031
astyanax_mexicanus ENSAMXG00000000476
ictalurus_punctatus ENSIPUG00000020204
danio_rerio ENSDARG00000062575
scleropages_formosus ENSSFOG00015023075
paramormyrops_kingsleyae ENSPKIG00000020037
paramormyrops_kingsleyae ENSPKIG00000001143
scleropages_formosus ENSSFOG00015009865
lepisosteus_oculatus ENSLOCG00000012546
