poecilia_formosa ENSPFOG00000013374
poecilia_mexicana ENSPMEG00000018189
poecilia_latipinna ENSPLAG00000003946
poecilia_reticulata ENSPREG00000009979
xiphophorus_couchianus ENSXCOG00000004629
xiphophorus_maculatus ENSXMAG00000008114
fundulus_heteroclitus ENSFHEG00000021386
cyprinodon_variegatus ENSCVAG00000018604
oryzias_latipes_asm223469v1 ENSORLG00015023045
oryzias_latipes ENSORLG00020018415
oryzias_latipes_asm223469v1 ENSORLG00015023128
oryzias_latipes ENSORLG00000023305
oryzias_melastigma ENSOMEG00000019754
acanthochromis_polyacanthus ENSAPOG00000013657
stegastes_partitus ENSSPAG00000004308
amphiprion_percula ENSAPEG00000001788
mastacembelus_armatus ENSMAMG00000004173
tetraodon_nigroviridis ENSTNIG00000000649
mola_mola ENSMMOG00000005857
cynoglossus_semilaevis ENSCSEG00000005319
seriola_lalandi_dorsalis ENSSLDG00000025387
seriola_dumerili ENSSDUG00000009024
scophthalmus_maximus ENSSMAG00000018820
monopterus_albus ENSMALG00000021610
anabas_testudineus ENSATEG00000020703
labrus_bergylta ENSLBEG00000017400
astatotilapia_calliptera ENSACLG00000014758
maylandia_zebra ENSMZEG00005003697
pundamilia_nyererei ENSPNYG00000010658
haplochromis_burtoni ENSHBUG00000016488
neolamprologus_brichardi ENSNBRG00000004083
oreochromis_niloticus ENSONIG00000010800
amphilophus_citrinellus ENSACIG00000020752
hippocampus_comes ENSHCOG00000015716
periophthalmus_magnuspinnatus ENSPMGG00000010550
esox_lucius ENSELUG00000000555
pygocentrus_nattereri ENSPNAG00000008287
astyanax_mexicanus ENSAMXG00000029477
ictalurus_punctatus ENSIPUG00000020675
paramormyrops_kingsleyae ENSPKIG00000013653
lepisosteus_oculatus ENSLOCG00000008803
anolis_carolinensis ENSACAG00000029610
