loxodonta_africana ENSLAFG00000010721
procavia_capensis ENSPCAG00000004335
castor_canadensis ENSCCNG00000008470
dipodomys_ordii ENSDORG00000000807
mus_musculus ENSMUSG00000061099
mus_spicilegus ENSMSIG00000007027
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030638
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029542
mus_pahari MGP_PahariEiJ_G0012776
rattus_norvegicus ENSRNOG00000021009
meriones_unguiculatus ENSMUGG00000013501
peromyscus_maniculatus_bairdii ENSPEMG00000012645
microtus_ochrogaster ENSMOCG00000022374
cricetulus_griseus_chok1gshd ENSCGRG00001023198
cricetulus_griseus_crigri-picr ENSCGRG00015012560
cricetulus_griseus_crigri ENSCGRG00000004773
mesocricetus_auratus ENSMAUG00000018913
nannospalax_galili ENSNGAG00000006334
jaculus_jaculus ENSJJAG00000005822
heterocephalus_glaber_female ENSHGLG00000015071
heterocephalus_glaber_male ENSHGLG00100017298
fukomys_damarensis ENSFDAG00000019660
chinchilla_lanigera ENSCLAG00000013274
octodon_degus ENSODEG00000013909
cavia_porcellus ENSCPOG00000010687
cavia_aperea ENSCAPG00000011659
marmota_marmota_marmota ENSMMMG00000005854
ictidomys_tridecemlineatus ENSSTOG00000007355
urocitellus_parryii ENSUPAG00010011434
spermophilus_dauricus ENSSDAG00000008479
oryctolagus_cuniculus ENSOCUG00000010922
ochotona_princeps ENSOPRG00000004272
tupaia_belangeri ENSTBEG00000008617
pan_troglodytes ENSPTRG00000010848
pan_paniscus ENSPPAG00000000152
gorilla_gorilla ENSGGOG00000000127
homo_sapiens ENSG00000105679
pongo_abelii ENSPPYG00000009867
nomascus_leucogenys ENSNLEG00000011203
cercocebus_atys ENSCATG00000033740
chlorocebus_sabaeus ENSCSAG00000004488
papio_anubis ENSPANG00000017399
theropithecus_gelada ENSTGEG00000010365
mandrillus_leucophaeus ENSMLEG00000044090
macaca_fascicularis ENSMFAG00000037754
macaca_nemestrina ENSMNEG00000006546
macaca_mulatta ENSMMUG00000000837
piliocolobus_tephrosceles ENSPTEG00000016270
colobus_angolensis_palliatus ENSCANG00000025416
rhinopithecus_roxellana ENSRROG00000028968
rhinopithecus_bieti ENSRBIG00000034256
cebus_capucinus ENSCCAG00000034668
callithrix_jacchus ENSCJAG00000010315
saimiri_boliviensis_boliviensis ENSSBOG00000021025
aotus_nancymaae ENSANAG00000019722
carlito_syrichta ENSTSYG00000034122
prolemur_simus ENSPSMG00000024441
propithecus_coquereli ENSPCOG00000007595
microcebus_murinus ENSMICG00000010889
otolemur_garnettii ENSOGAG00000009491
bos_taurus ENSBTAG00000015917
bos_mutus ENSBMUG00000016744
bison_bison_bison ENSBBBG00000023499
capra_hircus ENSCHIG00000009710
ovis_aries ENSOARG00000004849
tursiops_truncatus ENSTTRG00000015124
sus_scrofa ENSSSCG00000002888
myotis_lucifugus ENSMLUG00000027122
myotis_lucifugus ENSMLUG00000022631
pteropus_vampyrus ENSPVAG00000012162
ursus_maritimus ENSUMAG00000018537
ursus_americanus ENSUAMG00000020729
ailuropoda_melanoleuca ENSAMEG00000000349
neovison_vison ENSNVIG00000017925
mustela_putorius_furo ENSMPUG00000006759
canis_lupus_dingo ENSCAFG00020019104
canis_lupus_familiaris ENSCAFG00000006986
vulpes_vulpes ENSVVUG00000015145
panthera_tigris_altaica ENSPTIG00000016979
panthera_pardus ENSPPRG00000024135
felis_catus ENSFCAG00000006369
equus_caballus ENSECAG00000003757
equus_asinus_asinus ENSEASG00005000498
erinaceus_europaeus ENSEEUG00000014464
sorex_araneus ENSSARG00000010957
