mus_spicilegus ENSMSIG00000027317
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021313
mus_musculus ENSMUSG00000022536
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020419
mus_pahari MGP_PahariEiJ_G0016127
rattus_norvegicus ENSRNOG00000003065
meriones_unguiculatus ENSMUGG00000016578
cricetulus_griseus_crigri-picr ENSCGRG00015012695
cricetulus_griseus_crigri ENSCGRG00000016575
cricetulus_griseus_chok1gshd ENSCGRG00001019216
mesocricetus_auratus ENSMAUG00000016642
microtus_ochrogaster ENSMOCG00000002559
peromyscus_maniculatus_bairdii ENSPEMG00000022459
nannospalax_galili ENSNGAG00000013530
jaculus_jaculus ENSJJAG00000019126
castor_canadensis ENSCCNG00000010457
dipodomys_ordii ENSDORG00000011985
octodon_degus ENSODEG00000012375
octodon_degus ENSODEG00000001421
cavia_porcellus ENSCPOG00000011592
cavia_aperea ENSCAPG00000017063
chinchilla_lanigera ENSCLAG00000014997
heterocephalus_glaber_female ENSHGLG00000019553
heterocephalus_glaber_male ENSHGLG00100001202
fukomys_damarensis ENSFDAG00000016714
marmota_marmota_marmota ENSMMMG00000006064
ictidomys_tridecemlineatus ENSSTOG00000012326
spermophilus_dauricus ENSSDAG00000006513
urocitellus_parryii ENSUPAG00010019461
oryctolagus_cuniculus ENSOCUG00000010486
ochotona_princeps ENSOPRG00000000645
pan_troglodytes ENSPTRG00000007730
pan_paniscus ENSPPAG00000036027
homo_sapiens ENSG00000140632
gorilla_gorilla ENSGGOG00000016258
pongo_abelii ENSPPYG00000007072
nomascus_leucogenys ENSNLEG00000009950
macaca_fascicularis ENSMFAG00000032460
macaca_mulatta ENSMMUG00000009567
mandrillus_leucophaeus ENSMLEG00000038611
papio_anubis ENSPANG00000012331
cercocebus_atys ENSCATG00000017489
theropithecus_gelada ENSTGEG00000023660
chlorocebus_sabaeus ENSCSAG00000008939
colobus_angolensis_palliatus ENSCANG00000035947
piliocolobus_tephrosceles ENSPTEG00000034155
rhinopithecus_bieti ENSRBIG00000043491
rhinopithecus_roxellana ENSRROG00000028865
macaca_nemestrina ENSMNEG00000045310
callithrix_jacchus ENSCJAG00000019912
saimiri_boliviensis_boliviensis ENSSBOG00000032250
aotus_nancymaae ENSANAG00000017504
cebus_capucinus ENSCCAG00000035685
macaca_fascicularis ENSMFAG00000031239
macaca_mulatta ENSMMUG00000044645
macaca_nemestrina ENSMNEG00000040706
papio_anubis ENSPANG00000033711
colobus_angolensis_palliatus ENSCANG00000036218
nomascus_leucogenys ENSNLEG00000029455
carlito_syrichta ENSTSYG00000002875
propithecus_coquereli ENSPCOG00000007495
microcebus_murinus ENSMICG00000015933
prolemur_simus ENSPSMG00000024659
otolemur_garnettii ENSOGAG00000000219
tupaia_belangeri ENSTBEG00000007592
bos_mutus ENSBMUG00000010269
bos_taurus ENSBTAG00000001731
bison_bison_bison ENSBBBG00000021009
capra_hircus ENSCHIG00000023808
ovis_aries ENSOARG00000004173
tursiops_truncatus ENSTTRG00000005510
sus_scrofa ENSSSCG00000007931
pteropus_vampyrus ENSPVAG00000016083
myotis_lucifugus ENSMLUG00000013016
equus_caballus ENSECAG00000009093
equus_asinus_asinus ENSEASG00005000552
erinaceus_europaeus ENSEEUG00000011783
sorex_araneus ENSSARG00000004035
ursus_americanus ENSUAMG00000016443
ursus_maritimus ENSUMAG00000003035
ailuropoda_melanoleuca ENSAMEG00000001685
mustela_putorius_furo ENSMPUG00000014885
neovison_vison ENSNVIG00000001276
canis_lupus_familiaris ENSCAFG00000019152
canis_lupus_dingo ENSCAFG00020024930
vulpes_vulpes ENSVVUG00000016582
panthera_pardus ENSPPRG00000004229
panthera_tigris_altaica ENSPTIG00000015560
felis_catus ENSFCAG00000028872
choloepus_hoffmanni ENSCHOG00000004953
dasypus_novemcinctus ENSDNOG00000041464
loxodonta_africana ENSLAFG00000003223
procavia_capensis ENSPCAG00000000838
echinops_telfairi ENSETEG00000008619
notamacropus_eugenii ENSMEUG00000012014
phascolarctos_cinereus ENSPCIG00000026688
sarcophilus_harrisii ENSSHAG00000006361
monodelphis_domestica ENSMODG00000006140
ornithorhynchus_anatinus ENSOANG00000021847
ornithorhynchus_anatinus ENSOANG00000012354
calidris_pugnax ENSCPUG00000011333
calidris_pygmaea ENSCPGG00000017071
lonchura_striata_domestica ENSLSDG00000000562
taeniopygia_guttata ENSTGUG00000003134
serinus_canaria ENSSCAG00000002855
zonotrichia_albicollis ENSZALG00000017926
junco_hyemalis ENSJHYG00000001036
parus_major ENSPMJG00000008130
cyanistes_caeruleus ENSCCEG00000020770
ficedula_albicollis ENSFALG00000005124
lepidothrix_coronata ENSLCOG00000007139
manacus_vitellinus ENSMVIG00005011006
melopsittacus_undulatus ENSMUNG00000004806
meleagris_gallopavo ENSMGAG00000010221
coturnix_japonica ENSCJPG00005018494
gallus_gallus ENSGALG00000038338
numida_meleagris ENSNMEG00000021739
anser_brachyrhynchus ENSABRG00000000094
anas_platyrhynchos_platyrhynchos ENSAPLG00000013726
apteryx_rowi ENSARWG00000016590
apteryx_haastii ENSAHAG00000012570
apteryx_owenii ENSAOWG00000012610
dromaius_novaehollandiae ENSDNVG00000001789
nothoprocta_perdicaria ENSNPEG00000006198
crocodylus_porosus ENSCPRG00005013972
gopherus_agassizii ENSGAGG00000002046
chelonoidis_abingdonii ENSCABG00000003717
chrysemys_picta_bellii ENSCPBG00000026573
pelodiscus_sinensis ENSPSIG00000014926
anolis_carolinensis ENSACAG00000006279
pogona_vitticeps ENSPVIG00000020095
notechis_scutatus ENSNSUG00000019821
salvator_merianae ENSSMRG00000013993
sphenodon_punctatus ENSSPUG00000005562
xenopus_tropicalis ENSXETG00000009139
latimeria_chalumnae ENSLACG00000010612
scleropages_formosus ENSSFOG00015014343
paramormyrops_kingsleyae ENSPKIG00000023060
pygocentrus_nattereri ENSPNAG00000012949
astyanax_mexicanus ENSAMXG00000034442
ictalurus_punctatus ENSIPUG00000014982
danio_rerio ENSDARG00000099213
hippocampus_comes ENSHCOG00000017296
gasterosteus_aculeatus ENSGACG00000004418
kryptolebias_marmoratus ENSKMAG00000013475
mola_mola ENSMMOG00000009588
poecilia_formosa ENSPFOG00000014804
poecilia_latipinna ENSPLAG00000016441
poecilia_mexicana ENSPMEG00000008550
poecilia_reticulata ENSPREG00000011531
xiphophorus_maculatus ENSXMAG00000015002
xiphophorus_couchianus ENSXCOG00000010908
