periophthalmus_magnuspinnatus ENSPMGG00000003724
hippocampus_comes ENSHCOG00000019383
scophthalmus_maximus ENSSMAG00000011024
cynoglossus_semilaevis ENSCSEG00000019042
gasterosteus_aculeatus ENSGACG00000005891
amphiprion_ocellaris ENSAOCG00000004804
amphiprion_percula ENSAPEG00000010464
acanthochromis_polyacanthus ENSAPOG00000011009
stegastes_partitus ENSSPAG00000021603
xiphophorus_maculatus ENSXMAG00000019371
gambusia_affinis ENSGAFG00000014461
poecilia_reticulata ENSPREG00000016021
poecilia_reticulata ENSPREG00000015951
poecilia_formosa ENSPFOG00000016339
poecilia_latipinna ENSPLAG00000015544
poecilia_mexicana ENSPMEG00000018675
cyprinodon_variegatus ENSCVAG00000017857
fundulus_heteroclitus ENSFHEG00000015705
kryptolebias_marmoratus ENSKMAG00000014204
oryzias_latipes ENSORLG00020015472
oryzias_latipes ENSORLG00000027794
oryzias_latipes_asm223469v1 ENSORLG00015010962
oryzias_melastigma ENSOMEG00000016340
monopterus_albus ENSMALG00000011364
mastacembelus_armatus ENSMAMG00000008286
anabas_testudineus ENSATEG00000025062
seriola_dumerili ENSSDUG00000016713
seriola_lalandi_dorsalis ENSSLDG00000011451
haplochromis_burtoni ENSHBUG00000016321
maylandia_zebra ENSMZEG00005004941
pundamilia_nyererei ENSPNYG00000007129
neolamprologus_brichardi ENSNBRG00000006589
amphilophus_citrinellus ENSACIG00000015031
labrus_bergylta ENSLBEG00000004596
tetraodon_nigroviridis ENSTNIG00000018255
takifugu_rubripes ENSTRUG00000018456
mola_mola ENSMMOG00000005747
gadus_morhua ENSGMOG00000013252
esox_lucius ENSELUG00000001547
astyanax_mexicanus ENSAMXG00000033342
pygocentrus_nattereri ENSPNAG00000029742
ictalurus_punctatus ENSIPUG00000019783
danio_rerio ENSDARG00000114885
paramormyrops_kingsleyae ENSPKIG00000023929
scleropages_formosus ENSSFOG00015014711
lepisosteus_oculatus ENSLOCG00000000996
latimeria_chalumnae ENSLACG00000006704
anolis_carolinensis ENSACAG00000008802
pogona_vitticeps ENSPVIG00000019738
notechis_scutatus ENSNSUG00000006808
salvator_merianae ENSSMRG00000001453
sphenodon_punctatus ENSSPUG00000012666
apteryx_owenii ENSAOWG00000018062
dromaius_novaehollandiae ENSDNVG00000017843
nothoprocta_perdicaria ENSNPEG00000003016
calidris_pygmaea ENSCPGG00000006836
calidris_pugnax ENSCPUG00000010135
serinus_canaria ENSSCAG00000008359
lonchura_striata_domestica ENSLSDG00000010531
junco_hyemalis ENSJHYG00000004925
manacus_vitellinus ENSMVIG00005011938
zonotrichia_albicollis ENSZALG00000016519
lepidothrix_coronata ENSLCOG00000001656
cyanistes_caeruleus ENSCCEG00000008119
ficedula_albicollis ENSFALG00000005928
numida_meleagris ENSNMEG00000014239
gallus_gallus ENSGALG00000003042
anser_brachyrhynchus ENSABRG00000018629
anas_platyrhynchos_platyrhynchos ENSAPLG00000012234
meleagris_gallopavo ENSMGAG00000002408
melopsittacus_undulatus ENSMUNG00000011196
crocodylus_porosus ENSCPRG00005012758
gopherus_agassizii ENSGAGG00000014357
chelonoidis_abingdonii ENSCABG00000022371
chrysemys_picta_bellii ENSCPBG00000019176
pelodiscus_sinensis ENSPSIG00000015695
xenopus_tropicalis ENSXETG00000021427
phascolarctos_cinereus ENSPCIG00000005843
notamacropus_eugenii ENSMEUG00000016062
monodelphis_domestica ENSMODG00000002864
sarcophilus_harrisii ENSSHAG00000016103
procavia_capensis ENSPCAG00000015896
loxodonta_africana ENSLAFG00000004616
dasypus_novemcinctus ENSDNOG00000007975
bos_taurus ENSBTAG00000033360
bos_taurus ENSBTAG00000038738
bison_bison_bison ENSBBBG00000004455
bos_taurus ENSBTAG00000034032
bos_mutus ENSBMUG00000016450
bison_bison_bison ENSBBBG00000006970
bos_mutus ENSBMUG00000024790
capra_hircus ENSCHIG00000019935
ovis_aries ENSOARG00000008587
sus_scrofa ENSSSCG00000034625
tursiops_truncatus ENSTTRG00000010100
erinaceus_europaeus ENSEEUG00000010506
sorex_araneus ENSSARG00000007510
ursus_maritimus ENSUMAG00000024110
ursus_americanus ENSUAMG00000026475
ailuropoda_melanoleuca ENSAMEG00000009004
mustela_putorius_furo ENSMPUG00000017823
neovison_vison ENSNVIG00000017800
canis_lupus_dingo ENSCAFG00020004976
canis_lupus_familiaris ENSCAFG00000007443
vulpes_vulpes ENSVVUG00000004749
panthera_tigris_altaica ENSPTIG00000018768
panthera_pardus ENSPPRG00000011904
felis_catus ENSFCAG00000030859
equus_asinus_asinus ENSEASG00005008535
equus_caballus ENSECAG00000024954
myotis_lucifugus ENSMLUG00000015379
pteropus_vampyrus ENSPVAG00000010291
cebus_capucinus ENSCCAG00000023929
saimiri_boliviensis_boliviensis ENSSBOG00000005223
aotus_nancymaae ENSANAG00000031512
pan_troglodytes ENSPTRG00000049551
pan_troglodytes ENSPTRG00000013405
pan_paniscus ENSPPAG00000028570
homo_sapiens ENSG00000101417
gorilla_gorilla ENSGGOG00000044115
nomascus_leucogenys ENSNLEG00000029978
rhinopithecus_roxellana ENSRROG00000033853
rhinopithecus_bieti ENSRBIG00000028626
colobus_angolensis_palliatus ENSCANG00000042038
macaca_mulatta ENSMMUG00000023551
macaca_nemestrina ENSMNEG00000010793
cercocebus_atys ENSCATG00000044653
mandrillus_leucophaeus ENSMLEG00000032170
papio_anubis ENSPANG00000016747
chlorocebus_sabaeus ENSCSAG00000012247
theropithecus_gelada ENSTGEG00000006154
callithrix_jacchus ENSCJAG00000038633
macaca_fascicularis ENSMFAG00000039376
carlito_syrichta ENSTSYG00000010712
microcebus_murinus ENSMICG00000028174
microcebus_murinus ENSMICG00000031254
propithecus_coquereli ENSPCOG00000024717
prolemur_simus ENSPSMG00000018104
otolemur_garnettii ENSOGAG00000010440
mus_spicilegus ENSMSIG00000001438
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024514
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025436
mus_musculus ENSMUSG00000000876
mus_pahari MGP_PahariEiJ_G0025958
rattus_norvegicus ENSRNOG00000016975
meriones_unguiculatus ENSMUGG00000018172
cricetulus_griseus_crigri ENSCGRG00000004604
cricetulus_griseus_chok1gshd ENSCGRG00001010342
cricetulus_griseus_crigri-picr ENSCGRG00015000619
mesocricetus_auratus ENSMAUG00000015504
microtus_ochrogaster ENSMOCG00000003745
peromyscus_maniculatus_bairdii ENSPEMG00000023523
nannospalax_galili ENSNGAG00000005193
jaculus_jaculus ENSJJAG00000016829
cavia_porcellus ENSCPOG00000024804
cavia_aperea ENSCAPG00000008494
octodon_degus ENSODEG00000015173
chinchilla_lanigera ENSCLAG00000017245
heterocephalus_glaber_female ENSHGLG00000016991
heterocephalus_glaber_male ENSHGLG00100004050
fukomys_damarensis ENSFDAG00000009797
castor_canadensis ENSCCNG00000027880
dipodomys_ordii ENSDORG00000030129
spermophilus_dauricus ENSSDAG00000001375
marmota_marmota_marmota ENSMMMG00000023451
urocitellus_parryii ENSUPAG00010004822
ictidomys_tridecemlineatus ENSSTOG00000002748
oryctolagus_cuniculus ENSOCUG00000005415
ochotona_princeps ENSOPRG00000001496
choloepus_hoffmanni ENSCHOG00000010804
echinops_telfairi ENSETEG00000005107
petromyzon_marinus ENSPMAG00000005904
ornithorhynchus_anatinus ENSOANG00000004658
coturnix_japonica ENSCJPG00005020684
eptatretus_burgeri ENSEBUG00000009590
ciona_savignyi ENSCSAVG00000008587
ciona_intestinalis ENSCING00000016200
caenorhabditis_elegans_strain_n2 WBGene00017574
