junco_hyemalis ENSJHYG00000012683
lepidothrix_coronata ENSLCOG00000008671
lonchura_striata_domestica ENSLSDG00000010505
parus_major ENSPMJG00000011828
anas_platyrhynchos_platyrhynchos ENSAPLG00000025166
chrysemys_picta_bellii ENSCPBG00000011969
gopherus_agassizii ENSGAGG00000010062
cricetulus_griseus_crigri-picr ENSCGRG00015011080
cricetulus_griseus_chok1gshd ENSCGRG00001012768
mesocricetus_auratus ENSMAUG00000000244
microtus_ochrogaster ENSMOCG00000022650
peromyscus_maniculatus_bairdii ENSPEMG00000020007
mus_spicilegus ENSMSIG00000007539
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015779
mus_musculus ENSMUSG00000026497
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014980
mus_pahari MGP_PahariEiJ_G0028211
rattus_norvegicus ENSRNOG00000048085
rattus_norvegicus ENSRNOG00000003176
meriones_unguiculatus ENSMUGG00000026727
nannospalax_galili ENSNGAG00000018300
jaculus_jaculus ENSJJAG00000018401
castor_canadensis ENSCCNG00000004811
chinchilla_lanigera ENSCLAG00000005251
octodon_degus ENSODEG00000006883
heterocephalus_glaber_female ENSHGLG00000006093
urocitellus_parryii ENSUPAG00010002339
ictidomys_tridecemlineatus ENSSTOG00000019392
marmota_marmota_marmota ENSMMMG00000024071
spermophilus_dauricus ENSSDAG00000010031
ochotona_princeps ENSOPRG00000011384
oryctolagus_cuniculus ENSOCUG00000000103
homo_sapiens ENSG00000185155
gorilla_gorilla ENSGGOG00000002122
pan_troglodytes ENSPTRG00000049290
pan_paniscus ENSPPAG00000013035
pongo_abelii ENSPPYG00000000166
nomascus_leucogenys ENSNLEG00000032618
rhinopithecus_roxellana ENSRROG00000043159
rhinopithecus_bieti ENSRBIG00000034282
colobus_angolensis_palliatus ENSCANG00000034821
piliocolobus_tephrosceles ENSPTEG00000027665
theropithecus_gelada ENSTGEG00000003853
papio_anubis ENSPANG00000007593
mandrillus_leucophaeus ENSMLEG00000030344
macaca_mulatta ENSMMUG00000005129
macaca_fascicularis ENSMFAG00000027604
macaca_nemestrina ENSMNEG00000041606
cercocebus_atys ENSCATG00000042419
chlorocebus_sabaeus ENSCSAG00000016345
callithrix_jacchus ENSCJAG00000012740
saimiri_boliviensis_boliviensis ENSSBOG00000030522
cebus_capucinus ENSCCAG00000030603
aotus_nancymaae ENSANAG00000029392
carlito_syrichta ENSTSYG00000006569
microcebus_murinus ENSMICG00000046165
prolemur_simus ENSPSMG00000004587
propithecus_coquereli ENSPCOG00000024192
otolemur_garnettii ENSOGAG00000027252
capra_hircus ENSCHIG00000017640
ovis_aries ENSOARG00000000055
bos_taurus ENSBTAG00000002139
bos_mutus ENSBMUG00000015459
tursiops_truncatus ENSTTRG00000004766
sus_scrofa ENSSSCG00000030675
equus_asinus_asinus ENSEASG00005013350
equus_caballus ENSECAG00000033929
pteropus_vampyrus ENSPVAG00000014686
felis_catus ENSFCAG00000042966
panthera_pardus ENSPPRG00000004369
vulpes_vulpes ENSVVUG00000001692
procavia_capensis ENSPCAG00000009417
loxodonta_africana ENSLAFG00000022623
echinops_telfairi ENSETEG00000001372
phascolarctos_cinereus ENSPCIG00000033591
notamacropus_eugenii ENSMEUG00000013276
monodelphis_domestica ENSMODG00000005994
sarcophilus_harrisii ENSSHAG00000008490
ornithorhynchus_anatinus ENSOANG00000001484
xenopus_tropicalis ENSXETG00000027672
hippocampus_comes ENSHCOG00000011701
periophthalmus_magnuspinnatus ENSPMGG00000008940
poecilia_formosa ENSPFOG00000002132
poecilia_latipinna ENSPLAG00000000918
poecilia_reticulata ENSPREG00000001369
xiphophorus_maculatus ENSXMAG00000007472
xiphophorus_couchianus ENSXCOG00000004605
gambusia_affinis ENSGAFG00000010528
cyprinodon_variegatus ENSCVAG00000021246
fundulus_heteroclitus ENSFHEG00000001103
kryptolebias_marmoratus ENSKMAG00000011573
oryzias_latipes_asm223469v1 ENSORLG00015000746
oryzias_latipes ENSORLG00020012241
oryzias_melastigma ENSOMEG00000007845
oryzias_latipes ENSORLG00000026512
poecilia_mexicana ENSPMEG00000014034
maylandia_zebra ENSMZEG00005016955
astatotilapia_calliptera ENSACLG00000015661
pundamilia_nyererei ENSPNYG00000009793
haplochromis_burtoni ENSHBUG00000010251
oreochromis_niloticus ENSONIG00000013479
neolamprologus_brichardi ENSNBRG00000017395
amphilophus_citrinellus ENSACIG00000005755
amphiprion_ocellaris ENSAOCG00000020804
amphiprion_percula ENSAPEG00000004910
acanthochromis_polyacanthus ENSAPOG00000006298
stegastes_partitus ENSSPAG00000019197
seriola_dumerili ENSSDUG00000016720
seriola_lalandi_dorsalis ENSSLDG00000006285
monopterus_albus ENSMALG00000003989
cynoglossus_semilaevis ENSCSEG00000020686
scophthalmus_maximus ENSSMAG00000013894
mastacembelus_armatus ENSMAMG00000020679
mola_mola ENSMMOG00000015973
tetraodon_nigroviridis ENSTNIG00000016386
gasterosteus_aculeatus ENSGACG00000011351
labrus_bergylta ENSLBEG00000013538
anabas_testudineus ENSATEG00000010551
takifugu_rubripes ENSTRUG00000014706
gadus_morhua ENSGMOG00000015044
esox_lucius ENSELUG00000017417
astyanax_mexicanus ENSAMXG00000006461
pygocentrus_nattereri ENSPNAG00000002748
ictalurus_punctatus ENSIPUG00000020186
danio_rerio ENSDARG00000069252
paramormyrops_kingsleyae ENSPKIG00000006218
