caenorhabditis_elegans_strain_n2 WBGene00022019
drosophila_melanogaster FBgn0028471
gallus_gallus ENSGALG00000010622
meleagris_gallopavo ENSMGAG00000013009
coturnix_japonica ENSCJPG00005000257
numida_meleagris ENSNMEG00000000462
anser_brachyrhynchus ENSABRG00000022458
anas_platyrhynchos_platyrhynchos ENSAPLG00000008694
calidris_pygmaea ENSCPGG00000012259
calidris_pugnax ENSCPUG00000002823
melopsittacus_undulatus ENSMUNG00000015775
lonchura_striata_domestica ENSLSDG00000004042
taeniopygia_guttata ENSTGUG00000012417
serinus_canaria ENSSCAG00000008584
zonotrichia_albicollis ENSZALG00000003129
junco_hyemalis ENSJHYG00000000891
cyanistes_caeruleus ENSCCEG00000008877
parus_major ENSPMJG00000016905
ficedula_albicollis ENSFALG00000012422
lepidothrix_coronata ENSLCOG00000010074
manacus_vitellinus ENSMVIG00005004742
apteryx_haastii ENSAHAG00000001703
apteryx_owenii ENSAOWG00000013432
apteryx_rowi ENSARWG00000017827
dromaius_novaehollandiae ENSDNVG00000015434
nothoprocta_perdicaria ENSNPEG00000005592
crocodylus_porosus ENSCPRG00005006292
gopherus_agassizii ENSGAGG00000005013
chelonoidis_abingdonii ENSCABG00000008162
chrysemys_picta_bellii ENSCPBG00000008376
pelodiscus_sinensis ENSPSIG00000010899
pogona_vitticeps ENSPVIG00000011128
anolis_carolinensis ENSACAG00000013021
notechis_scutatus ENSNSUG00000005507
pogona_vitticeps ENSPVIG00000012222
salvator_merianae ENSSMRG00000011843
sphenodon_punctatus ENSSPUG00000012695
notamacropus_eugenii ENSMEUG00000010740
phascolarctos_cinereus ENSPCIG00000011633
sarcophilus_harrisii ENSSHAG00000015169
monodelphis_domestica ENSMODG00000003282
mustela_putorius_furo ENSMPUG00000008228
neovison_vison ENSNVIG00000012063
ursus_maritimus ENSUMAG00000006669
ursus_americanus ENSUAMG00000008799
ailuropoda_melanoleuca ENSAMEG00000001478
canis_lupus_familiaris ENSCAFG00000017415
canis_lupus_dingo ENSCAFG00020016522
vulpes_vulpes ENSVVUG00000027875
panthera_pardus ENSPPRG00000006467
panthera_tigris_altaica ENSPTIG00000012741
felis_catus ENSFCAG00000039611
felis_catus ENSFCAG00000012898
ovis_aries ENSOARG00000003198
capra_hircus ENSCHIG00000022904
bos_mutus ENSBMUG00000007959
bos_taurus ENSBTAG00000030453
bison_bison_bison ENSBBBG00000011431
bos_mutus ENSBMUG00000011608
ovis_aries ENSOARG00000012351
capra_hircus ENSCHIG00000009115
tursiops_truncatus ENSTTRG00000012877
sus_scrofa ENSSSCG00000002426
vicugna_pacos ENSVPAG00000005488
myotis_lucifugus ENSMLUG00000016321
pteropus_vampyrus ENSPVAG00000014133
equus_asinus_asinus ENSEASG00005020371
equus_caballus ENSECAG00000013214
sorex_araneus ENSSARG00000014192
dipodomys_ordii ENSDORG00000009066
castor_canadensis ENSCCNG00000004442
cricetulus_griseus_chok1gshd ENSCGRG00001015677
cricetulus_griseus_crigri-picr ENSCGRG00015018817
cricetulus_griseus_crigri ENSCGRG00000017688
mesocricetus_auratus ENSMAUG00000022152
microtus_ochrogaster ENSMOCG00000014022
mus_spicilegus ENSMSIG00000009025
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018857
mus_musculus ENSMUSG00000021012
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018012
mus_pahari MGP_PahariEiJ_G0029770
rattus_norvegicus ENSRNOG00000004083
meriones_unguiculatus ENSMUGG00000025527
nannospalax_galili ENSNGAG00000017541
jaculus_jaculus ENSJJAG00000005306
jaculus_jaculus ENSJJAG00000022340
heterocephalus_glaber_female ENSHGLG00000017715
heterocephalus_glaber_male ENSHGLG00100014539
fukomys_damarensis ENSFDAG00000009953
cavia_porcellus ENSCPOG00000013632
cavia_aperea ENSCAPG00000010444
chinchilla_lanigera ENSCLAG00000010139
octodon_degus ENSODEG00000008995
octodon_degus ENSODEG00000006035
octodon_degus ENSODEG00000012083
urocitellus_parryii ENSUPAG00010011622
marmota_marmota_marmota ENSMMMG00000020046
ictidomys_tridecemlineatus ENSSTOG00000013176
oryctolagus_cuniculus ENSOCUG00000015503
oryctolagus_cuniculus ENSOCUG00000026622
propithecus_coquereli ENSPCOG00000025591
microcebus_murinus ENSMICG00000016669
prolemur_simus ENSPSMG00000016980
otolemur_garnettii ENSOGAG00000005373
pan_troglodytes ENSPTRG00000006608
pan_paniscus ENSPPAG00000035751
homo_sapiens ENSG00000100722
gorilla_gorilla ENSGGOG00000010278
pongo_abelii ENSPPYG00000006053
nomascus_leucogenys ENSNLEG00000016907
cercocebus_atys ENSCATG00000026685
mandrillus_leucophaeus ENSMLEG00000031286
macaca_mulatta ENSMMUG00000004603
macaca_fascicularis ENSMFAG00000032254
macaca_nemestrina ENSMNEG00000013027
theropithecus_gelada ENSTGEG00000027736
papio_anubis ENSPANG00000012704
chlorocebus_sabaeus ENSCSAG00000011569
piliocolobus_tephrosceles ENSPTEG00000020430
colobus_angolensis_palliatus ENSCANG00000036833
rhinopithecus_bieti ENSRBIG00000011607
rhinopithecus_roxellana ENSRROG00000029717
callithrix_jacchus ENSCJAG00000017345
cebus_capucinus ENSCCAG00000035617
saimiri_boliviensis_boliviensis ENSSBOG00000017936
cebus_capucinus ENSCCAG00000036483
saimiri_boliviensis_boliviensis ENSSBOG00000010853
aotus_nancymaae ENSANAG00000032583
aotus_nancymaae ENSANAG00000030417
tupaia_belangeri ENSTBEG00000000653
spermophilus_dauricus ENSSDAG00000019942
castor_canadensis ENSCCNG00000001082
peromyscus_maniculatus_bairdii ENSPEMG00000020931
bison_bison_bison ENSBBBG00000004886
ochotona_princeps ENSOPRG00000009251
procavia_capensis ENSPCAG00000009400
erinaceus_europaeus ENSEEUG00000003200
carlito_syrichta ENSTSYG00000010797
loxodonta_africana ENSLAFG00000002998
echinops_telfairi ENSETEG00000002609
choloepus_hoffmanni ENSCHOG00000000279
dasypus_novemcinctus ENSDNOG00000010289
aotus_nancymaae ENSANAG00000031352
ornithorhynchus_anatinus ENSOANG00000005825
ornithorhynchus_anatinus ENSOANG00000015633
xenopus_tropicalis ENSXETG00000031997
latimeria_chalumnae ENSLACG00000008327
takifugu_rubripes ENSTRUG00000009079
tetraodon_nigroviridis ENSTNIG00000016348
mola_mola ENSMMOG00000015654
labrus_bergylta ENSLBEG00000001551
gasterosteus_aculeatus ENSGACG00000010599
scophthalmus_maximus ENSSMAG00000011976
cynoglossus_semilaevis ENSCSEG00000013652
seriola_lalandi_dorsalis ENSSLDG00000001706
seriola_dumerili ENSSDUG00000015595
mastacembelus_armatus ENSMAMG00000017380
monopterus_albus ENSMALG00000003067
anabas_testudineus ENSATEG00000006018
amphiprion_percula ENSAPEG00000001867
amphiprion_ocellaris ENSAOCG00000024218
acanthochromis_polyacanthus ENSAPOG00000001640
stegastes_partitus ENSSPAG00000014475
maylandia_zebra ENSMZEG00005016319
astatotilapia_calliptera ENSACLG00000012665
pundamilia_nyererei ENSPNYG00000007634
haplochromis_burtoni ENSHBUG00000012522
oreochromis_niloticus ENSONIG00000015292
neolamprologus_brichardi ENSNBRG00000019192
amphilophus_citrinellus ENSACIG00000003703
xiphophorus_maculatus ENSXMAG00000004041
gambusia_affinis ENSGAFG00000002915
poecilia_formosa ENSPFOG00000008213
poecilia_latipinna ENSPLAG00000006557
poecilia_mexicana ENSPMEG00000018330
poecilia_reticulata ENSPREG00000019413
fundulus_heteroclitus ENSFHEG00000020403
cyprinodon_variegatus ENSCVAG00000000590
kryptolebias_marmoratus ENSKMAG00000013693
oryzias_latipes ENSORLG00000009049
oryzias_latipes ENSORLG00020002299
oryzias_latipes_asm223469v1 ENSORLG00015017483
oryzias_melastigma ENSOMEG00000018596
periophthalmus_magnuspinnatus ENSPMGG00000017242
hippocampus_comes ENSHCOG00000007792
