seriola_dumerili ENSSDUG00000016637
seriola_lalandi ENSSLDG00000003325
cynoglossus_semilaevis ENSCSEG00000002303
mastacembelus_armatus ENSMAMG00000007021
monopterus_albus ENSMALG00000013250
anabas_testudineus ENSATEG00000012377
poecilia_latipinna ENSPLAG00000014046
poecilia_formosa ENSPFOG00000002446
poecilia_mexicana ENSPMEG00000010633
poecilia_reticulata ENSPREG00000019805
xiphophorus_maculatus ENSXMAG00000007694
xiphophorus_couchianus ENSXCOG00000004861
gambusia_affinis ENSGAFG00000002256
fundulus_heteroclitus ENSFHEG00000006453
kryptolebias_marmoratus ENSKMAG00000009460
labrus_bergylta ENSLBEG00000004902
mola_mola ENSMMOG00000010197
takifugu_rubripes ENSTRUG00000022828
gasterosteus_aculeatus ENSGACG00000009477
amphiprion_ocellaris ENSAOCG00000006012
amphiprion_percula ENSAPEG00000018204
acanthochromis_polyacanthus ENSAPOG00000014311
stegastes_partitus ENSSPAG00000016996
astatotilapia_calliptera ENSACLG00000015915
pundamilia_nyererei ENSPNYG00000018723
haplochromis_burtoni ENSHBUG00000007126
maylandia_zebra ENSMZEG00005004586
neolamprologus_brichardi ENSNBRG00000024080
amphilophus_citrinellus ENSACIG00000005540
oryzias_latipes ENSORLG00015012143
oryzias_latipes ENSORLG00000026978
oryzias_latipes ENSORLG00020013559
oryzias_melastigma ENSOMEG00000010853
scophthalmus_maximus ENSSMAG00000019875
esox_lucius ENSELUG00000015569
