lonchura_striata_domestica ENSLSDG00000011425
taeniopygia_guttata ENSTGUG00000002236
serinus_canaria ENSSCAG00000015445
zonotrichia_albicollis ENSZALG00000000811
junco_hyemalis ENSJHYG00000004851
parus_major ENSPMJG00000008335
cyanistes_caeruleus ENSCCEG00000002048
ficedula_albicollis ENSFALG00000005087
manacus_vitellinus ENSMVIG00005006537
melopsittacus_undulatus ENSMUNG00000012822
calidris_pygmaea ENSCPGG00000019261
calidris_pugnax ENSCPUG00000001179
meleagris_gallopavo ENSMGAG00000007522
gallus_gallus ENSGALG00000010928
coturnix_japonica ENSCJPG00005010005
numida_meleagris ENSNMEG00000015419
anser_brachyrhynchus ENSABRG00000006858
apteryx_haastii ENSAHAG00000016549
apteryx_owenii ENSAOWG00000018911
apteryx_rowi ENSARWG00000002731
dromaius_novaehollandiae ENSDNVG00000013698
nothoprocta_perdicaria ENSNPEG00000009880
crocodylus_porosus ENSCPRG00005013280
gopherus_agassizii ENSGAGG00000018271
pelodiscus_sinensis ENSPSIG00000006462
pogona_vitticeps ENSPVIG00000003741
anolis_carolinensis ENSACAG00000012637
sphenodon_punctatus ENSSPUG00000010039
ursus_maritimus ENSUMAG00000025452
ursus_americanus ENSUAMG00000022765
ailuropoda_melanoleuca ENSAMEG00000003185
neovison_vison ENSNVIG00000021858
mustela_putorius_furo ENSMPUG00000002238
canis_lupus_dingo ENSCAFG00020008106
canis_lupus_familiaris ENSCAFG00000009558
vulpes_vulpes ENSVVUG00000009187
panthera_pardus ENSPPRG00000003951
panthera_tigris_altaica ENSPTIG00000022053
felis_catus ENSFCAG00000036214
pteropus_vampyrus ENSPVAG00000015093
myotis_lucifugus ENSMLUG00000010116
bos_mutus ENSBMUG00000020875
bos_taurus ENSBTAG00000000470
bison_bison_bison ENSBBBG00000007117
capra_hircus ENSCHIG00000021568
ovis_aries ENSOARG00000002944
tursiops_truncatus ENSTTRG00000003524
vicugna_pacos ENSVPAG00000004018
sus_scrofa ENSSSCG00000009219
erinaceus_europaeus ENSEEUG00000002676
sorex_araneus ENSSARG00000006644
equus_caballus ENSECAG00000024478
equus_asinus_asinus ENSEASG00005012734
cricetulus_griseus_crigri ENSCGRG00000007379
cricetulus_griseus_crigri-picr ENSCGRG00015012680
cricetulus_griseus_chok1gshd ENSCGRG00001016273
mesocricetus_auratus ENSMAUG00000016877
microtus_ochrogaster ENSMOCG00000004131
peromyscus_maniculatus_bairdii ENSPEMG00000025223
mus_spicilegus ENSMSIG00000005280
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028475
mus_musculus ENSMUSG00000029306
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027478
mus_pahari MGP_PahariEiJ_G0017256
rattus_norvegicus ENSRNOG00000002158
meriones_unguiculatus ENSMUGG00000015510
jaculus_jaculus ENSJJAG00000000975
dipodomys_ordii ENSDORG00000029980
cavia_aperea ENSCAPG00000017287
cavia_porcellus ENSCPOG00000035416
chinchilla_lanigera ENSCLAG00000004300
octodon_degus ENSODEG00000008571
heterocephalus_glaber_female ENSHGLG00000011597
heterocephalus_glaber_male ENSHGLG00100005582
fukomys_damarensis ENSFDAG00000016354
oryctolagus_cuniculus ENSOCUG00000001046
ochotona_princeps ENSOPRG00000000395
castor_canadensis ENSCCNG00000004107
nannospalax_galili ENSNGAG00000015182
urocitellus_parryii ENSUPAG00010003876
spermophilus_dauricus ENSSDAG00000019627
ictidomys_tridecemlineatus ENSSTOG00000001433
marmota_marmota_marmota ENSMMMG00000007115
rhinopithecus_roxellana ENSRROG00000035695
rhinopithecus_bieti ENSRBIG00000034976
piliocolobus_tephrosceles ENSPTEG00000004102
colobus_angolensis_palliatus ENSCANG00000033969
macaca_mulatta ENSMMUG00000011111
macaca_fascicularis ENSMFAG00000029098
macaca_nemestrina ENSMNEG00000041631
theropithecus_gelada ENSTGEG00000005964
mandrillus_leucophaeus ENSMLEG00000028238
papio_anubis ENSPANG00000008567
cercocebus_atys ENSCATG00000040962
chlorocebus_sabaeus ENSCSAG00000004313
gorilla_gorilla ENSGGOG00000007024
homo_sapiens ENSG00000029559
pan_troglodytes ENSPTRG00000016263
pan_paniscus ENSPPAG00000038769
pongo_abelii ENSPPYG00000014918
nomascus_leucogenys ENSNLEG00000009587
saimiri_boliviensis_boliviensis ENSSBOG00000031488
cebus_capucinus ENSCCAG00000029190
callithrix_jacchus ENSCJAG00000006284
aotus_nancymaae ENSANAG00000037860
carlito_syrichta ENSTSYG00000031045
propithecus_coquereli ENSPCOG00000018630
microcebus_murinus ENSMICG00000042390
prolemur_simus ENSPSMG00000016491
otolemur_garnettii ENSOGAG00000011181
loxodonta_africana ENSLAFG00000015238
echinops_telfairi ENSETEG00000007051
choloepus_hoffmanni ENSCHOG00000001430
dasypus_novemcinctus ENSDNOG00000041199
phascolarctos_cinereus ENSPCIG00000020569
notamacropus_eugenii ENSMEUG00000013455
sarcophilus_harrisii ENSSHAG00000004585
monodelphis_domestica ENSMODG00000020731
ornithorhynchus_anatinus ENSOANG00000013629
