ciona_savignyi ENSCSAVG00000003919
ciona_intestinalis ENSCING00000022242
lonchura_striata_domestica ENSLSDG00000000476
taeniopygia_guttata ENSTGUG00000016669
calidris_pygmaea ENSCPGG00000009937
pundamilia_nyererei ENSPNYG00000005058
maylandia_zebra ENSMZEG00005006344
astatotilapia_calliptera ENSACLG00000019786
haplochromis_burtoni ENSHBUG00000020354
neolamprologus_brichardi ENSNBRG00000010911
amphilophus_citrinellus ENSACIG00000023398
scophthalmus_maximus ENSSMAG00000009318
monopterus_albus ENSMALG00000010813
oryzias_latipes ENSORLG00000017510
oryzias_latipes ENSORLG00020018419
poecilia_mexicana ENSPMEG00000011776
poecilia_mexicana ENSPMEG00000002615
gambusia_affinis ENSGAFG00000019431
fundulus_heteroclitus ENSFHEG00000007359
cyprinodon_variegatus ENSCVAG00000000504
kryptolebias_marmoratus ENSKMAG00000013810
mola_mola ENSMMOG00000002390
periophthalmus_magnuspinnatus ENSPMGG00000009036
astyanax_mexicanus ENSAMXG00000040320
lepisosteus_oculatus ENSLOCG00000002785
latimeria_chalumnae ENSLACG00000014793
chelonoidis_abingdonii ENSCABG00000001896
chelonoidis_abingdonii ENSCABG00000001897
gopherus_agassizii ENSGAGG00000009243
chrysemys_picta_bellii ENSCPBG00000025083
pelodiscus_sinensis ENSPSIG00000013119
crocodylus_porosus ENSCPRG00005016672
pogona_vitticeps ENSPVIG00000020128
anolis_carolinensis ENSACAG00000017848
notechis_scutatus ENSNSUG00000013021
salvator_merianae ENSSMRG00000001330
sphenodon_punctatus ENSSPUG00000015890
melopsittacus_undulatus ENSMUNG00000009072
calidris_pugnax ENSCPUG00000016264
junco_hyemalis ENSJHYG00000000609
ficedula_albicollis ENSFALG00000000476
taeniopygia_guttata ENSTGUG00000001135
parus_major ENSPMJG00000000218
meleagris_gallopavo ENSMGAG00000002060
coturnix_japonica ENSCJPG00005016306
gallus_gallus ENSGALG00000001283
numida_meleagris ENSNMEG00000005943
anas_platyrhynchos_platyrhynchos ENSAPLG00000002066
apteryx_haastii ENSAHAG00000010628
apteryx_owenii ENSAOWG00000010966
dromaius_novaehollandiae ENSDNVG00000008456
lepidothrix_coronata ENSLCOG00000009592
cyanistes_caeruleus ENSCCEG00000016794
anser_brachyrhynchus ENSABRG00000012156
apteryx_rowi ENSARWG00000010711
nothoprocta_perdicaria ENSNPEG00000010477
manacus_vitellinus ENSMVIG00005008536
manacus_vitellinus ENSMVIG00005008518
serinus_canaria ENSSCAG00000006941
calidris_pygmaea ENSCPGG00000009953
seriola_lalandi_dorsalis ENSSLDG00000003901
eptatretus_burgeri ENSEBUG00000002653
octodon_degus ENSODEG00000007221
notamacropus_eugenii ENSMEUG00000014704
phascolarctos_cinereus ENSPCIG00000009214
sarcophilus_harrisii ENSSHAG00000011061
monodelphis_domestica ENSMODG00000013861
octodon_degus ENSODEG00000019473
cricetulus_griseus_chok1gshd ENSCGRG00001013517
cricetulus_griseus_crigri ENSCGRG00000007531
cricetulus_griseus_crigri-picr ENSCGRG00015017002
octodon_degus ENSODEG00000002361
panthera_tigris_altaica ENSPTIG00000022093
echinops_telfairi ENSETEG00000006817
pteropus_vampyrus ENSPVAG00000005836
erinaceus_europaeus ENSEEUG00000013830
canis_lupus_familiaris ENSCAFG00000032075
felis_catus ENSFCAG00000034671
choloepus_hoffmanni ENSCHOG00000000027
loxodonta_africana ENSLAFG00000013830
procavia_capensis ENSPCAG00000015138
capra_hircus ENSCHIG00000014656
ovis_aries ENSOARG00000006453
bos_mutus ENSBMUG00000022094
bos_taurus ENSBTAG00000013772
bison_bison_bison ENSBBBG00000014498
tursiops_truncatus ENSTTRG00000009365
vicugna_pacos ENSVPAG00000007698
sus_scrofa ENSSSCG00000032947
mustela_putorius_furo ENSMPUG00000015830
mustela_putorius_furo ENSMPUG00000015831
canis_lupus_familiaris ENSCAFG00000029044
vulpes_vulpes ENSVVUG00000026966
ailuropoda_melanoleuca ENSAMEG00000010075
neovison_vison ENSNVIG00000023151
canis_lupus_dingo ENSCAFG00020020948
panthera_pardus ENSPPRG00000002509
panthera_tigris_altaica ENSPTIG00000008778
felis_catus ENSFCAG00000000678
mustela_putorius_furo ENSMPUG00000000018
myotis_lucifugus ENSMLUG00000006246
sorex_araneus ENSSARG00000013718
heterocephalus_glaber_female ENSHGLG00000013761
heterocephalus_glaber_male ENSHGLG00100008751
heterocephalus_glaber_male ENSHGLG00100010430
heterocephalus_glaber_male ENSHGLG00100017918
dipodomys_ordii ENSDORG00000028601
cricetulus_griseus_chok1gshd ENSCGRG00001014174
cricetulus_griseus_crigri ENSCGRG00000017603
cricetulus_griseus_crigri-picr ENSCGRG00015018690
mesocricetus_auratus ENSMAUG00000015705
meriones_unguiculatus ENSMUGG00000020934
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027616
mus_spicilegus ENSMSIG00000003321
mus_musculus ENSMUSG00000028809
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026636
mus_pahari MGP_PahariEiJ_G0028969
