chrysemys_picta_bellii ENSCPBG00000018094
chelonoidis_abingdonii ENSCABG00000005022
sphenodon_punctatus ENSSPUG00000017586
salvator_merianae ENSSMRG00000020480
pogona_vitticeps ENSPVIG00000001871
notechis_scutatus ENSNSUG00000011748
apteryx_owenii ENSAOWG00000011301
dromaius_novaehollandiae ENSDNVG00000003693
numida_meleagris ENSNMEG00000000058
gallus_gallus ENSGALG00000052684
anser_brachyrhynchus ENSABRG00000021754
serinus_canaria ENSSCAG00000004212
cyanistes_caeruleus ENSCCEG00000006723
nothoprocta_perdicaria ENSNPEG00000016239
apteryx_haastii ENSAHAG00000017242
apteryx_rowi ENSARWG00000009661
pelodiscus_sinensis ENSPSIG00000006181
anolis_carolinensis ENSACAG00000007463
junco_hyemalis ENSJHYG00000014640
lepidothrix_coronata ENSLCOG00000009841
calidris_pugnax ENSCPUG00000008626
melopsittacus_undulatus ENSMUNG00000014228
phascolarctos_cinereus ENSPCIG00000011561
monodelphis_domestica ENSMODG00000015182
sarcophilus_harrisii ENSSHAG00000015359
rhinopithecus_bieti ENSRBIG00000028651
ursus_americanus ENSUAMG00000002820
meriones_unguiculatus ENSMUGG00000009247
choloepus_hoffmanni ENSCHOG00000002218
carlito_syrichta ENSTSYG00000004979
propithecus_coquereli ENSPCOG00000026791
prolemur_simus ENSPSMG00000006450
microcebus_murinus ENSMICG00000000097
otolemur_garnettii ENSOGAG00000013356
pan_paniscus ENSPPAG00000042947
pan_troglodytes ENSPTRG00000023911
homo_sapiens ENSG00000197157
gorilla_gorilla ENSGGOG00000009614
pongo_abelii ENSPPYG00000017972
nomascus_leucogenys ENSNLEG00000012263
colobus_angolensis_palliatus ENSCANG00000035119
rhinopithecus_bieti ENSRBIG00000027782
rhinopithecus_roxellana ENSRROG00000033020
piliocolobus_tephrosceles ENSPTEG00000028467
macaca_fascicularis ENSMFAG00000038114
macaca_mulatta ENSMMUG00000015432
macaca_nemestrina ENSMNEG00000039808
cercocebus_atys ENSCATG00000035214
theropithecus_gelada ENSTGEG00000020092
papio_anubis ENSPANG00000011997
mandrillus_leucophaeus ENSMLEG00000029040
chlorocebus_sabaeus ENSCSAG00000010182
cebus_capucinus ENSCCAG00000036847
callithrix_jacchus ENSCJAG00000017668
saimiri_boliviensis_boliviensis ENSSBOG00000032461
aotus_nancymaae ENSANAG00000034463
chinchilla_lanigera ENSCLAG00000011796
octodon_degus ENSODEG00000011502
cavia_porcellus ENSCPOG00000006251
cavia_aperea ENSCAPG00000010677
heterocephalus_glaber_female ENSHGLG00000003618
heterocephalus_glaber_male ENSHGLG00100012449
fukomys_damarensis ENSFDAG00000015881
spermophilus_dauricus ENSSDAG00000003498
marmota_marmota_marmota ENSMMMG00000015627
urocitellus_parryii ENSUPAG00010001727
ictidomys_tridecemlineatus ENSSTOG00000002140
cricetulus_griseus_chok1gshd ENSCGRG00001022514
cricetulus_griseus_crigri ENSCGRG00000012277
cricetulus_griseus_crigri-picr ENSCGRG00015025616
peromyscus_maniculatus_bairdii ENSPEMG00000010240
microtus_ochrogaster ENSMOCG00000005040
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029159
mus_musculus ENSMUSG00000001424
mus_spicilegus ENSMSIG00000025077
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028159
mus_pahari MGP_PahariEiJ_G0021917
rattus_norvegicus ENSRNOG00000031173
nannospalax_galili ENSNGAG00000011186
jaculus_jaculus ENSJJAG00000009561
dipodomys_ordii ENSDORG00000000336
tupaia_belangeri ENSTBEG00000003999
dasypus_novemcinctus ENSDNOG00000006795
myotis_lucifugus ENSMLUG00000017130
pteropus_vampyrus ENSPVAG00000013945
equus_caballus ENSECAG00000011451
equus_asinus_asinus ENSEASG00005008513
ursus_maritimus ENSUMAG00000005960
ursus_americanus ENSUAMG00000005604
ailuropoda_melanoleuca ENSAMEG00000004664
neovison_vison ENSNVIG00000000397
mustela_putorius_furo ENSMPUG00000006545
canis_lupus_familiaris ENSCAFG00000001700
canis_lupus_dingo ENSCAFG00020021639
vulpes_vulpes ENSVVUG00000007226
panthera_pardus ENSPPRG00000004494
panthera_tigris_altaica ENSPTIG00000014214
felis_catus ENSFCAG00000008289
capra_hircus ENSCHIG00000023390
ovis_aries ENSOARG00000002149
bos_mutus ENSBMUG00000002161
bos_taurus ENSBTAG00000010692
bison_bison_bison ENSBBBG00000013628
sus_scrofa ENSSSCG00000016590
tursiops_truncatus ENSTTRG00000006059
vicugna_pacos ENSVPAG00000008302
oryctolagus_cuniculus ENSOCUG00000001620
ochotona_princeps ENSOPRG00000013405
erinaceus_europaeus ENSEEUG00000014737
loxodonta_africana ENSLAFG00000009696
procavia_capensis ENSPCAG00000011305
echinops_telfairi ENSETEG00000000375
sorex_araneus ENSSARG00000004877
ornithorhynchus_anatinus ENSOANG00000000817
xenopus_tropicalis ENSXETG00000023043
tetraodon_nigroviridis ENSTNIG00000011019
takifugu_rubripes ENSTRUG00000014067
hippocampus_comes ENSHCOG00000005266
gadus_morhua ENSGMOG00000018932
amphiprion_percula ENSAPEG00000007067
amphiprion_ocellaris ENSAOCG00000014166
acanthochromis_polyacanthus ENSAPOG00000017599
stegastes_partitus ENSSPAG00000021398
fundulus_heteroclitus ENSFHEG00000004093
cyprinodon_variegatus ENSCVAG00000010316
xiphophorus_maculatus ENSXMAG00000011469
xiphophorus_couchianus ENSXCOG00000013629
gambusia_affinis ENSGAFG00000008421
poecilia_formosa ENSPFOG00000001557
poecilia_latipinna ENSPLAG00000018459
poecilia_mexicana ENSPMEG00000006803
poecilia_reticulata ENSPREG00000002189
kryptolebias_marmoratus ENSKMAG00000016997
oryzias_latipes ENSORLG00020013991
oryzias_latipes_asm223469v1 ENSORLG00015012436
oryzias_latipes ENSORLG00000015201
oryzias_melastigma ENSOMEG00000006406
astatotilapia_calliptera ENSACLG00000022897
maylandia_zebra ENSMZEG00005005681
haplochromis_burtoni ENSHBUG00000019135
pundamilia_nyererei ENSPNYG00000000932
neolamprologus_brichardi ENSNBRG00000006681
oreochromis_niloticus ENSONIG00000011481
amphilophus_citrinellus ENSACIG00000003551
mola_mola ENSMMOG00000001795
mastacembelus_armatus ENSMAMG00000011739
anabas_testudineus ENSATEG00000018475
monopterus_albus ENSMALG00000012071
seriola_dumerili ENSSDUG00000002699
seriola_lalandi_dorsalis ENSSLDG00000001950
scophthalmus_maximus ENSSMAG00000001932
labrus_bergylta ENSLBEG00000013563
cynoglossus_semilaevis ENSCSEG00000008661
stegastes_partitus ENSSPAG00000017126
gasterosteus_aculeatus ENSGACG00000019793
periophthalmus_magnuspinnatus ENSPMGG00000003629
esox_lucius ENSELUG00000001805
astyanax_mexicanus ENSAMXG00000016318
