loxodonta_africana ENSLAFG00000009032
procavia_capensis ENSPCAG00000003501
echinops_telfairi ENSETEG00000012392
procavia_capensis ENSPCAG00000005460
sorex_araneus ENSSARG00000007088
erinaceus_europaeus ENSEEUG00000008836
equus_asinus_asinus ENSEASG00005017320
equus_caballus ENSECAG00000033527
pteropus_vampyrus ENSPVAG00000003834
myotis_lucifugus ENSMLUG00000003003
mustela_putorius_furo ENSMPUG00000019833
neovison_vison ENSNVIG00000004333
neovison_vison ENSNVIG00000008882
mustela_putorius_furo ENSMPUG00000019351
ursus_maritimus ENSUMAG00000016960
ailuropoda_melanoleuca ENSAMEG00000020048
panthera_pardus ENSPPRG00000011157
panthera_tigris_altaica ENSPTIG00000002661
felis_catus ENSFCAG00000044681
bison_bison_bison ENSBBBG00000017474
bos_taurus ENSBTAG00000053435
capra_hircus ENSCHIG00000007200
ovis_aries ENSOARG00000019842
sus_scrofa ENSSSCG00000036733
sus_scrofa ENSSSCG00000031674
sus_scrofa ENSSSCG00000035128
vicugna_pacos ENSVPAG00000005968
prolemur_simus ENSPSMG00000016497
otolemur_garnettii ENSOGAG00000006149
pan_troglodytes ENSPTRG00000047900
pan_paniscus ENSPPAG00000032369
homo_sapiens ENSG00000182854
pongo_abelii ENSPPYG00000006833
nomascus_leucogenys ENSNLEG00000018555
rhinopithecus_bieti ENSRBIG00000012474
rhinopithecus_roxellana ENSRROG00000008684
colobus_angolensis_palliatus ENSCANG00000015716
aotus_nancymaae ENSANAG00000014650
callithrix_jacchus ENSCJAG00000014759
cricetulus_griseus_crigri ENSCGRG00000019194
cricetulus_griseus_chok1gshd ENSCGRG00001010847
cricetulus_griseus_crigri-picr ENSCGRG00015007484
microtus_ochrogaster ENSMOCG00000012100
peromyscus_maniculatus_bairdii ENSPEMG00000029767
mus_musculus ENSMUSG00000109528
mus_spicilegus ENSMSIG00000020474
rattus_norvegicus ENSRNOG00000047084
meriones_unguiculatus ENSMUGG00000026439
nannospalax_galili ENSNGAG00000005262
dipodomys_ordii ENSDORG00000014129
cavia_porcellus ENSCPOG00000030908
ictidomys_tridecemlineatus ENSSTOG00000031210
urocitellus_parryii ENSUPAG00010009603
marmota_marmota_marmota ENSMMMG00000000480
spermophilus_dauricus ENSSDAG00000010185
tupaia_belangeri ENSTBEG00000009144
propithecus_coquereli ENSPCOG00000015990
choloepus_hoffmanni ENSCHOG00000001459
choloepus_hoffmanni ENSCHOG00000010782
dasypus_novemcinctus ENSDNOG00000019671
