mastacembelus_armatus ENSMAMG00000011166
monopterus_albus ENSMALG00000012901
anabas_testudineus ENSATEG00000023344
astatotilapia_calliptera ENSACLG00000006999
maylandia_zebra ENSMZEG00005018756
pundamilia_nyererei ENSPNYG00000003517
haplochromis_burtoni ENSHBUG00000015373
neolamprologus_brichardi ENSNBRG00000011355
oreochromis_niloticus ENSONIG00000006377
amphilophus_citrinellus ENSACIG00000001403
seriola_dumerili ENSSDUG00000007654
seriola_lalandi_dorsalis ENSSLDG00000020643
amphiprion_ocellaris ENSAOCG00000001600
amphiprion_percula ENSAPEG00000010525
acanthochromis_polyacanthus ENSAPOG00000008139
stegastes_partitus ENSSPAG00000006383
takifugu_rubripes ENSTRUG00000011595
takifugu_rubripes ENSTRUG00000013226
tetraodon_nigroviridis ENSTNIG00000013652
gasterosteus_aculeatus ENSGACG00000004999
labrus_bergylta ENSLBEG00000010948
poecilia_mexicana ENSPMEG00000023804
poecilia_latipinna ENSPLAG00000010162
poecilia_formosa ENSPFOG00000009267
poecilia_reticulata ENSPREG00000001326
gambusia_affinis ENSGAFG00000018533
kryptolebias_marmoratus ENSKMAG00000018193
oryzias_melastigma ENSOMEG00000001164
periophthalmus_magnuspinnatus ENSPMGG00000014337
hippocampus_comes ENSHCOG00000012756
scophthalmus_maximus ENSSMAG00000005625
esox_lucius ENSELUG00000021127
pygocentrus_nattereri ENSPNAG00000004076
astyanax_mexicanus ENSAMXG00000030721
ictalurus_punctatus ENSIPUG00000001906
danio_rerio ENSDARG00000014488
