scleropages_formosus ENSSFOG00015023154
paramormyrops_kingsleyae ENSPKIG00000010787
maylandia_zebra ENSMZEG00005000587
cynoglossus_semilaevis ENSCSEG00000020622
gambusia_affinis ENSGAFG00000005416
kryptolebias_marmoratus ENSKMAG00000006431
amphiprion_percula ENSAPEG00000019353
mola_mola ENSMMOG00000020221
hippocampus_comes ENSHCOG00000006892
anabas_testudineus ENSATEG00000020200
seriola_dumerili ENSSDUG00000023144
seriola_lalandi_dorsalis ENSSLDG00000005775
scophthalmus_maximus ENSSMAG00000002099
stegastes_partitus ENSSPAG00000019933
mastacembelus_armatus ENSMAMG00000020202
astyanax_mexicanus ENSAMXG00000038053
chelonoidis_abingdonii ENSCABG00000018771
