chinchilla_lanigera ENSCLAG00000012886
octodon_degus ENSODEG00000012755
cavia_porcellus ENSCPOG00000033163
cavia_aperea ENSCAPG00000006627
heterocephalus_glaber_male ENSHGLG00100008034
heterocephalus_glaber_female ENSHGLG00000001578
fukomys_damarensis ENSFDAG00000021532
spermophilus_dauricus ENSSDAG00000016154
ictidomys_tridecemlineatus ENSSTOG00000008584
marmota_marmota_marmota ENSMMMG00000002377
castor_canadensis ENSCCNG00000022634
dipodomys_ordii ENSDORG00000015114
cricetulus_griseus_crigri-picr ENSCGRG00015000664
cricetulus_griseus_chok1gshd ENSCGRG00001015501
mesocricetus_auratus ENSMAUG00000011335
peromyscus_maniculatus_bairdii ENSPEMG00000020327
microtus_ochrogaster ENSMOCG00000006156
mus_spicilegus ENSMSIG00000018686
mus_musculus ENSMUSG00000043613
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031752
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032872
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032875
mus_pahari MGP_PahariEiJ_G0014632
rattus_norvegicus ENSRNOG00000032626
nannospalax_galili ENSNGAG00000008287
oryctolagus_cuniculus ENSOCUG00000029337
ochotona_princeps ENSOPRG00000002101
ailuropoda_melanoleuca ENSAMEG00000007873
pan_troglodytes ENSPTRG00000004220
pan_paniscus ENSPPAG00000036174
gorilla_gorilla ENSGGOG00000010315
homo_sapiens ENSG00000149968
pongo_abelii ENSPPYG00000003814
nomascus_leucogenys ENSNLEG00000007178
theropithecus_gelada ENSTGEG00000013432
papio_anubis ENSPANG00000014348
cercocebus_atys ENSCATG00000040255
mandrillus_leucophaeus ENSMLEG00000043132
macaca_mulatta ENSMMUG00000004249
macaca_nemestrina ENSMNEG00000043414
macaca_fascicularis ENSMFAG00000037925
chlorocebus_sabaeus ENSCSAG00000003190
piliocolobus_tephrosceles ENSPTEG00000032040
colobus_angolensis_palliatus ENSCANG00000027510
rhinopithecus_bieti ENSRBIG00000018235
rhinopithecus_roxellana ENSRROG00000043417
saimiri_boliviensis_boliviensis ENSSBOG00000033146
cebus_capucinus ENSCCAG00000029156
callithrix_jacchus ENSCJAG00000038052
aotus_nancymaae ENSANAG00000029899
carlito_syrichta ENSTSYG00000007289
propithecus_coquereli ENSPCOG00000023323
microcebus_murinus ENSMICG00000006301
prolemur_simus ENSPSMG00000009315
otolemur_garnettii ENSOGAG00000010220
tupaia_belangeri ENSTBEG00000017424
sus_scrofa ENSSSCG00000014985
vicugna_pacos ENSVPAG00000003073
ovis_aries ENSOARG00000005084
capra_hircus ENSCHIG00000022679
bos_taurus ENSBTAG00000037768
bos_mutus ENSBMUG00000025047
bison_bison_bison ENSBBBG00000008782
tursiops_truncatus ENSTTRG00000002168
equus_caballus ENSECAG00000000750
equus_asinus_asinus ENSEASG00005011047
pteropus_vampyrus ENSPVAG00000014175
myotis_lucifugus ENSMLUG00000000984
mustela_putorius_furo ENSMPUG00000006878
neovison_vison ENSNVIG00000021891
neovison_vison ENSNVIG00000021908
mustela_putorius_furo ENSMPUG00000006864
ailuropoda_melanoleuca ENSAMEG00000010203
ursus_maritimus ENSUMAG00000009143
ursus_americanus ENSUAMG00000017420
ursus_maritimus ENSUMAG00000009160
ailuropoda_melanoleuca ENSAMEG00000010164
canis_lupus_dingo ENSCAFG00020009376
canis_lupus_familiaris ENSCAFG00000015063
canis_lupus_familiaris ENSCAFG00000030394
vulpes_vulpes ENSVVUG00000011962
panthera_pardus ENSPPRG00000012357
panthera_tigris_altaica ENSPTIG00000008284
felis_catus ENSFCAG00000015792
panthera_pardus ENSPPRG00000012489
erinaceus_europaeus ENSEEUG00000013548
castor_canadensis ENSCCNG00000022706
dipodomys_ordii ENSDORG00000015107
mus_musculus ENSMUSG00000047562
mus_spicilegus ENSMSIG00000018646
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031755
mus_pahari MGP_PahariEiJ_G0014633
rattus_norvegicus ENSRNOG00000032832
meriones_unguiculatus ENSMUGG00000010494
peromyscus_maniculatus_bairdii ENSPEMG00000021262
cricetulus_griseus_crigri ENSCGRG00000008222
ictidomys_tridecemlineatus ENSSTOG00000008555
spermophilus_dauricus ENSSDAG00000016269
spermophilus_dauricus ENSSDAG00000016295
urocitellus_parryii ENSUPAG00010019608
marmota_marmota_marmota ENSMMMG00000002452
ochotona_princeps ENSOPRG00000002012
meriones_unguiculatus ENSMUGG00000011424
mesocricetus_auratus ENSMAUG00000016756
choloepus_hoffmanni ENSCHOG00000008845
choloepus_hoffmanni ENSCHOG00000011748
dasypus_novemcinctus ENSDNOG00000001886
loxodonta_africana ENSLAFG00000010058
procavia_capensis ENSPCAG00000004163
echinops_telfairi ENSETEG00000016825
sorex_araneus ENSSARG00000012798
notamacropus_eugenii ENSMEUG00000006814
phascolarctos_cinereus ENSPCIG00000000208
sarcophilus_harrisii ENSSHAG00000014413
monodelphis_domestica ENSMODG00000000734
