manacus_vitellinus ENSMVIG00005014583
lepidothrix_coronata ENSLCOG00000008336
ficedula_albicollis ENSFALG00000005915
taeniopygia_guttata ENSTGUG00000017232
taeniopygia_guttata ENSTGUG00000012119
serinus_canaria ENSSCAG00000006053
junco_hyemalis ENSJHYG00000002801
zonotrichia_albicollis ENSZALG00000012138
cyanistes_caeruleus ENSCCEG00000002832
melopsittacus_undulatus ENSMUNG00000004623
calidris_pugnax ENSCPUG00000006970
calidris_pygmaea ENSCPGG00000006827
anser_brachyrhynchus ENSABRG00000008475
pelodiscus_sinensis ENSPSIG00000000031
