amphiprion_ocellaris ENSAOCG00000009915
amphiprion_percula ENSAPEG00000006750
acanthochromis_polyacanthus ENSAPOG00000014335
stegastes_partitus ENSSPAG00000016262
maylandia_zebra ENSMZEG00005006499
astatotilapia_calliptera ENSACLG00000023004
pundamilia_nyererei ENSPNYG00000016713
haplochromis_burtoni ENSHBUG00000005785
neolamprologus_brichardi ENSNBRG00000010717
amphilophus_citrinellus ENSACIG00000014555
poecilia_formosa ENSPFOG00000022513
poecilia_formosa ENSPFOG00000024365
poecilia_mexicana ENSPMEG00000013445
poecilia_latipinna ENSPLAG00000023790
poecilia_reticulata ENSPREG00000008855
gambusia_affinis ENSGAFG00000001947
xiphophorus_maculatus ENSXMAG00000020927
fundulus_heteroclitus ENSFHEG00000002008
cyprinodon_variegatus ENSCVAG00000017460
kryptolebias_marmoratus ENSKMAG00000003113
labrus_bergylta ENSLBEG00000018346
mola_mola ENSMMOG00000000347
gasterosteus_aculeatus ENSGACG00000012649
seriola_dumerili ENSSDUG00000005495
scophthalmus_maximus ENSSMAG00000010955
danio_rerio ENSDARG00000094273
