chrysemys_picta_bellii ENSCPBG00000025450
chelonoidis_abingdonii ENSCABG00000016817
crocodylus_porosus ENSCPRG00005013654
apteryx_owenii ENSAOWG00000002309
apteryx_rowi ENSARWG00000013276
apteryx_haastii ENSAHAG00000011560
dromaius_novaehollandiae ENSDNVG00000004559
serinus_canaria ENSSCAG00000011087
lonchura_striata_domestica ENSLSDG00000012529
parus_major ENSPMJG00000001210
lepidothrix_coronata ENSLCOG00000007707
manacus_vitellinus ENSMVIG00005012925
anas_platyrhynchos_platyrhynchos ENSAPLG00000019550
anser_brachyrhynchus ENSABRG00000008969
numida_meleagris ENSNMEG00000003587
gallus_gallus ENSGALG00000054721
coturnix_japonica ENSCJPG00005014064
melopsittacus_undulatus ENSMUNG00000010859
crocodylus_porosus ENSCPRG00005013656
chelonoidis_abingdonii ENSCABG00000016818
oryzias_melastigma ENSOMEG00000005518
anabas_testudineus ENSATEG00000019296
astyanax_mexicanus ENSAMXG00000035679
