anas_platyrhynchos_platyrhynchos ENSAPLG00000006285
anser_brachyrhynchus ENSABRG00000015779
ficedula_albicollis ENSFALG00000001244
lonchura_striata_domestica ENSLSDG00000014506
junco_hyemalis ENSJHYG00000005138
cyanistes_caeruleus ENSCCEG00000014037
manacus_vitellinus ENSMVIG00005002008
melopsittacus_undulatus ENSMUNG00000010427
calidris_pugnax ENSCPUG00000002507
calidris_pugnax ENSCPUG00000002508
calidris_pygmaea ENSCPGG00000001115
apteryx_owenii ENSAOWG00000013353
apteryx_rowi ENSARWG00000007428
apteryx_haastii ENSAHAG00000016021
nothoprocta_perdicaria ENSNPEG00000003753
anabas_testudineus ENSATEG00000005139
mastacembelus_armatus ENSMAMG00000002209
seriola_dumerili ENSSDUG00000011564
seriola_lalandi_dorsalis ENSSLDG00000001648
acanthochromis_polyacanthus ENSAPOG00000001092
amphiprion_ocellaris ENSAOCG00000017975
stegastes_partitus ENSSPAG00000011315
astatotilapia_calliptera ENSACLG00000023065
maylandia_zebra ENSMZEG00005005403
haplochromis_burtoni ENSHBUG00000005924
oreochromis_niloticus ENSONIG00000019597
kryptolebias_marmoratus ENSKMAG00000000189
fundulus_heteroclitus ENSFHEG00000018330
oryzias_latipes ENSORLG00020010282
oryzias_latipes ENSORLG00000020755
oryzias_melastigma ENSOMEG00000016576
labrus_bergylta ENSLBEG00000023210
hippocampus_comes ENSHCOG00000018870
periophthalmus_magnuspinnatus ENSPMGG00000021529
esox_lucius ENSELUG00000022498
astyanax_mexicanus ENSAMXG00000034224
pygocentrus_nattereri ENSPNAG00000025708
ictalurus_punctatus ENSIPUG00000004625
danio_rerio ENSDARG00000078835
caenorhabditis_elegans_strain_n2 WBGene00019838
