pan_troglodytes ENSPTRG00000012362
pan_paniscus ENSPPAG00000028071
gorilla_gorilla ENSGGOG00000009004
homo_sapiens ENSG00000144161
pongo_abelii ENSPPYG00000012165
nomascus_leucogenys ENSNLEG00000001619
macaca_fascicularis ENSMFAG00000031522
macaca_nemestrina ENSMNEG00000034502
theropithecus_gelada ENSTGEG00000000338
papio_anubis ENSPANG00000016995
macaca_mulatta ENSMMUG00000044163
mandrillus_leucophaeus ENSMLEG00000029980
cercocebus_atys ENSCATG00000031295
chlorocebus_sabaeus ENSCSAG00000016801
rhinopithecus_roxellana ENSRROG00000039459
rhinopithecus_bieti ENSRBIG00000027345
piliocolobus_tephrosceles ENSPTEG00000029585
colobus_angolensis_palliatus ENSCANG00000014691
cebus_capucinus ENSCCAG00000019771
saimiri_boliviensis_boliviensis ENSSBOG00000028167
cebus_capucinus ENSCCAG00000034286
callithrix_jacchus ENSCJAG00000040629
aotus_nancymaae ENSANAG00000022151
carlito_syrichta ENSTSYG00000006668
propithecus_coquereli ENSPCOG00000021690
microcebus_murinus ENSMICG00000045551
prolemur_simus ENSPSMG00000016584
otolemur_garnettii ENSOGAG00000002554
spermophilus_dauricus ENSSDAG00000017145
marmota_marmota_marmota ENSMMMG00000002290
urocitellus_parryii ENSUPAG00010009660
ictidomys_tridecemlineatus ENSSTOG00000006347
heterocephalus_glaber_male ENSHGLG00100017277
heterocephalus_glaber_female ENSHGLG00000008367
fukomys_damarensis ENSFDAG00000001021
cavia_porcellus ENSCPOG00000008258
cavia_aperea ENSCAPG00000004783
octodon_degus ENSODEG00000006594
chinchilla_lanigera ENSCLAG00000006848
castor_canadensis ENSCCNG00000023152
dipodomys_ordii ENSDORG00000029341
mus_musculus ENSMUSG00000027387
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025196
mus_spicilegus ENSMSIG00000018026
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024276
mus_pahari MGP_PahariEiJ_G0025721
rattus_norvegicus ENSRNOG00000017647
meriones_unguiculatus ENSMUGG00000022081
peromyscus_maniculatus_bairdii ENSPEMG00000011068
microtus_ochrogaster ENSMOCG00000015035
cricetulus_griseus_crigri ENSCGRG00000016191
cricetulus_griseus_chok1gshd ENSCGRG00001018353
cricetulus_griseus_crigri-picr ENSCGRG00015014481
mesocricetus_auratus ENSMAUG00000012509
nannospalax_galili ENSNGAG00000010427
jaculus_jaculus ENSJJAG00000002355
oryctolagus_cuniculus ENSOCUG00000011253
ochotona_princeps ENSOPRG00000011183
tupaia_belangeri ENSTBEG00000015547
tursiops_truncatus ENSTTRG00000013153
sus_scrofa ENSSSCG00000008099
ovis_aries ENSOARG00000014475
capra_hircus ENSCHIG00000012152
bos_taurus ENSBTAG00000015965
bos_mutus ENSBMUG00000024433
bison_bison_bison ENSBBBG00000010657
vicugna_pacos ENSVPAG00000005911
myotis_lucifugus ENSMLUG00000004890
pteropus_vampyrus ENSPVAG00000003510
erinaceus_europaeus ENSEEUG00000006984
sorex_araneus ENSSARG00000012883
ursus_maritimus ENSUMAG00000008665
ursus_americanus ENSUAMG00000002411
ailuropoda_melanoleuca ENSAMEG00000016207
canis_lupus_familiaris ENSCAFG00000007155
canis_lupus_dingo ENSCAFG00020017540
vulpes_vulpes ENSVVUG00000028659
neovison_vison ENSNVIG00000017041
mustela_putorius_furo ENSMPUG00000009562
panthera_tigris_altaica ENSPTIG00000016697
panthera_pardus ENSPPRG00000005648
felis_catus ENSFCAG00000008088
equus_asinus_asinus ENSEASG00005006490
equus_caballus ENSECAG00000022765
echinops_telfairi ENSETEG00000016560
procavia_capensis ENSPCAG00000015426
loxodonta_africana ENSLAFG00000004675
choloepus_hoffmanni ENSCHOG00000010391
