lepidothrix_coronata ENSLCOG00000009667
manacus_vitellinus ENSMVIG00005008669
lonchura_striata ENSLSDG00000000436
taeniopygia_guttata ENSTGUG00000001213
zonotrichia_albicollis ENSZALG00000016005
junco_hyemalis ENSJHYG00000014048
serinus_canaria ENSSCAG00000006841
parus_major ENSPMJG00000000739
cyanistes_caeruleus ENSCCEG00000016811
ficedula_albicollis ENSFALG00000000522
gallus_gallus ENSGALG00000003936
coturnix_japonica ENSCJPG00005005071
meleagris_gallopavo ENSMGAG00000005521
numida_meleagris ENSNMEG00000011832
anser_brachyrhynchus ENSABRG00000012542
anas_platyrhynchos ENSAPLG00000012514
calidris_pygmaea ENSCPGG00000009872
calidris_pugnax ENSCPUG00000018661
melopsittacus_undulatus ENSMUNG00000002223
apteryx_rowi ENSARWG00000011120
apteryx_haastii ENSAHAG00000010044
apteryx_owenii ENSAOWG00000010688
dromaius_novaehollandiae ENSDNVG00000008728
nothoprocta_perdicaria ENSNPEG00000011250
sphenodon_punctatus ENSSPUG00000003591
gopherus_agassizii ENSGAGG00000000601
chelonoidis_abingdonii ENSCABG00000002026
chrysemys_picta ENSCPBG00000000782
pelodiscus_sinensis ENSPSIG00000015176
crocodylus_porosus ENSCPRG00005016429
sphenodon_punctatus ENSSPUG00000003612
pogona_vitticeps ENSPVIG00000020282
anolis_carolinensis ENSACAG00000005000
notechis_scutatus ENSNSUG00000019801
salvator_merianae ENSSMRG00000000489
oryctolagus_cuniculus ENSOCUG00000012796
ochotona_princeps ENSOPRG00000007275
tupaia_belangeri ENSTBEG00000005886
prolemur_simus ENSPSMG00000002807
microcebus_murinus ENSMICG00000000250
microcebus_murinus ENSMICG00000009425
propithecus_coquereli ENSPCOG00000010059
prolemur_simus ENSPSMG00000001279
otolemur_garnettii ENSOGAG00000005495
pan_troglodytes ENSPTRG00000000584
pan_paniscus ENSPPAG00000040559
gorilla_gorilla ENSGGOG00000025819
homo_sapiens ENSG00000131238
pongo_abelii ENSPPYG00000001495
nomascus_leucogenys ENSNLEG00000012121
rhinopithecus_bieti ENSRBIG00000035690
rhinopithecus_roxellana ENSRROG00000019913
piliocolobus_tephrosceles ENSPTEG00000029528
colobus_angolensis ENSCANG00000030078
macaca_nemestrina ENSMNEG00000036176
macaca_mulatta ENSMMUG00000009189
macaca_fascicularis ENSMFAG00000029038
mandrillus_leucophaeus ENSMLEG00000039392
mandrillus_leucophaeus ENSMLEG00000043746
papio_anubis ENSPANG00000017273
cercocebus_atys ENSCATG00000035844
theropithecus_gelada ENSTGEG00000023845
chlorocebus_sabaeus ENSCSAG00000001141
cebus_capucinus ENSCCAG00000036658
callithrix_jacchus ENSCJAG00000002798
saimiri_boliviensis ENSSBOG00000031697
aotus_nancymaae ENSANAG00000026377
carlito_syrichta ENSTSYG00000010709
mus_spretus MGP_SPRETEiJ_G0027404
