pygocentrus_nattereri ENSPNAG00000006199
astyanax_mexicanus ENSAMXG00000030677
ictalurus_punctatus ENSIPUG00000016975
esox_lucius ENSELUG00000019713
scleropages_formosus ENSSFOG00015013729
gadus_morhua ENSGMOG00000005767
danio_rerio ENSDARG00000095157
paramormyrops_kingsleyae ENSPKIG00000015581
mola_mola ENSMMOG00000011726
periophthalmus_magnuspinnatus ENSPMGG00000023104
cynoglossus_semilaevis ENSCSEG00000009295
anabas_testudineus ENSATEG00000021621
monopterus_albus ENSMALG00000000430
acanthochromis_polyacanthus ENSAPOG00000003265
amphiprion_ocellaris ENSAOCG00000003166
stegastes_partitus ENSSPAG00000006497
oryzias_latipes_asm223469v1 ENSORLG00015004798
oryzias_latipes ENSORLG00020001493
oryzias_latipes ENSORLG00000022220
oryzias_melastigma ENSOMEG00000002070
astatotilapia_calliptera ENSACLG00000005994
maylandia_zebra ENSMZEG00005004470
pundamilia_nyererei ENSPNYG00000020902
haplochromis_burtoni ENSHBUG00000006478
neolamprologus_brichardi ENSNBRG00000012082
oreochromis_niloticus ENSONIG00000009675
amphilophus_citrinellus ENSACIG00000018081
seriola_lalandi_dorsalis ENSSLDG00000001415
seriola_dumerili ENSSDUG00000023222
scophthalmus_maximus ENSSMAG00000005440
mastacembelus_armatus ENSMAMG00000008883
tetraodon_nigroviridis ENSTNIG00000000827
takifugu_rubripes ENSTRUG00000020234
gasterosteus_aculeatus ENSGACG00000006522
labrus_bergylta ENSLBEG00000001812
xiphophorus_couchianus ENSXCOG00000011913
xiphophorus_maculatus ENSXMAG00000024093
gambusia_affinis ENSGAFG00000007950
poecilia_latipinna ENSPLAG00000012335
poecilia_mexicana ENSPMEG00000018244
poecilia_formosa ENSPFOG00000008942
poecilia_reticulata ENSPREG00000022069
fundulus_heteroclitus ENSFHEG00000008535
cyprinodon_variegatus ENSCVAG00000000951
kryptolebias_marmoratus ENSKMAG00000019181
hippocampus_comes ENSHCOG00000015847
lepisosteus_oculatus ENSLOCG00000016876
pogona_vitticeps ENSPVIG00000003072
anolis_carolinensis ENSACAG00000009053
notechis_scutatus ENSNSUG00000007531
salvator_merianae ENSSMRG00000011267
sphenodon_punctatus ENSSPUG00000007094
lonchura_striata_domestica ENSLSDG00000012937
taeniopygia_guttata ENSTGUG00000012888
serinus_canaria ENSSCAG00000011385
zonotrichia_albicollis ENSZALG00000005930
junco_hyemalis ENSJHYG00000014447
manacus_vitellinus ENSMVIG00005005248
lepidothrix_coronata ENSLCOG00000000609
