apteryx_rowi ENSARWG00000018068
apteryx_owenii ENSAOWG00000018337
calidris_pygmaea ENSCPGG00000006523
chelonoidis_abingdonii ENSCABG00000009098
salvator_merianae ENSSMRG00000007735
sorex_araneus ENSSARG00000003169
erinaceus_europaeus ENSEEUG00000015053
tursiops_truncatus ENSTTRG00000006627
vicugna_pacos ENSVPAG00000005947
pteropus_vampyrus ENSPVAG00000013854
canis_lupus ENSCAFG00020006390
ursus_maritimus ENSUMAG00000005517
equus_asinus ENSEASG00005019503
tupaia_belangeri ENSTBEG00000007977
procavia_capensis ENSPCAG00000004360
echinops_telfairi ENSETEG00000008316
choloepus_hoffmanni ENSCHOG00000009868
notamacropus_eugenii ENSMEUG00000014671
maylandia_zebra ENSMZEG00005013888
amphilophus_citrinellus ENSACIG00000006750
amphiprion_ocellaris ENSAOCG00000003471
amphiprion_percula ENSAPEG00000017456
poecilia_reticulata ENSPREG00000005096
cyprinodon_variegatus ENSCVAG00000006731
oryzias_latipes ENSORLG00020008771
gouania_willdenowi ENSGWIG00000026717
mastacembelus_armatus ENSMAMG00000011359
hippocampus_comes ENSHCOG00000019467
takifugu_rubripes ENSTRUG00000004349
hucho_hucho ENSHHUG00000038147
pygocentrus_nattereri ENSPNAG00000026743
astyanax_mexicanus ENSAMXG00000007786
ictalurus_punctatus ENSIPUG00000017995
danio_rerio ENSDARG00000077072
callorhinchus_milii ENSCMIG00000016978
