loxodonta_africana ENSLAFG00000015729
procavia_capensis ENSPCAG00000015646
echinops_telfairi ENSETEG00000001810
choloepus_hoffmanni ENSCHOG00000009311
dasypus_novemcinctus ENSDNOG00000042857
cricetulus_griseus_crigri-picr ENSCGRG00015020638
cricetulus_griseus_chok1gshd ENSCGRG00001016193
cricetulus_griseus_crigri ENSCGRG00000002068
peromyscus_maniculatus_bairdii ENSPEMG00000019305
microtus_ochrogaster ENSMOCG00000004723
mus_spicilegus ENSMSIG00000005720
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023818
mus_musculus ENSMUSG00000033610
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022899
mus_pahari MGP_PahariEiJ_G0014394
rattus_norvegicus ENSRNOG00000018944
meriones_unguiculatus ENSMUGG00000015030
nannospalax_galili ENSNGAG00000003177
jaculus_jaculus ENSJJAG00000023788
dipodomys_ordii ENSDORG00000001287
heterocephalus_glaber_male ENSHGLG00100005339
heterocephalus_glaber_female ENSHGLG00000010521
fukomys_damarensis ENSFDAG00000006473
chinchilla_lanigera ENSCLAG00000009547
octodon_degus ENSODEG00000006515
cavia_porcellus ENSCPOG00000010351
cavia_aperea ENSCAPG00000016100
castor_canadensis ENSCCNG00000006455
spermophilus_dauricus ENSSDAG00000013143
marmota_marmota_marmota ENSMMMG00000012185
urocitellus_parryii ENSUPAG00010013871
ictidomys_tridecemlineatus ENSSTOG00000022951
oryctolagus_cuniculus ENSOCUG00000002780
ochotona_princeps ENSOPRG00000003781
tupaia_belangeri ENSTBEG00000004765
propithecus_coquereli ENSPCOG00000025267
microcebus_murinus ENSMICG00000016832
prolemur_simus ENSPSMG00000002369
otolemur_garnettii ENSOGAG00000015716
otolemur_garnettii ENSOGAG00000026617
carlito_syrichta ENSTSYG00000013457
cebus_capucinus ENSCCAG00000023907
callithrix_jacchus ENSCJAG00000011177
saimiri_boliviensis_boliviensis ENSSBOG00000020171
aotus_nancymaae ENSANAG00000027836
pan_paniscus ENSPPAG00000041708
pan_troglodytes ENSPTRG00000002738
homo_sapiens ENSG00000152782
gorilla_gorilla ENSGGOG00000001160
pongo_abelii ENSPPYG00000002469
nomascus_leucogenys ENSNLEG00000012314
piliocolobus_tephrosceles ENSPTEG00000036945
colobus_angolensis_palliatus ENSCANG00000042793
rhinopithecus_bieti ENSRBIG00000038690
rhinopithecus_roxellana ENSRROG00000028254
macaca_nemestrina ENSMNEG00000005927
macaca_mulatta ENSMMUG00000010780
macaca_fascicularis ENSMFAG00000032016
chlorocebus_sabaeus ENSCSAG00000006763
mandrillus_leucophaeus ENSMLEG00000038680
theropithecus_gelada ENSTGEG00000007609
papio_anubis ENSPANG00000021705
cercocebus_atys ENSCATG00000037209
pteropus_vampyrus ENSPVAG00000003649
myotis_lucifugus ENSMLUG00000002554
capra_hircus ENSCHIG00000017163
ovis_aries ENSOARG00000015307
bos_taurus ENSBTAG00000010442
bos_mutus ENSBMUG00000021708
bison_bison_bison ENSBBBG00000002351
tursiops_truncatus ENSTTRG00000000046
sus_scrofa ENSSSCG00000010456
sorex_araneus ENSSARG00000006479
erinaceus_europaeus ENSEEUG00000012359
equus_caballus ENSECAG00000008032
equus_asinus_asinus ENSEASG00005011025
mustela_putorius_furo ENSMPUG00000017268
neovison_vison ENSNVIG00000020209
ursus_maritimus ENSUMAG00000000298
ursus_americanus ENSUAMG00000002303
ailuropoda_melanoleuca ENSAMEG00000016804
canis_lupus_familiaris ENSCAFG00000007165
canis_lupus_dingo ENSCAFG00020025289
canis_lupus_familiaris ENSCAFG00000032341
canis_lupus_dingo ENSCAFG00020008379
vulpes_vulpes ENSVVUG00000021332
panthera_pardus ENSPPRG00000000506
panthera_tigris_altaica ENSPTIG00000010408
felis_catus ENSFCAG00000015455
microtus_ochrogaster ENSMOCG00000020477
rattus_norvegicus ENSRNOG00000053699
phascolarctos_cinereus ENSPCIG00000034252
ornithorhynchus_anatinus ENSOANG00000030273
mesocricetus_auratus ENSMAUG00000004211
phascolarctos_cinereus ENSPCIG00000002392
notamacropus_eugenii ENSMEUG00000014668
sarcophilus_harrisii ENSSHAG00000014245
monodelphis_domestica ENSMODG00000007301
ornithorhynchus_anatinus ENSOANG00000000745
manacus_vitellinus ENSMVIG00005017281
lepidothrix_coronata ENSLCOG00000006638
parus_major ENSPMJG00000016062
cyanistes_caeruleus ENSCCEG00000017476
ficedula_albicollis ENSFALG00000007693
taeniopygia_guttata ENSTGUG00000008362
taeniopygia_guttata ENSTGUG00000015433
lonchura_striata_domestica ENSLSDG00000016765
serinus_canaria ENSSCAG00000017068
junco_hyemalis ENSJHYG00000018135
zonotrichia_albicollis ENSZALG00000012868
melopsittacus_undulatus ENSMUNG00000006200
calidris_pygmaea ENSCPGG00000017894
calidris_pugnax ENSCPUG00000007295
gallus_gallus ENSGALG00000006431
meleagris_gallopavo ENSMGAG00000008418
coturnix_japonica ENSCJPG00005018916
numida_meleagris ENSNMEG00000015859
anas_platyrhynchos_platyrhynchos ENSAPLG00000004016
anser_brachyrhynchus ENSABRG00000011957
apteryx_haastii ENSAHAG00000004342
apteryx_rowi ENSARWG00000013596
apteryx_owenii ENSAOWG00000006077
dromaius_novaehollandiae ENSDNVG00000006075
