pan_paniscus ENSPPAG00000033505
pan_troglodytes ENSPTRG00000045983
gorilla_gorilla ENSGGOG00000041148
mandrillus_leucophaeus ENSMLEG00000035973
papio_anubis ENSPANG00000034580
cercocebus_atys ENSCATG00000031835
macaca_mulatta ENSMMUG00000039132
macaca_nemestrina ENSMNEG00000038050
macaca_fascicularis ENSMFAG00000012042
rhinopithecus_roxellana ENSRROG00000044922
rhinopithecus_bieti ENSRBIG00000020546
aotus_nancymaae ENSANAG00000021129
equus_asinus_asinus ENSEASG00005001244
equus_caballus ENSECAG00000029457
