prolemur_simus ENSPSMG00000004115
propithecus_coquereli ENSPCOG00000020093
microcebus_murinus ENSMICG00000046282
rhinopithecus_bieti ENSRBIG00000036632
rhinopithecus_roxellana ENSRROG00000002699
piliocolobus_tephrosceles ENSPTEG00000031275
colobus_angolensis_palliatus ENSCANG00000038133
papio_anubis ENSPANG00000011606
theropithecus_gelada ENSTGEG00000017080
macaca_nemestrina ENSMNEG00000039554
macaca_fascicularis ENSMFAG00000046289
mandrillus_leucophaeus ENSMLEG00000027711
cercocebus_atys ENSCATG00000036938
macaca_mulatta ENSMMUG00000003647
chlorocebus_sabaeus ENSCSAG00000014502
homo_sapiens ENSG00000170498
gorilla_gorilla ENSGGOG00000002282
pan_paniscus ENSPPAG00000036121
pan_troglodytes ENSPTRG00000001884
pongo_abelii ENSPPYG00000000321
nomascus_leucogenys ENSNLEG00000014233
saimiri_boliviensis_boliviensis ENSSBOG00000021404
callithrix_jacchus ENSCJAG00000016902
aotus_nancymaae ENSANAG00000037472
cavia_porcellus ENSCPOG00000032840
octodon_degus ENSODEG00000015011
chinchilla_lanigera ENSCLAG00000017136
heterocephalus_glaber_female ENSHGLG00000007157
mus_musculus ENSMUSG00000115958
mus_musculus ENSMUSG00000116158
mus_spicilegus ENSMSIG00000022394
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015406
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014598
mus_pahari MGP_PahariEiJ_G0027833
rattus_norvegicus ENSRNOG00000047481
meriones_unguiculatus ENSMUGG00000003650
cricetulus_griseus_crigri ENSCGRG00000001118
cricetulus_griseus_chok1gshd ENSCGRG00001011869
cricetulus_griseus_crigri-picr ENSCGRG00015001794
mesocricetus_auratus ENSMAUG00000013440
peromyscus_maniculatus_bairdii ENSPEMG00000027240
nannospalax_galili ENSNGAG00000022299
castor_canadensis ENSCCNG00000024163
dipodomys_ordii ENSDORG00000003414
urocitellus_parryii ENSUPAG00010007047
spermophilus_dauricus ENSSDAG00000000838
ictidomys_tridecemlineatus ENSSTOG00000034780
marmota_marmota_marmota ENSMMMG00000013819
ochotona_princeps ENSOPRG00000001350
bos_taurus ENSBTAG00000021200
bos_mutus ENSBMUG00000017740
capra_hircus ENSCHIG00000024611
ovis_aries ENSOARG00000002408
sus_scrofa ENSSSCG00000038350
tursiops_truncatus ENSTTRG00000008824
pteropus_vampyrus ENSPVAG00000013716
equus_caballus ENSECAG00000007327
ursus_americanus ENSUAMG00000024964
ailuropoda_melanoleuca ENSAMEG00000000977
neovison_vison ENSNVIG00000016553
canis_lupus_dingo ENSCAFG00020006699
felis_catus ENSFCAG00000014845
panthera_pardus ENSPPRG00000025000
dasypus_novemcinctus ENSDNOG00000015193
echinops_telfairi ENSETEG00000016801
sarcophilus_harrisii ENSSHAG00000000422
monodelphis_domestica ENSMODG00000025661
phascolarctos_cinereus ENSPCIG00000017412
notamacropus_eugenii ENSMEUG00000005561
ornithorhynchus_anatinus ENSOANG00000002734
chrysemys_picta_bellii ENSCPBG00000017393
gopherus_agassizii ENSGAGG00000014545
pelodiscus_sinensis ENSPSIG00000006887
xenopus_tropicalis ENSXETG00000031572
danio_rerio ENSDARG00000075829
