sorex_araneus ENSSARG00000012704
sus_scrofa ENSSSCG00000032572
cavia_aperea ENSCAPG00000007159
octodon_degus ENSODEG00000004332
castor_canadensis ENSCCNG00000005516
choloepus_hoffmanni ENSCHOG00000007495
phascolarctos_cinereus ENSPCIG00000007671
pelodiscus_sinensis ENSPSIG00000009034
chelonoidis_abingdonii ENSCABG00000003058
cyanistes_caeruleus ENSCCEG00000013063
cyanistes_caeruleus ENSCCEG00000007587
calidris_pugnax ENSCPUG00000003004
notechis_scutatus ENSNSUG00000000809
poecilia_mexicana ENSPMEG00000015946
eptatretus_burgeri ENSEBUG00000011974
