poecilia_formosa ENSPFOG00000005571
cyprinodon_variegatus ENSCVAG00000008807
oryzias_melastigma ENSOMEG00000009548
oryzias_latipes_asm223469v1 ENSORLG00015014461
gasterosteus_aculeatus ENSGACG00000011666
gadus_morhua ENSGMOG00000005928
astyanax_mexicanus ENSAMXG00000037484
ictalurus_punctatus ENSIPUG00000000044
astyanax_mexicanus ENSAMXG00000010045
pygocentrus_nattereri ENSPNAG00000016739
ictalurus_punctatus ENSIPUG00000007878
danio_rerio ENSDARG00000070972
scleropages_formosus ENSSFOG00015022224
paramormyrops_kingsleyae ENSPKIG00000011075
