cyanistes_caeruleus ENSCCEG00000010331
parus_major ENSPMJG00000004667
ficedula_albicollis ENSFALG00000010288
zonotrichia_albicollis ENSZALG00000012982
taeniopygia_guttata ENSTGUG00000003012
lonchura_striata_domestica ENSLSDG00000012168
manacus_vitellinus ENSMVIG00005006987
calidris_pygmaea ENSCPGG00000011697
calidris_pugnax ENSCPUG00000013795
anas_platyrhynchos_platyrhynchos ENSAPLG00000005922
anser_brachyrhynchus ENSABRG00000004843
meleagris_gallopavo ENSMGAG00000006791
coturnix_japonica ENSCJPG00005006608
numida_meleagris ENSNMEG00000006041
melopsittacus_undulatus ENSMUNG00000016058
gallus_gallus ENSGALG00000052028
anolis_carolinensis ENSACAG00000014646
xenopus_tropicalis ENSXETG00000023240
latimeria_chalumnae ENSLACG00000018418
petromyzon_marinus ENSPMAG00000007401
