pygocentrus_nattereri ENSPNAG00000008042
astyanax_mexicanus ENSAMXG00000029815
ictalurus_punctatus ENSIPUG00000023249
danio_rerio ENSDARG00000098129
takifugu_rubripes ENSTRUG00000022097
tetraodon_nigroviridis ENSTNIG00000012100
gasterosteus_aculeatus ENSGACG00000012457
amphiprion_ocellaris ENSAOCG00000009386
amphiprion_percula ENSAPEG00000004362
stegastes_partitus ENSSPAG00000019089
pundamilia_nyererei ENSPNYG00000012418
haplochromis_burtoni ENSHBUG00000010563
amphilophus_citrinellus ENSACIG00000005368
poecilia_formosa ENSPFOG00000005538
poecilia_mexicana ENSPMEG00000000636
poecilia_latipinna ENSPLAG00000002856
poecilia_reticulata ENSPREG00000006645
gambusia_affinis ENSGAFG00000009833
xiphophorus_maculatus ENSXMAG00000013297
xiphophorus_couchianus ENSXCOG00000007680
fundulus_heteroclitus ENSFHEG00000020985
kryptolebias_marmoratus ENSKMAG00000019615
oryzias_latipes_asm223469v1 ENSORLG00015003172
oryzias_melastigma ENSOMEG00000000544
seriola_dumerili ENSSDUG00000010946
seriola_lalandi_dorsalis ENSSLDG00000000534
mastacembelus_armatus ENSMAMG00000008484
gadus_morhua ENSGMOG00000019425
esox_lucius ENSELUG00000016713
lepisosteus_oculatus ENSLOCG00000004674
