capra_hircus ENSCHIG00000016448
ovis_aries ENSOARG00000012439
bos_mutus ENSBMUG00000020165
bos_taurus ENSBTAG00000034402
tursiops_truncatus ENSTTRG00000003589
sus_scrofa ENSSSCG00000012138
vicugna_pacos ENSVPAG00000010187
equus_asinus_asinus ENSEASG00005000620
equus_caballus ENSECAG00000000430
pteropus_vampyrus ENSPVAG00000010212
myotis_lucifugus ENSMLUG00000017702
ursus_americanus ENSUAMG00000009886
ursus_maritimus ENSUMAG00000006011
ailuropoda_melanoleuca ENSAMEG00000015921
neovison_vison ENSNVIG00000020422
mustela_putorius_furo ENSMPUG00000002658
canis_lupus_dingo ENSCAFG00020003656
canis_lupus_familiaris ENSCAFG00000012112
vulpes_vulpes ENSVVUG00000009618
panthera_pardus ENSPPRG00000018844
panthera_tigris_altaica ENSPTIG00000016450
felis_catus ENSFCAG00000009320
mus_spicilegus ENSMSIG00000009191
mus_musculus ENSMUSG00000015405
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034729
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033558
mus_pahari MGP_PahariEiJ_G0032098
rattus_norvegicus ENSRNOG00000031665
meriones_unguiculatus ENSMUGG00000010599
meriones_unguiculatus ENSMUGG00000019121
peromyscus_maniculatus_bairdii ENSPEMG00000016498
microtus_ochrogaster ENSMOCG00000012386
cricetulus_griseus_crigri ENSCGRG00000017881
cricetulus_griseus_crigri-picr ENSCGRG00015015719
cricetulus_griseus_chok1gshd ENSCGRG00001000072
mesocricetus_auratus ENSMAUG00000015506
nannospalax_galili ENSNGAG00000017294
jaculus_jaculus ENSJJAG00000000162
dipodomys_ordii ENSDORG00000013589
marmota_marmota_marmota ENSMMMG00000004967
spermophilus_dauricus ENSSDAG00000009503
ictidomys_tridecemlineatus ENSSTOG00000006588
urocitellus_parryii ENSUPAG00010013157
chinchilla_lanigera ENSCLAG00000001034
octodon_degus ENSODEG00000004540
cavia_porcellus ENSCPOG00000015040
heterocephalus_glaber_female ENSHGLG00000000490
heterocephalus_glaber_male ENSHGLG00100006544
fukomys_damarensis ENSFDAG00000007922
oryctolagus_cuniculus ENSOCUG00000017782
ochotona_princeps ENSOPRG00000008770
tupaia_belangeri ENSTBEG00000000285
pan_troglodytes ENSPTRG00000021688
pan_paniscus ENSPPAG00000037947
homo_sapiens ENSG00000130234
gorilla_gorilla ENSGGOG00000007452
pongo_abelii ENSPPYG00000020146
nomascus_leucogenys ENSNLEG00000009423
piliocolobus_tephrosceles ENSPTEG00000003271
colobus_angolensis_palliatus ENSCANG00000036974
rhinopithecus_roxellana ENSRROG00000011925
rhinopithecus_bieti ENSRBIG00000035860
macaca_fascicularis ENSMFAG00000039194
macaca_mulatta ENSMMUG00000014048
