homo_sapiens ENSG00000229637
gorilla_gorilla ENSGGOG00000042122
pan_troglodytes ENSPTRG00000048455
nomascus_leucogenys ENSNLEG00000036120
macaca_fascicularis ENSMFAG00000032878
macaca_mulatta ENSMMUG00000042216
macaca_nemestrina ENSMNEG00000038796
rhinopithecus_bieti ENSRBIG00000032698
rhinopithecus_roxellana ENSRROG00000033208
colobus_angolensis ENSCANG00000037806
papio_anubis ENSPANG00000029687
saimiri_boliviensis ENSSBOG00000032603
cebus_capucinus ENSCCAG00000036164
aotus_nancymaae ENSANAG00000025557
