gopherus_agassizii ENSGAGG00000021757
chelonoidis_abingdonii ENSCABG00000016807
dromaius_novaehollandiae ENSDNVG00000011509
nothoprocta_perdicaria ENSNPEG00000011920
lonchura_striata_domestica ENSLSDG00000006312
zonotrichia_albicollis ENSZALG00000006655
calidris_pygmaea ENSCPGG00000018853
melopsittacus_undulatus ENSMUNG00000000696
numida_meleagris ENSNMEG00000011791
coturnix_japonica ENSCJPG00005013620
pelodiscus_sinensis ENSPSIG00000013913
loxodonta_africana ENSLAFG00000012632
dasypus_novemcinctus ENSDNOG00000005884
panthera_pardus ENSPPRG00000013030
panthera_tigris_altaica ENSPTIG00000000632
felis_catus ENSFCAG00000002806
ursus_americanus ENSUAMG00000020504
ailuropoda_melanoleuca ENSAMEG00000010331
ursus_maritimus ENSUMAG00000015052
neovison_vison ENSNVIG00000002120
mustela_putorius_furo ENSMPUG00000012997
canis_lupus_familiaris ENSCAFG00000001437
capra_hircus ENSCHIG00000012907
bos_mutus ENSBMUG00000003824
equus_asinus_asinus ENSEASG00005018802
chinchilla_lanigera ENSCLAG00000017167
heterocephalus_glaber_male ENSHGLG00100012851
cavia_aperea ENSCAPG00000013419
meriones_unguiculatus ENSMUGG00000005663
theropithecus_gelada ENSTGEG00000008282
bos_taurus ENSBTAG00000011161
sus_scrofa ENSSSCG00000000116
mus_spicilegus ENSMSIG00000022196
mus_musculus ENSMUSG00000033020
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020904
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020006
mus_pahari MGP_PahariEiJ_G0020008
rattus_norvegicus ENSRNOG00000011214
marmota_marmota_marmota ENSMMMG00000020243
cricetulus_griseus_crigri ENSCGRG00000011921
cricetulus_griseus_chok1gshd ENSCGRG00001023541
nannospalax_galili ENSNGAG00000020682
otolemur_garnettii ENSOGAG00000025463
cricetulus_griseus_crigri-picr ENSCGRG00015002551
peromyscus_maniculatus_bairdii ENSPEMG00000008322
meriones_unguiculatus ENSMUGG00000010926
jaculus_jaculus ENSJJAG00000008097
dipodomys_ordii ENSDORG00000024789
heterocephalus_glaber_female ENSHGLG00000018942
marmota_marmota_marmota ENSMMMG00000014663
propithecus_coquereli ENSPCOG00000025716
bison_bison_bison ENSBBBG00000005101
myotis_lucifugus ENSMLUG00000029612
microtus_ochrogaster ENSMOCG00000000237
mesocricetus_auratus ENSMAUG00000018586
castor_canadensis ENSCCNG00000000470
cavia_porcellus ENSCPOG00000034094
urocitellus_parryii ENSUPAG00010022368
ictidomys_tridecemlineatus ENSSTOG00000025722
spermophilus_dauricus ENSSDAG00000024383
fukomys_damarensis ENSFDAG00000009926
octodon_degus ENSODEG00000014123
chlorocebus_sabaeus ENSCSAG00000006862
pongo_abelii ENSPPYG00000011809
cebus_capucinus ENSCCAG00000036489
bos_taurus ENSBTAG00000004820
ovis_aries ENSOARG00000014692
erinaceus_europaeus ENSEEUG00000011014
myotis_lucifugus ENSMLUG00000014315
meleagris_gallopavo ENSMGAG00000012504
gallus_gallus ENSGALG00000012291
cyanistes_caeruleus ENSCCEG00000006343
notechis_scutatus ENSNSUG00000005132
sarcophilus_harrisii ENSSHAG00000008502
monodelphis_domestica ENSMODG00000019063
crocodylus_porosus ENSCPRG00005018998
anolis_carolinensis ENSACAG00000015288
pogona_vitticeps ENSPVIG00000024622
salvator_merianae ENSSMRG00000015691
sphenodon_punctatus ENSSPUG00000011343
serinus_canaria ENSSCAG00000004311
taeniopygia_guttata ENSTGUG00000010476
junco_hyemalis ENSJHYG00000005915
lepidothrix_coronata ENSLCOG00000000325
anser_brachyrhynchus ENSABRG00000002053
anas_platyrhynchos_platyrhynchos ENSAPLG00000015235
calidris_pugnax ENSCPUG00000015472
apteryx_haastii ENSAHAG00000000911
ornithorhynchus_anatinus ENSOANG00000014684
taeniopygia_guttata ENSTGUG00000016504
manacus_vitellinus ENSMVIG00005018031
apteryx_owenii ENSAOWG00000010654
apteryx_rowi ENSARWG00000018009
chrysemys_picta_bellii ENSCPBG00000023030
papio_anubis ENSPANG00000023979
theropithecus_gelada ENSTGEG00000012344
cercocebus_atys ENSCATG00000041014
mandrillus_leucophaeus ENSMLEG00000033077
macaca_fascicularis ENSMFAG00000033687
macaca_nemestrina ENSMNEG00000044365
rhinopithecus_bieti ENSRBIG00000044878
rhinopithecus_roxellana ENSRROG00000019586
piliocolobus_tephrosceles ENSPTEG00000035815
colobus_angolensis_palliatus ENSCANG00000041884
pan_paniscus ENSPPAG00000024276
pan_troglodytes ENSPTRG00000014356
gorilla_gorilla ENSGGOG00000005213
homo_sapiens ENSG00000100142
macaca_mulatta ENSMMUG00000038231
nomascus_leucogenys ENSNLEG00000014987
aotus_nancymaae ENSANAG00000020840
microcebus_murinus ENSMICG00000013128
prolemur_simus ENSPSMG00000005883
oryctolagus_cuniculus ENSOCUG00000012064
tursiops_truncatus ENSTTRG00000004817
pteropus_vampyrus ENSPVAG00000010107
callithrix_jacchus ENSCJAG00000048241
saimiri_boliviensis_boliviensis ENSSBOG00000023340
carlito_syrichta ENSTSYG00000008187
vulpes_vulpes ENSVVUG00000024021
bison_bison_bison ENSBBBG00000020318
phascolarctos_cinereus ENSPCIG00000012000
xenopus_tropicalis ENSXETG00000006346
latimeria_chalumnae ENSLACG00000003931
astyanax_mexicanus ENSAMXG00000012812
pygocentrus_nattereri ENSPNAG00000009017
ictalurus_punctatus ENSIPUG00000000814
danio_rerio ENSDARG00000036625
oryzias_latipes ENSORLG00020006910
oryzias_latipes ENSORLG00000014580
oryzias_latipes_asm223469v1 ENSORLG00015015332
labrus_bergylta ENSLBEG00000008383
tetraodon_nigroviridis ENSTNIG00000010827
takifugu_rubripes ENSTRUG00000021130
gasterosteus_aculeatus ENSGACG00000007322
seriola_dumerili ENSSDUG00000016273
seriola_lalandi_dorsalis ENSSLDG00000024895
scophthalmus_maximus ENSSMAG00000005354
monopterus_albus ENSMALG00000001444
anabas_testudineus ENSATEG00000008929
maylandia_zebra ENSMZEG00005005705
pundamilia_nyererei ENSPNYG00000019790
haplochromis_burtoni ENSHBUG00000022089
astatotilapia_calliptera ENSACLG00000016129
neolamprologus_brichardi ENSNBRG00000002492
oreochromis_niloticus ENSONIG00000008394
amphilophus_citrinellus ENSACIG00000000923
amphiprion_ocellaris ENSAOCG00000003182
amphiprion_percula ENSAPEG00000012999
acanthochromis_polyacanthus ENSAPOG00000002902
xiphophorus_maculatus ENSXMAG00000001559
xiphophorus_couchianus ENSXCOG00000015983
gambusia_affinis ENSGAFG00000017573
poecilia_formosa ENSPFOG00000000139
poecilia_mexicana ENSPMEG00000019063
poecilia_latipinna ENSPLAG00000000988
cyprinodon_variegatus ENSCVAG00000010437
poecilia_reticulata ENSPREG00000016749
fundulus_heteroclitus ENSFHEG00000005448
oryzias_melastigma ENSOMEG00000006530
stegastes_partitus ENSSPAG00000019646
kryptolebias_marmoratus ENSKMAG00000014230
mastacembelus_armatus ENSMAMG00000008056
mola_mola ENSMMOG00000005106
cynoglossus_semilaevis ENSCSEG00000006848
hippocampus_comes ENSHCOG00000006149
periophthalmus_magnuspinnatus ENSPMGG00000009619
esox_lucius ENSELUG00000000319
paramormyrops_kingsleyae ENSPKIG00000002464
scleropages_formosus ENSSFOG00015012810
gadus_morhua ENSGMOG00000009967
lepisosteus_oculatus ENSLOCG00000011827
eptatretus_burgeri ENSEBUG00000008509
ciona_intestinalis ENSCING00000019359
drosophila_melanogaster FBgn0003275
eptatretus_burgeri ENSEBUG00000002842
