drosophila_melanogaster FBgn0036896
caenorhabditis_elegans_strain_n2 WBGene00001008
gopherus_agassizii ENSGAGG00000010433
chelonoidis_abingdonii ENSCABG00000004759
chrysemys_picta_bellii ENSCPBG00000000760
anolis_carolinensis ENSACAG00000000899
pogona_vitticeps ENSPVIG00000006925
salvator_merianae ENSSMRG00000002781
notechis_scutatus ENSNSUG00000003022
crocodylus_porosus ENSCPRG00005006900
loxodonta_africana ENSLAFG00000002616
procavia_capensis ENSPCAG00000005253
echinops_telfairi ENSETEG00000002453
dasypus_novemcinctus ENSDNOG00000008709
pan_troglodytes ENSPTRG00000005019
pan_paniscus ENSPPAG00000040619
homo_sapiens ENSG00000139625
gorilla_gorilla ENSGGOG00000012622
pongo_abelii ENSPPYG00000004582
nomascus_leucogenys ENSNLEG00000017692
rhinopithecus_roxellana ENSRROG00000029455
rhinopithecus_bieti ENSRBIG00000030406
colobus_angolensis_palliatus ENSCANG00000042094
piliocolobus_tephrosceles ENSPTEG00000036517
cercocebus_atys ENSCATG00000038068
mandrillus_leucophaeus ENSMLEG00000028571
macaca_fascicularis ENSMFAG00000043896
macaca_mulatta ENSMMUG00000006613
macaca_nemestrina ENSMNEG00000038360
papio_anubis ENSPANG00000020580
theropithecus_gelada ENSTGEG00000009239
chlorocebus_sabaeus ENSCSAG00000005483
cebus_capucinus ENSCCAG00000036528
saimiri_boliviensis_boliviensis ENSSBOG00000035393
callithrix_jacchus ENSCJAG00000018634
aotus_nancymaae ENSANAG00000020253
carlito_syrichta ENSTSYG00000034771
prolemur_simus ENSPSMG00000019104
propithecus_coquereli ENSPCOG00000027308
microcebus_murinus ENSMICG00000011662
otolemur_garnettii ENSOGAG00000001739
tupaia_belangeri ENSTBEG00000015902
castor_canadensis ENSCCNG00000021645
dipodomys_ordii ENSDORG00000001389
cricetulus_griseus_crigri-picr ENSCGRG00015028661
cricetulus_griseus_crigri ENSCGRG00000010885
cricetulus_griseus_chok1gshd ENSCGRG00001012727
mesocricetus_auratus ENSMAUG00000019237
microtus_ochrogaster ENSMOCG00000015681
peromyscus_maniculatus_bairdii ENSPEMG00000000990
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021247
mus_spicilegus ENSMSIG00000025260
mus_musculus ENSMUSG00000023050
mus_pahari MGP_PahariEiJ_G0020353
rattus_norvegicus ENSRNOG00000015134
nannospalax_galili ENSNGAG00000017001
