anser_brachyrhynchus ENSABRG00000013351
anas_platyrhynchos_platyrhynchos ENSAPLG00000005710
meleagris_gallopavo ENSMGAG00000006612
gallus_gallus ENSGALG00000004628
coturnix_japonica ENSCJPG00005015872
numida_meleagris ENSNMEG00000018287
lepidothrix_coronata ENSLCOG00000008623
manacus_vitellinus ENSMVIG00005013754
parus_major ENSPMJG00000019692
cyanistes_caeruleus ENSCCEG00000013535
ficedula_albicollis ENSFALG00000006008
taeniopygia_guttata ENSTGUG00000006919
lonchura_striata_domestica ENSLSDG00000009377
serinus_canaria ENSSCAG00000010340
junco_hyemalis ENSJHYG00000003240
zonotrichia_albicollis ENSZALG00000015091
melopsittacus_undulatus ENSMUNG00000002602
calidris_pugnax ENSCPUG00000019882
calidris_pygmaea ENSCPGG00000008171
apteryx_rowi ENSARWG00000013321
apteryx_haastii ENSAHAG00000010968
apteryx_owenii ENSAOWG00000009395
nothoprocta_perdicaria ENSNPEG00000001314
dromaius_novaehollandiae ENSDNVG00000002633
crocodylus_porosus ENSCPRG00005013121
gopherus_agassizii ENSGAGG00000003555
chelonoidis_abingdonii ENSCABG00000022480
chrysemys_picta_bellii ENSCPBG00000017158
pelodiscus_sinensis ENSPSIG00000017685
sphenodon_punctatus ENSSPUG00000003594
pogona_vitticeps ENSPVIG00000008705
notechis_scutatus ENSNSUG00000008296
salvator_merianae ENSSMRG00000013952
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017527
mus_spicilegus ENSMSIG00000011925
mus_musculus ENSMUSG00000005949
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016690
mus_pahari MGP_PahariEiJ_G0017823
rattus_norvegicus ENSRNOG00000028688
meriones_unguiculatus ENSMUGG00000020261
cricetulus_griseus_chok1gshd ENSCGRG00001017666
cricetulus_griseus_crigri ENSCGRG00000018305
cricetulus_griseus_crigri-picr ENSCGRG00015021613
mesocricetus_auratus ENSMAUG00000003764
microtus_ochrogaster ENSMOCG00000018595
peromyscus_maniculatus_bairdii ENSPEMG00000018672
nannospalax_galili ENSNGAG00000018148
jaculus_jaculus ENSJJAG00000013622
castor_canadensis ENSCCNG00000007642
dipodomys_ordii ENSDORG00000013799
heterocephalus_glaber_male ENSHGLG00100001112
heterocephalus_glaber_female ENSHGLG00000011149
fukomys_damarensis ENSFDAG00000004378
octodon_degus ENSODEG00000016471
chinchilla_lanigera ENSCLAG00000013478
cavia_porcellus ENSCPOG00000025112
cavia_aperea ENSCAPG00000006251
urocitellus_parryii ENSUPAG00010021564
marmota_marmota_marmota ENSMMMG00000019369
spermophilus_dauricus ENSSDAG00000000459
ictidomys_tridecemlineatus ENSSTOG00000002055
oryctolagus_cuniculus ENSOCUG00000008002
ochotona_princeps ENSOPRG00000016880
pan_troglodytes ENSPTRG00000008572
pan_paniscus ENSPPAG00000037214
gorilla_gorilla ENSGGOG00000009892
homo_sapiens ENSG00000040531
pongo_abelii ENSPPYG00000007817
nomascus_leucogenys ENSNLEG00000017251
rhinopithecus_bieti ENSRBIG00000028808
rhinopithecus_roxellana ENSRROG00000038752
colobus_angolensis_palliatus ENSCANG00000030525
piliocolobus_tephrosceles ENSPTEG00000038818
cercocebus_atys ENSCATG00000044306
mandrillus_leucophaeus ENSMLEG00000038457
macaca_nemestrina ENSMNEG00000045009
macaca_fascicularis ENSMFAG00000041055
macaca_mulatta ENSMMUG00000023389
chlorocebus_sabaeus ENSCSAG00000013581
theropithecus_gelada ENSTGEG00000017041
papio_anubis ENSPANG00000024360
callithrix_jacchus ENSCJAG00000007114
saimiri_boliviensis_boliviensis ENSSBOG00000023097
cebus_capucinus ENSCCAG00000032904
aotus_nancymaae ENSANAG00000028019
carlito_syrichta ENSTSYG00000001096
prolemur_simus ENSPSMG00000018403
microcebus_murinus ENSMICG00000015732
propithecus_coquereli ENSPCOG00000028326
otolemur_garnettii ENSOGAG00000004450
tupaia_belangeri ENSTBEG00000005671
ursus_americanus ENSUAMG00000013971
ursus_maritimus ENSUMAG00000007772
ailuropoda_melanoleuca ENSAMEG00000009215
mustela_putorius_furo ENSMPUG00000012199
neovison_vison ENSNVIG00000015614
canis_lupus_familiaris ENSCAFG00000019345
canis_lupus_dingo ENSCAFG00020008324
vulpes_vulpes ENSVVUG00000025972
panthera_tigris_altaica ENSPTIG00000005812
panthera_pardus ENSPPRG00000010691
felis_catus ENSFCAG00000007923
equus_asinus_asinus ENSEASG00005013325
equus_caballus ENSECAG00000024211
pteropus_vampyrus ENSPVAG00000012737
myotis_lucifugus ENSMLUG00000017047
bos_mutus ENSBMUG00000011916
bos_taurus ENSBTAG00000000831
bison_bison_bison ENSBBBG00000024529
ovis_aries ENSOARG00000017318
capra_hircus ENSCHIG00000017748
tursiops_truncatus ENSTTRG00000001207
sus_scrofa ENSSSCG00000017865
erinaceus_europaeus ENSEEUG00000013792
sorex_araneus ENSSARG00000006325
dasypus_novemcinctus ENSDNOG00000024339
loxodonta_africana ENSLAFG00000013219
procavia_capensis ENSPCAG00000012089
echinops_telfairi ENSETEG00000007168
sarcophilus_harrisii ENSSHAG00000005375
phascolarctos_cinereus ENSPCIG00000020006
ornithorhynchus_anatinus ENSOANG00000012696
xenopus_tropicalis ENSXETG00000005795
latimeria_chalumnae ENSLACG00000017816
pygocentrus_nattereri ENSPNAG00000003785
astyanax_mexicanus ENSAMXG00000018975
ictalurus_punctatus ENSIPUG00000007515
danio_rerio ENSDARG00000008890
esox_lucius ENSELUG00000021756
paramormyrops_kingsleyae ENSPKIG00000009205
scleropages_formosus ENSSFOG00015019502
lepisosteus_oculatus ENSLOCG00000003402
poecilia_latipinna ENSPLAG00000012499
poecilia_formosa ENSPFOG00000013618
poecilia_mexicana ENSPMEG00000001079
poecilia_reticulata ENSPREG00000020302
xiphophorus_maculatus ENSXMAG00000012245
gambusia_affinis ENSGAFG00000004841
cyprinodon_variegatus ENSCVAG00000002235
fundulus_heteroclitus ENSFHEG00000010041
oryzias_latipes ENSORLG00020006708
oryzias_latipes ENSORLG00000002869
oryzias_latipes_asm223469v1 ENSORLG00015003050
oryzias_melastigma ENSOMEG00000007944
tetraodon_nigroviridis ENSTNIG00000007144
tetraodon_nigroviridis ENSTNIG00000001654
takifugu_rubripes ENSTRUG00000024608
monopterus_albus ENSMALG00000019829
mastacembelus_armatus ENSMAMG00000022254
anabas_testudineus ENSATEG00000005631
seriola_dumerili ENSSDUG00000000550
seriola_lalandi_dorsalis ENSSLDG00000000507
scophthalmus_maximus ENSSMAG00000005435
amphiprion_ocellaris ENSAOCG00000016178
amphiprion_percula ENSAPEG00000022299
acanthochromis_polyacanthus ENSAPOG00000002869
stegastes_partitus ENSSPAG00000011579
maylandia_zebra ENSMZEG00005015570
astatotilapia_calliptera ENSACLG00000005180
haplochromis_burtoni ENSHBUG00000007911
pundamilia_nyererei ENSPNYG00000002798
neolamprologus_brichardi ENSNBRG00000019430
oreochromis_niloticus ENSONIG00000007643
labrus_bergylta ENSLBEG00000010945
amphilophus_citrinellus ENSACIG00000001625
kryptolebias_marmoratus ENSKMAG00000014946
mola_mola ENSMMOG00000008731
cynoglossus_semilaevis ENSCSEG00000019653
gasterosteus_aculeatus ENSGACG00000002126
hippocampus_comes ENSHCOG00000003511
periophthalmus_magnuspinnatus ENSPMGG00000012656
gadus_morhua ENSGMOG00000010861
eptatretus_burgeri ENSEBUG00000014596
eptatretus_burgeri ENSEBUG00000012695
ciona_intestinalis ENSCING00000002092
ciona_savignyi ENSCSAVG00000001265
drosophila_melanogaster FBgn0039045
caenorhabditis_elegans_strain_n2 WBGene00008052
saccharomyces_cerevisiae YCR075C
