pygocentrus_nattereri ENSPNAG00000012777
astyanax_mexicanus ENSAMXG00000002865
ictalurus_punctatus ENSIPUG00000014946
danio_rerio ENSDARG00000025386
hippocampus_comes ENSHCOG00000004867
hippocampus_comes ENSHCOG00000004862
stegastes_partitus ENSSPAG00000020915
amphilophus_citrinellus ENSACIG00000012266
labrus_bergylta ENSLBEG00000016427
periophthalmus_magnuspinnatus ENSPMGG00000014569
monopterus_albus ENSMALG00000004783
gasterosteus_aculeatus ENSGACG00000009973
seriola_dumerili ENSSDUG00000020977
scophthalmus_maximus ENSSMAG00000012725
amphiprion_ocellaris ENSAOCG00000012380
amphiprion_percula ENSAPEG00000023633
acanthochromis_polyacanthus ENSAPOG00000001780
maylandia_zebra ENSMZEG00005000987
astatotilapia_calliptera ENSACLG00000019663
oreochromis_niloticus ENSONIG00000020318
takifugu_rubripes ENSTRUG00000011354
tetraodon_nigroviridis ENSTNIG00000002445
mola_mola ENSMMOG00000020042
pundamilia_nyererei ENSPNYG00000019601
haplochromis_burtoni ENSHBUG00000011864
neolamprologus_brichardi ENSNBRG00000022606
xiphophorus_couchianus ENSXCOG00000017365
poecilia_reticulata ENSPREG00000016484
seriola_lalandi_dorsalis ENSSLDG00000011706
mastacembelus_armatus ENSMAMG00000020539
anabas_testudineus ENSATEG00000016603
cynoglossus_semilaevis ENSCSEG00000004722
cynoglossus_semilaevis ENSCSEG00000019080
cyprinodon_variegatus ENSCVAG00000005570
fundulus_heteroclitus ENSFHEG00000006237
poecilia_formosa ENSPFOG00000005631
poecilia_latipinna ENSPLAG00000002449
poecilia_mexicana ENSPMEG00000000745
xiphophorus_maculatus ENSXMAG00000010013
gambusia_affinis ENSGAFG00000020318
kryptolebias_marmoratus ENSKMAG00000017524
oryzias_latipes_asm223469v1 ENSORLG00015016862
oryzias_latipes ENSORLG00020020553
oryzias_latipes ENSORLG00000013525
oryzias_melastigma ENSOMEG00000023917
gadus_morhua ENSGMOG00000017115
esox_lucius ENSELUG00000005780
paramormyrops_kingsleyae ENSPKIG00000003275
scleropages_formosus ENSSFOG00015004627
lepisosteus_oculatus ENSLOCG00000003746
poecilia_formosa ENSPFOG00000010163
poecilia_latipinna ENSPLAG00000005793
poecilia_mexicana ENSPMEG00000022953
xiphophorus_couchianus ENSXCOG00000011423
xiphophorus_maculatus ENSXMAG00000015481
fundulus_heteroclitus ENSFHEG00000003362
kryptolebias_marmoratus ENSKMAG00000012850
kryptolebias_marmoratus ENSKMAG00000016674
gasterosteus_aculeatus ENSGACG00000015099
cynoglossus_semilaevis ENSCSEG00000020669
labrus_bergylta ENSLBEG00000007951
labrus_bergylta ENSLBEG00000007971
poecilia_reticulata ENSPREG00000007828
poecilia_reticulata ENSPREG00000007817
cyprinodon_variegatus ENSCVAG00000012433
cyprinodon_variegatus ENSCVAG00000012411
kryptolebias_marmoratus ENSKMAG00000012834
oryzias_melastigma ENSOMEG00000007241
oryzias_melastigma ENSOMEG00000000171
oryzias_latipes ENSORLG00020018184
oryzias_latipes ENSORLG00020018191
oryzias_latipes_asm223469v1 ENSORLG00015013157
oryzias_latipes ENSORLG00000028353
maylandia_zebra ENSMZEG00005009676
astatotilapia_calliptera ENSACLG00000027552
astatotilapia_calliptera ENSACLG00000013004
astatotilapia_calliptera ENSACLG00000019624
astatotilapia_calliptera ENSACLG00000011955
astatotilapia_calliptera ENSACLG00000008384
maylandia_zebra ENSMZEG00005026087
maylandia_zebra ENSMZEG00005002688
maylandia_zebra ENSMZEG00005014028
amphilophus_citrinellus ENSACIG00000003147
seriola_lalandi_dorsalis ENSSLDG00000011354
anabas_testudineus ENSATEG00000015895
gambusia_affinis ENSGAFG00000013718
gambusia_affinis ENSGAFG00000013723
hippocampus_comes ENSHCOG00000018747
stegastes_partitus ENSSPAG00000018854
stegastes_partitus ENSSPAG00000018837
amphiprion_ocellaris ENSAOCG00000006667
amphiprion_percula ENSAPEG00000013779
acanthochromis_polyacanthus ENSAPOG00000009997
mastacembelus_armatus ENSMAMG00000024124
monopterus_albus ENSMALG00000022251
seriola_lalandi_dorsalis ENSSLDG00000012686
seriola_lalandi_dorsalis ENSSLDG00000011341
seriola_dumerili ENSSDUG00000022770
takifugu_rubripes ENSTRUG00000001529
tetraodon_nigroviridis ENSTNIG00000012609
mola_mola ENSMMOG00000017321
anabas_testudineus ENSATEG00000015882
scophthalmus_maximus ENSSMAG00000000135
haplochromis_burtoni ENSHBUG00000012323
pundamilia_nyererei ENSPNYG00000021706
maylandia_zebra ENSMZEG00005026001
neolamprologus_brichardi ENSNBRG00000022370
amphilophus_citrinellus ENSACIG00000003134
periophthalmus_magnuspinnatus ENSPMGG00000004595
gadus_morhua ENSGMOG00000002573
esox_lucius ENSELUG00000016299
anser_brachyrhynchus ENSABRG00000000552
anas_platyrhynchos_platyrhynchos ENSAPLG00000013203
gallus_gallus ENSGALG00000005125
coturnix_japonica ENSCJPG00005002974
numida_meleagris ENSNMEG00000015986
calidris_pygmaea ENSCPGG00000009045
calidris_pugnax ENSCPUG00000008443
apteryx_rowi ENSARWG00000009622
apteryx_haastii ENSAHAG00000000722
apteryx_owenii ENSAOWG00000000472
serinus_canaria ENSSCAG00000015252
serinus_canaria ENSSCAG00000015251
lonchura_striata_domestica ENSLSDG00000004773
taeniopygia_guttata ENSTGUG00000007884
ficedula_albicollis ENSFALG00000010618
junco_hyemalis ENSJHYG00000010260
zonotrichia_albicollis ENSZALG00000009960
parus_major ENSPMJG00000007655
lepidothrix_coronata ENSLCOG00000008210
manacus_vitellinus ENSMVIG00005004237
meleagris_gallopavo ENSMGAG00000005300
melopsittacus_undulatus ENSMUNG00000007122
dromaius_novaehollandiae ENSDNVG00000014475
nothoprocta_perdicaria ENSNPEG00000009710
crocodylus_porosus ENSCPRG00005005381
chrysemys_picta_bellii ENSCPBG00000027065
gopherus_agassizii ENSGAGG00000004106
pelodiscus_sinensis ENSPSIG00000014762
pogona_vitticeps ENSPVIG00000007323
anolis_carolinensis ENSACAG00000016195
notechis_scutatus ENSNSUG00000014146
salvator_merianae ENSSMRG00000012615
sphenodon_punctatus ENSSPUG00000014360
chelonoidis_abingdonii ENSCABG00000004016
notamacropus_eugenii ENSMEUG00000008267
notamacropus_eugenii ENSMEUG00000006305
nannospalax_galili ENSNGAG00000016305
nannospalax_galili ENSNGAG00000016550
marmota_marmota_marmota ENSMMMG00000017343
pongo_abelii ENSPPYG00000011194
tursiops_truncatus ENSTTRG00000011043
pteropus_vampyrus ENSPVAG00000017918
procavia_capensis ENSPCAG00000011831
choloepus_hoffmanni ENSCHOG00000006997
bos_taurus ENSBTAG00000053538
monodelphis_domestica ENSMODG00000016690
sarcophilus_harrisii ENSSHAG00000015528
phascolarctos_cinereus ENSPCIG00000013405
cebus_capucinus ENSCCAG00000021267
cebus_capucinus ENSCCAG00000024900
callithrix_jacchus ENSCJAG00000014434
saimiri_boliviensis_boliviensis ENSSBOG00000032820
aotus_nancymaae ENSANAG00000037915
macaca_mulatta ENSMMUG00000014084
macaca_fascicularis ENSMFAG00000041479
macaca_nemestrina ENSMNEG00000045573
papio_anubis ENSPANG00000011747
theropithecus_gelada ENSTGEG00000010596
mandrillus_leucophaeus ENSMLEG00000040895
cercocebus_atys ENSCATG00000036006
chlorocebus_sabaeus ENSCSAG00000015729
rhinopithecus_roxellana ENSRROG00000042949
rhinopithecus_bieti ENSRBIG00000033461
piliocolobus_tephrosceles ENSPTEG00000039659
colobus_angolensis_palliatus ENSCANG00000036986
pan_troglodytes ENSPTRG00000013696
homo_sapiens ENSG00000149657
pan_paniscus ENSPPAG00000035799
gorilla_gorilla ENSGGOG00000005630
nomascus_leucogenys ENSNLEG00000015757
carlito_syrichta ENSTSYG00000031914
propithecus_coquereli ENSPCOG00000013625
prolemur_simus ENSPSMG00000004907
microcebus_murinus ENSMICG00000014675
otolemur_garnettii ENSOGAG00000003915
castor_canadensis ENSCCNG00000015225
dipodomys_ordii ENSDORG00000016683
microtus_ochrogaster ENSMOCG00000020600
microtus_ochrogaster ENSMOCG00000005119
peromyscus_maniculatus_bairdii ENSPEMG00000017688
cricetulus_griseus_crigri ENSCGRG00000006111
cricetulus_griseus_crigri ENSCGRG00000002484
cricetulus_griseus_chok1gshd ENSCGRG00001018399
cricetulus_griseus_crigri-picr ENSCGRG00015015421
mesocricetus_auratus ENSMAUG00000020700
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025693
mus_musculus ENSMUSG00000039108
mus_spicilegus ENSMSIG00000016029
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024770
mus_pahari MGP_PahariEiJ_G0026214
rattus_norvegicus ENSRNOG00000054557
meriones_unguiculatus ENSMUGG00000015785
jaculus_jaculus ENSJJAG00000012728
cavia_porcellus ENSCPOG00000038080
cavia_aperea ENSCAPG00000013059
octodon_degus ENSODEG00000004099
chinchilla_lanigera ENSCLAG00000003186
heterocephalus_glaber_female ENSHGLG00000015055
heterocephalus_glaber_male ENSHGLG00100015273
fukomys_damarensis ENSFDAG00000002214
marmota_marmota_marmota ENSMMMG00000004672
spermophilus_dauricus ENSSDAG00000005355
ictidomys_tridecemlineatus ENSSTOG00000020482
urocitellus_parryii ENSUPAG00010008440
oryctolagus_cuniculus ENSOCUG00000006279
ochotona_princeps ENSOPRG00000000447
bos_mutus ENSBMUG00000023866
sorex_araneus ENSSARG00000007749
ursus_maritimus ENSUMAG00000000480
ursus_americanus ENSUAMG00000025298
neovison_vison ENSNVIG00000021449
mustela_putorius_furo ENSMPUG00000007584
ailuropoda_melanoleuca ENSAMEG00000013430
canis_lupus_familiaris ENSCAFG00000012518
canis_lupus_dingo ENSCAFG00020022150
vulpes_vulpes ENSVVUG00000015920
panthera_tigris_altaica ENSPTIG00000021518
panthera_pardus ENSPPRG00000009197
felis_catus ENSFCAG00000003248
equus_caballus ENSECAG00000010659
equus_asinus_asinus ENSEASG00005023218
capra_hircus ENSCHIG00000010284
ovis_aries ENSOARG00000014706
