labrus_bergylta ENSLBEG00000025283
gasterosteus_aculeatus ENSGACG00000007358
mola_mola ENSMMOG00000010464
tetraodon_nigroviridis ENSTNIG00000014806
monopterus_albus ENSMALG00000008444
mastacembelus_armatus ENSMAMG00000014714
anabas_testudineus ENSATEG00000024980
seriola_dumerili ENSSDUG00000015496
seriola_lalandi_dorsalis ENSSLDG00000004730
scophthalmus_maximus ENSSMAG00000014265
poecilia_formosa ENSPFOG00000012942
poecilia_mexicana ENSPMEG00000003908
poecilia_reticulata ENSPREG00000006342
xiphophorus_maculatus ENSXMAG00000017351
gambusia_affinis ENSGAFG00000012638
cyprinodon_variegatus ENSCVAG00000012435
kryptolebias_marmoratus ENSKMAG00000010283
oryzias_latipes_asm223469v1 ENSORLG00015015129
oryzias_latipes ENSORLG00020019242
oryzias_latipes ENSORLG00000004447
oryzias_melastigma ENSOMEG00000020873
haplochromis_burtoni ENSHBUG00000009804
astatotilapia_calliptera ENSACLG00000016720
maylandia_zebra ENSMZEG00005013833
pundamilia_nyererei ENSPNYG00000018930
neolamprologus_brichardi ENSNBRG00000021585
oreochromis_niloticus ENSONIG00000014333
amphilophus_citrinellus ENSACIG00000018614
amphiprion_percula ENSAPEG00000005000
amphiprion_ocellaris ENSAOCG00000002127
acanthochromis_polyacanthus ENSAPOG00000011567
stegastes_partitus ENSSPAG00000008032
takifugu_rubripes ENSTRUG00000015588
hippocampus_comes ENSHCOG00000019754
periophthalmus_magnuspinnatus ENSPMGG00000013837
pygocentrus_nattereri ENSPNAG00000000793
astyanax_mexicanus ENSAMXG00000032883
ictalurus_punctatus ENSIPUG00000011716
danio_rerio ENSDARG00000101054
