poecilia_formosa ENSPFOG00000001402
poecilia_mexicana ENSPMEG00000000454
poecilia_latipinna ENSPLAG00000022436
poecilia_reticulata ENSPREG00000021442
xiphophorus_maculatus ENSXMAG00000010634
xiphophorus_couchianus ENSXCOG00000001505
gambusia_affinis ENSGAFG00000017789
fundulus_heteroclitus ENSFHEG00000013629
cyprinodon_variegatus ENSCVAG00000010339
kryptolebias_marmoratus ENSKMAG00000018518
oryzias_latipes ENSORLG00000030170
oryzias_latipes_asm223469v1 ENSORLG00015016983
oryzias_latipes ENSORLG00020004638
oryzias_melastigma ENSOMEG00000019153
tetraodon_nigroviridis ENSTNIG00000009214
takifugu_rubripes ENSTRUG00000015734
amphiprion_ocellaris ENSAOCG00000021217
amphiprion_percula ENSAPEG00000020098
acanthochromis_polyacanthus ENSAPOG00000020444
stegastes_partitus ENSSPAG00000004250
maylandia_zebra ENSMZEG00005010494
haplochromis_burtoni ENSHBUG00000002447
pundamilia_nyererei ENSPNYG00000021098
astatotilapia_calliptera ENSACLG00000002073
neolamprologus_brichardi ENSNBRG00000004294
oreochromis_niloticus ENSONIG00000004626
amphilophus_citrinellus ENSACIG00000002716
anabas_testudineus ENSATEG00000002311
cynoglossus_semilaevis ENSCSEG00000014099
mola_mola ENSMMOG00000001150
monopterus_albus ENSMALG00000001126
mastacembelus_armatus ENSMAMG00000007582
seriola_lalandi_dorsalis ENSSLDG00000006549
seriola_dumerili ENSSDUG00000004221
scophthalmus_maximus ENSSMAG00000015404
labrus_bergylta ENSLBEG00000002379
labrus_bergylta ENSLBEG00000006285
labrus_bergylta ENSLBEG00000008590
gasterosteus_aculeatus ENSGACG00000007236
hippocampus_comes ENSHCOG00000003656
periophthalmus_magnuspinnatus ENSPMGG00000019111
gadus_morhua ENSGMOG00000014231
esox_lucius ENSELUG00000004334
pygocentrus_nattereri ENSPNAG00000009005
astyanax_mexicanus ENSAMXG00000043961
ictalurus_punctatus ENSIPUG00000022089
danio_rerio ENSDARG00000045364
scleropages_formosus ENSSFOG00015008327
paramormyrops_kingsleyae ENSPKIG00000024048
lepisosteus_oculatus ENSLOCG00000001636
pogona_vitticeps ENSPVIG00000005327
anolis_carolinensis ENSACAG00000013047
notechis_scutatus ENSNSUG00000019740
sphenodon_punctatus ENSSPUG00000000968
meleagris_gallopavo ENSMGAG00000003713
coturnix_japonica ENSCJPG00005017040
gallus_gallus ENSGALG00000002284
numida_meleagris ENSNMEG00000006348
anser_brachyrhynchus ENSABRG00000020920
anas_platyrhynchos_platyrhynchos ENSAPLG00000018836
calidris_pugnax ENSCPUG00000018628
calidris_pygmaea ENSCPGG00000009114
manacus_vitellinus ENSMVIG00005012751
lepidothrix_coronata ENSLCOG00000000316
ficedula_albicollis ENSFALG00000000832
lonchura_striata_domestica ENSLSDG00000014827
taeniopygia_guttata ENSTGUG00000001616
serinus_canaria ENSSCAG00000015380
zonotrichia_albicollis ENSZALG00000011852
junco_hyemalis ENSJHYG00000005947
parus_major ENSPMJG00000006723
cyanistes_caeruleus ENSCCEG00000012669
melopsittacus_undulatus ENSMUNG00000007344
apteryx_owenii ENSAOWG00000009734
apteryx_haastii ENSAHAG00000017788
apteryx_rowi ENSARWG00000009451
dromaius_novaehollandiae ENSDNVG00000013610
nothoprocta_perdicaria ENSNPEG00000005577
crocodylus_porosus ENSCPRG00005018040
chelonoidis_abingdonii ENSCABG00000015191
gopherus_agassizii ENSGAGG00000012874
chrysemys_picta_bellii ENSCPBG00000018543
gopherus_agassizii ENSGAGG00000012876
pelodiscus_sinensis ENSPSIG00000010573
salvator_merianae ENSSMRG00000000884
microcebus_murinus ENSMICG00000016250
prolemur_simus ENSPSMG00000007582
propithecus_coquereli ENSPCOG00000021901
otolemur_garnettii ENSOGAG00000029810
callithrix_jacchus ENSCJAG00000001734
cebus_capucinus ENSCCAG00000016538
aotus_nancymaae ENSANAG00000029327
homo_sapiens ENSG00000054116
pan_troglodytes ENSPTRG00000000533
pan_paniscus ENSPPAG00000041117
gorilla_gorilla ENSGGOG00000004752
pongo_abelii ENSPPYG00000001546
nomascus_leucogenys ENSNLEG00000031818
cercocebus_atys ENSCATG00000041647
theropithecus_gelada ENSTGEG00000019053
macaca_mulatta ENSMMUG00000022499
macaca_nemestrina ENSMNEG00000014589
macaca_fascicularis ENSMFAG00000038169
mandrillus_leucophaeus ENSMLEG00000030351
papio_anubis ENSPANG00000013869
