ovis_aries ENSOARG00000020148
capra_hircus ENSCHIG00000011240
bos_taurus ENSBTAG00000010897
bos_mutus ENSBMUG00000026138
bison_bison_bison ENSBBBG00000006260
tursiops_truncatus ENSTTRG00000015606
sus_scrofa ENSSSCG00000016219
equus_caballus ENSECAG00000021151
equus_asinus_asinus ENSEASG00005011396
ursus_americanus ENSUAMG00000009100
ursus_maritimus ENSUMAG00000018683
ailuropoda_melanoleuca ENSAMEG00000016789
vulpes_vulpes ENSVVUG00000025766
canis_lupus_dingo ENSCAFG00020026990
neovison_vison ENSNVIG00000022873
panthera_tigris_altaica ENSPTIG00000008992
felis_catus ENSFCAG00000037951
panthera_pardus ENSPPRG00000024830
pteropus_vampyrus ENSPVAG00000010804
vicugna_pacos ENSVPAG00000006100
cricetulus_griseus_crigri-picr ENSCGRG00015004709
cricetulus_griseus_chok1gshd ENSCGRG00001021418
cricetulus_griseus_crigri ENSCGRG00000009014
mesocricetus_auratus ENSMAUG00000012289
microtus_ochrogaster ENSMOCG00000022168
peromyscus_maniculatus_bairdii ENSPEMG00000010013
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015101
mus_spicilegus ENSMSIG00000017975
mus_musculus ENSMUSG00000033061
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014295
mus_pahari MGP_PahariEiJ_G0027533
rattus_norvegicus ENSRNOG00000019704
nannospalax_galili ENSNGAG00000020025
castor_canadensis ENSCCNG00000018281
heterocephalus_glaber_male ENSHGLG00100017183
heterocephalus_glaber_female ENSHGLG00000013131
fukomys_damarensis ENSFDAG00000013035
chinchilla_lanigera ENSCLAG00000007704
octodon_degus ENSODEG00000006500
urocitellus_parryii ENSUPAG00010013070
spermophilus_dauricus ENSSDAG00000007912
ictidomys_tridecemlineatus ENSSTOG00000011538
marmota_marmota_marmota ENSMMMG00000020661
oryctolagus_cuniculus ENSOCUG00000015175
ochotona_princeps ENSOPRG00000007561
pan_paniscus ENSPPAG00000037556
pan_troglodytes ENSPTRG00000012953
homo_sapiens ENSG00000182698
gorilla_gorilla ENSGGOG00000004296
pongo_abelii ENSPPYG00000013206
nomascus_leucogenys ENSNLEG00000030465
macaca_fascicularis ENSMFAG00000001254
macaca_mulatta ENSMMUG00000017926
macaca_nemestrina ENSMNEG00000042702
papio_anubis ENSPANG00000008759
mandrillus_leucophaeus ENSMLEG00000035640
cercocebus_atys ENSCATG00000020071
rhinopithecus_roxellana ENSRROG00000039123
rhinopithecus_bieti ENSRBIG00000029094
colobus_angolensis_palliatus ENSCANG00000030768
theropithecus_gelada ENSTGEG00000012744
chlorocebus_sabaeus ENSCSAG00000008073
piliocolobus_tephrosceles ENSPTEG00000039401
cebus_capucinus ENSCCAG00000024122
saimiri_boliviensis_boliviensis ENSSBOG00000019118
callithrix_jacchus ENSCJAG00000011728
aotus_nancymaae ENSANAG00000030910
propithecus_coquereli ENSPCOG00000012107
otolemur_garnettii ENSOGAG00000015575
carlito_syrichta ENSTSYG00000036994
tupaia_belangeri ENSTBEG00000017635
procavia_capensis ENSPCAG00000004393
echinops_telfairi ENSETEG00000009918
choloepus_hoffmanni ENSCHOG00000006568
