salvator_merianae ENSSMRG00000013710
pogona_vitticeps ENSPVIG00000019159
sphenodon_punctatus ENSSPUG00000001888
gopherus_agassizii ENSGAGG00000010182
chelonoidis_abingdonii ENSCABG00000018301
chrysemys_picta_bellii ENSCPBG00000007873
apteryx_rowi ENSARWG00000008612
apteryx_owenii ENSAOWG00000009482
parus_major ENSPMJG00000002961
lonchura_striata_domestica ENSLSDG00000011857
mus_musculus ENSMUSG00000028100
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026336
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025389
mus_spicilegus ENSMSIG00000021817
mus_pahari MGP_PahariEiJ_G0026834
rattus_norvegicus ENSRNOG00000037217
meriones_unguiculatus ENSMUGG00000005851
peromyscus_maniculatus_bairdii ENSPEMG00000018269
microtus_ochrogaster ENSMOCG00000001212
cricetulus_griseus_chok1gshd ENSCGRG00001018476
cricetulus_griseus_crigri ENSCGRG00000018382
cricetulus_griseus_crigri-picr ENSCGRG00015024691
nannospalax_galili ENSNGAG00000014352
chinchilla_lanigera ENSCLAG00000001048
octodon_degus ENSODEG00000000612
heterocephalus_glaber_female ENSHGLG00000013509
heterocephalus_glaber_male ENSHGLG00100008191
fukomys_damarensis ENSFDAG00000005559
tupaia_belangeri ENSTBEG00000015448
ochotona_princeps ENSOPRG00000009291
papio_anubis ENSPANG00000011075
chlorocebus_sabaeus ENSCSAG00000001766
theropithecus_gelada ENSTGEG00000010019
macaca_mulatta ENSMMUG00000016734
macaca_nemestrina ENSMNEG00000041081
macaca_fascicularis ENSMFAG00000042456
cercocebus_atys ENSCATG00000044860
mandrillus_leucophaeus ENSMLEG00000036200
colobus_angolensis_palliatus ENSCANG00000031999
piliocolobus_tephrosceles ENSPTEG00000010144
rhinopithecus_roxellana ENSRROG00000041547
rhinopithecus_bieti ENSRBIG00000036472
pan_troglodytes ENSPTRG00000001207
homo_sapiens ENSG00000186364
gorilla_gorilla ENSGGOG00000007275
pongo_abelii ENSPPYG00000000935
nomascus_leucogenys ENSNLEG00000005664
cebus_capucinus ENSCCAG00000036240
saimiri_boliviensis_boliviensis ENSSBOG00000018888
callithrix_jacchus ENSCJAG00000002311
aotus_nancymaae ENSANAG00000029932
carlito_syrichta ENSTSYG00000002288
microcebus_murinus ENSMICG00000031177
prolemur_simus ENSPSMG00000013359
propithecus_coquereli ENSPCOG00000027998
otolemur_garnettii ENSOGAG00000000208
ursus_americanus ENSUAMG00000021911
ursus_maritimus ENSUMAG00000010184
ailuropoda_melanoleuca ENSAMEG00000017541
mustela_putorius_furo ENSMPUG00000000657
neovison_vison ENSNVIG00000024189
canis_lupus_familiaris ENSCAFG00000011285
canis_lupus_dingo ENSCAFG00020020055
vulpes_vulpes ENSVVUG00000007427
panthera_pardus ENSPPRG00000008551
panthera_tigris_altaica ENSPTIG00000009873
felis_catus ENSFCAG00000022065
equus_caballus ENSECAG00000023259
equus_asinus_asinus ENSEASG00005007420
sus_scrofa ENSSSCG00000006690
tursiops_truncatus ENSTTRG00000009211
capra_hircus ENSCHIG00000014413
ovis_aries ENSOARG00000020602
bos_mutus ENSBMUG00000006726
bos_taurus ENSBTAG00000021635
bison_bison_bison ENSBBBG00000008304
pteropus_vampyrus ENSPVAG00000014481
dasypus_novemcinctus ENSDNOG00000016299
loxodonta_africana ENSLAFG00000008330
procavia_capensis ENSPCAG00000010453
echinops_telfairi ENSETEG00000010012
myotis_lucifugus ENSMLUG00000024319
jaculus_jaculus ENSJJAG00000018335
notamacropus_eugenii ENSMEUG00000012639
phascolarctos_cinereus ENSPCIG00000011950
sarcophilus_harrisii ENSSHAG00000018575
monodelphis_domestica ENSMODG00000018746
xenopus_tropicalis ENSXETG00000018681
latimeria_chalumnae ENSLACG00000017283
pygocentrus_nattereri ENSPNAG00000000673
astyanax_mexicanus ENSAMXG00000036443
ictalurus_punctatus ENSIPUG00000003998
danio_rerio ENSDARG00000008014
esox_lucius ENSELUG00000007620
scleropages_formosus ENSSFOG00015010598
paramormyrops_kingsleyae ENSPKIG00000013496
seriola_dumerili ENSSDUG00000020356
cynoglossus_semilaevis ENSCSEG00000001254
labrus_bergylta ENSLBEG00000028382
gasterosteus_aculeatus ENSGACG00000000888
mastacembelus_armatus ENSMAMG00000017647
monopterus_albus ENSMALG00000016168
anabas_testudineus ENSATEG00000018592
amphiprion_ocellaris ENSAOCG00000017281
amphiprion_percula ENSAPEG00000021213
amphiprion_percula ENSAPEG00000021252
acanthochromis_polyacanthus ENSAPOG00000005591
stegastes_partitus ENSSPAG00000017140
haplochromis_burtoni ENSHBUG00000014100
pundamilia_nyererei ENSPNYG00000015796
astatotilapia_calliptera ENSACLG00000012870
maylandia_zebra ENSMZEG00005017011
oreochromis_niloticus ENSONIG00000002142
neolamprologus_brichardi ENSNBRG00000006917
takifugu_rubripes ENSTRUG00000009510
tetraodon_nigroviridis ENSTNIG00000006183
mola_mola ENSMMOG00000012084
oryzias_latipes ENSORLG00000027355
oryzias_latipes ENSORLG00020010023
oryzias_latipes_asm223469v1 ENSORLG00015000461
oryzias_melastigma ENSOMEG00000004728
kryptolebias_marmoratus ENSKMAG00000019153
hippocampus_comes ENSHCOG00000010916
periophthalmus_magnuspinnatus ENSPMGG00000016100
lepisosteus_oculatus ENSLOCG00000008326
petromyzon_marinus ENSPMAG00000000616
eptatretus_burgeri ENSEBUG00000016850
ciona_intestinalis ENSCING00000018815
