pygocentrus_nattereri ENSPNAG00000023096
astyanax_mexicanus ENSAMXG00000012372
ictalurus_punctatus ENSIPUG00000022871
danio_rerio ENSDARG00000055705
mastacembelus_armatus ENSMAMG00000012640
monopterus_albus ENSMALG00000011090
anabas_testudineus ENSATEG00000015701
anabas_testudineus ENSATEG00000016117
seriola_dumerili ENSSDUG00000013700
seriola_lalandi_dorsalis ENSSLDG00000017041
scophthalmus_maximus ENSSMAG00000011136
gasterosteus_aculeatus ENSGACG00000009246
labrus_bergylta ENSLBEG00000011720
cynoglossus_semilaevis ENSCSEG00000002876
amphiprion_ocellaris ENSAOCG00000011670
amphiprion_percula ENSAPEG00000020981
acanthochromis_polyacanthus ENSAPOG00000013241
stegastes_partitus ENSSPAG00000010270
pundamilia_nyererei ENSPNYG00000011696
haplochromis_burtoni ENSHBUG00000000424
astatotilapia_calliptera ENSACLG00000011439
maylandia_zebra ENSMZEG00005020824
neolamprologus_brichardi ENSNBRG00000019729
oreochromis_niloticus ENSONIG00000016333
amphilophus_citrinellus ENSACIG00000024053
xiphophorus_couchianus ENSXCOG00000018037
xiphophorus_maculatus ENSXMAG00000007139
gambusia_affinis ENSGAFG00000001532
poecilia_formosa ENSPFOG00000006886
poecilia_mexicana ENSPMEG00000012379
poecilia_latipinna ENSPLAG00000010174
poecilia_reticulata ENSPREG00000020574
fundulus_heteroclitus ENSFHEG00000002224
cyprinodon_variegatus ENSCVAG00000002276
kryptolebias_marmoratus ENSKMAG00000005353
oryzias_latipes ENSORLG00000013399
oryzias_latipes_asm223469v1 ENSORLG00015011426
oryzias_latipes ENSORLG00020000190
oryzias_melastigma ENSOMEG00000009118
takifugu_rubripes ENSTRUG00000014416
tetraodon_nigroviridis ENSTNIG00000011562
mola_mola ENSMMOG00000001190
periophthalmus_magnuspinnatus ENSPMGG00000013799
periophthalmus_magnuspinnatus ENSPMGG00000013801
hippocampus_comes ENSHCOG00000018501
hippocampus_comes ENSHCOG00000003748
gadus_morhua ENSGMOG00000007082
esox_lucius ENSELUG00000018187
scleropages_formosus ENSSFOG00015008496
paramormyrops_kingsleyae ENSPKIG00000005082
lepisosteus_oculatus ENSLOCG00000001675
periophthalmus_magnuspinnatus ENSPMGG00000006551
pogona_vitticeps ENSPVIG00000019669
anolis_carolinensis ENSACAG00000010312
notechis_scutatus ENSNSUG00000010299
salvator_merianae ENSSMRG00000005373
sphenodon_punctatus ENSSPUG00000004948
apteryx_haastii ENSAHAG00000002253
apteryx_owenii ENSAOWG00000005589
apteryx_rowi ENSARWG00000015897
dromaius_novaehollandiae ENSDNVG00000008233
nothoprocta_perdicaria ENSNPEG00000000084
lepidothrix_coronata ENSLCOG00000010818
manacus_vitellinus ENSMVIG00005011430
zonotrichia_albicollis ENSZALG00000000297
junco_hyemalis ENSJHYG00000018000
serinus_canaria ENSSCAG00000009170
taeniopygia_guttata ENSTGUG00000013426
lonchura_striata_domestica ENSLSDG00000005764
ficedula_albicollis ENSFALG00000005793
cyanistes_caeruleus ENSCCEG00000015295
parus_major ENSPMJG00000011037
melopsittacus_undulatus ENSMUNG00000005256
calidris_pygmaea ENSCPGG00000009301
calidris_pugnax ENSCPUG00000005016
anas_platyrhynchos_platyrhynchos ENSAPLG00000027299
anas_platyrhynchos_platyrhynchos ENSAPLG00000020203
anser_brachyrhynchus ENSABRG00000009292
gallus_gallus ENSGALG00000029298
meleagris_gallopavo ENSMGAG00000014344
coturnix_japonica ENSCJPG00005017471
