ovis_aries ENSOARG00000007295
capra_hircus ENSCHIG00000011325
bos_taurus ENSBTAG00000054539
bos_mutus ENSBMUG00000004448
bison_bison_bison ENSBBBG00000021266
sus_scrofa ENSSSCG00000035464
ailuropoda_melanoleuca ENSAMEG00000018635
ailuropoda_melanoleuca ENSAMEG00000019527
ursus_americanus ENSUAMG00000026667
ursus_maritimus ENSUMAG00000001730
mustela_putorius_furo ENSMPUG00000019468
neovison_vison ENSNVIG00000000136
canis_lupus_familiaris ENSCAFG00000031450
canis_lupus_dingo ENSCAFG00020019705
vulpes_vulpes ENSVVUG00000016363
felis_catus ENSFCAG00000028427
panthera_pardus ENSPPRG00000017606
equus_caballus ENSECAG00000036089
equus_asinus_asinus ENSEASG00005003266
octodon_degus ENSODEG00000019581
cavia_porcellus ENSCPOG00000023288
fukomys_damarensis ENSFDAG00000000140
spermophilus_dauricus ENSSDAG00000018413
urocitellus_parryii ENSUPAG00010011042
marmota_marmota_marmota ENSMMMG00000022473
cricetulus_griseus_crigri ENSCGRG00000019769
cricetulus_griseus_crigri-picr ENSCGRG00015015725
cricetulus_griseus_chok1gshd ENSCGRG00001012364
mesocricetus_auratus ENSMAUG00000018501
microtus_ochrogaster ENSMOCG00000002640
peromyscus_maniculatus_bairdii ENSPEMG00000002551
meriones_unguiculatus ENSMUGG00000018645
jaculus_jaculus ENSJJAG00000013735
castor_canadensis ENSCCNG00000021600
oryctolagus_cuniculus ENSOCUG00000022936
propithecus_coquereli ENSPCOG00000011342
microcebus_murinus ENSMICG00000037456
prolemur_simus ENSPSMG00000016818
otolemur_garnettii ENSOGAG00000032740
aotus_nancymaae ENSANAG00000025018
saimiri_boliviensis_boliviensis ENSSBOG00000014650
gorilla_gorilla ENSGGOG00000038043
theropithecus_gelada ENSTGEG00000004685
