scophthalmus_maximus ENSSMAG00000013880
cynoglossus_semilaevis ENSCSEG00000017172
seriola_dumerili ENSSDUG00000016585
seriola_lalandi_dorsalis ENSSLDG00000013842
gasterosteus_aculeatus ENSGACG00000003337
labrus_bergylta ENSLBEG00000018847
anabas_testudineus ENSATEG00000009373
mastacembelus_armatus ENSMAMG00000001694
cyprinodon_variegatus ENSCVAG00000006958
fundulus_heteroclitus ENSFHEG00000012856
gambusia_affinis ENSGAFG00000005956
xiphophorus_maculatus ENSXMAG00000009551
poecilia_formosa ENSPFOG00000024784
poecilia_latipinna ENSPLAG00000000165
poecilia_mexicana ENSPMEG00000005709
poecilia_reticulata ENSPREG00000020492
kryptolebias_marmoratus ENSKMAG00000010037
oryzias_latipes ENSORLG00000009347
oryzias_latipes ENSORLG00020013271
oryzias_melastigma ENSOMEG00000006476
astatotilapia_calliptera ENSACLG00000027014
haplochromis_burtoni ENSHBUG00000016727
amphiprion_percula ENSAPEG00000019100
amphiprion_ocellaris ENSAOCG00000001812
acanthochromis_polyacanthus ENSAPOG00000020215
stegastes_partitus ENSSPAG00000003826
hippocampus_comes ENSHCOG00000005090
esox_lucius ENSELUG00000003494
pygocentrus_nattereri ENSPNAG00000020338
astyanax_mexicanus ENSAMXG00000014838
ictalurus_punctatus ENSIPUG00000011207
scleropages_formosus ENSSFOG00015016229
lepisosteus_oculatus ENSLOCG00000002724
