taeniopygia_guttata ENSTGUG00000015300
lepidothrix_coronata ENSLCOG00000003275
castor_canadensis ENSCCNG00000014824
dipodomys_ordii ENSDORG00000007104
microtus_ochrogaster ENSMOCG00000016180
peromyscus_maniculatus_bairdii ENSPEMG00000021800
cricetulus_griseus_chok1gshd ENSCGRG00001001566
cricetulus_griseus_crigri-picr ENSCGRG00015021632
cricetulus_griseus_crigri ENSCGRG00000009745
mesocricetus_auratus ENSMAUG00000008698
meriones_unguiculatus ENSMUGG00000024750
mus_musculus ENSMUSG00000020333
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017198
mus_spicilegus ENSMSIG00000005164
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016356
mus_pahari MGP_PahariEiJ_G0017491
rattus_norvegicus ENSRNOG00000026745
nannospalax_galili ENSNGAG00000017314
jaculus_jaculus ENSJJAG00000011523
chinchilla_lanigera ENSCLAG00000015484
octodon_degus ENSODEG00000007593
cavia_porcellus ENSCPOG00000012748
heterocephalus_glaber_female ENSHGLG00000016429
heterocephalus_glaber_male ENSHGLG00100002493
fukomys_damarensis ENSFDAG00000005918
urocitellus_parryii ENSUPAG00010016234
spermophilus_dauricus ENSSDAG00000020756
marmota_marmota_marmota ENSMMMG00000014713
ictidomys_tridecemlineatus ENSSTOG00000008353
oryctolagus_cuniculus ENSOCUG00000013062
ochotona_princeps ENSOPRG00000011605
cercocebus_atys ENSCATG00000013697
macaca_fascicularis ENSMFAG00000030483
nomascus_leucogenys ENSNLEG00000012574
pan_troglodytes ENSPTRG00000017210
pan_paniscus ENSPPAG00000040311
homo_sapiens ENSG00000164398
pongo_abelii ENSPPYG00000015752
mandrillus_leucophaeus ENSMLEG00000034115
macaca_nemestrina ENSMNEG00000037133
chlorocebus_sabaeus ENSCSAG00000013940
saimiri_boliviensis_boliviensis ENSSBOG00000006212
callithrix_jacchus ENSCJAG00000012835
aotus_nancymaae ENSANAG00000019091
colobus_angolensis_palliatus ENSCANG00000027994
piliocolobus_tephrosceles ENSPTEG00000003845
rhinopithecus_roxellana ENSRROG00000023564
rhinopithecus_bieti ENSRBIG00000029499
papio_anubis ENSPANG00000014592
theropithecus_gelada ENSTGEG00000018472
macaca_mulatta ENSMMUG00000016909
gorilla_gorilla ENSGGOG00000016883
homo_sapiens ENSG00000281938
cebus_capucinus ENSCCAG00000036217
carlito_syrichta ENSTSYG00000001172
prolemur_simus ENSPSMG00000022799
microcebus_murinus ENSMICG00000013984
otolemur_garnettii ENSOGAG00000010449
tupaia_belangeri ENSTBEG00000010694
pteropus_vampyrus ENSPVAG00000009404
myotis_lucifugus ENSMLUG00000015039
equus_asinus_asinus ENSEASG00005016286
equus_caballus ENSECAG00000010126
capra_hircus ENSCHIG00000007360
ovis_aries ENSOARG00000015735
bison_bison_bison ENSBBBG00000001780
bos_mutus ENSBMUG00000015068
bos_taurus ENSBTAG00000019708
tursiops_truncatus ENSTTRG00000006961
sus_scrofa ENSSSCG00000014272
ursus_maritimus ENSUMAG00000006943
ursus_americanus ENSUAMG00000007354
ailuropoda_melanoleuca ENSAMEG00000017615
mustela_putorius_furo ENSMPUG00000011568
neovison_vison ENSNVIG00000018275
canis_lupus_familiaris ENSCAFG00000000799
canis_lupus_dingo ENSCAFG00020013978
vulpes_vulpes ENSVVUG00000024815
panthera_pardus ENSPPRG00000003349
panthera_tigris_altaica ENSPTIG00000010657
felis_catus ENSFCAG00000029469
sorex_araneus ENSSARG00000010453
dasypus_novemcinctus ENSDNOG00000016953
choloepus_hoffmanni ENSCHOG00000009520
procavia_capensis ENSPCAG00000012426
notamacropus_eugenii ENSMEUG00000007672
periophthalmus_magnuspinnatus ENSPMGG00000010428
