pan_paniscus ENSPPAG00000040676
pan_troglodytes ENSPTRG00000030785
homo_sapiens ENSG00000204345
gorilla_gorilla ENSGGOG00000009022
pongo_abelii ENSPPYG00000008793
colobus_angolensis ENSCANG00000042890
piliocolobus_tephrosceles ENSPTEG00000000721
rhinopithecus_bieti ENSRBIG00000034740
rhinopithecus_roxellana ENSRROG00000036601
macaca_fascicularis ENSMFAG00000000921
macaca_nemestrina ENSMNEG00000045430
macaca_mulatta ENSMMUG00000041765
macaca_mulatta ENSMMUG00000064052
theropithecus_gelada ENSTGEG00000027132
mandrillus_leucophaeus ENSMLEG00000029601
cercocebus_atys ENSCATG00000040044
chlorocebus_sabaeus ENSCSAG00000004578
cebus_capucinus ENSCCAG00000035078
propithecus_coquereli ENSPCOG00000022467
microcebus_murinus ENSMICG00000010845
