chinchilla_lanigera ENSCLAG00000015626
octodon_degus ENSODEG00000009413
fukomys_damarensis ENSFDAG00000006566
marmota_marmota_marmota ENSMMMG00000022353
spermophilus_dauricus ENSSDAG00000020695
urocitellus_parryii ENSUPAG00010004095
ictidomys_tridecemlineatus ENSSTOG00000011476
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029972
mus_musculus ENSMUSG00000030158
mus_spicilegus ENSMSIG00000030128
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028928
mus_pahari MGP_PahariEiJ_G0022691
rattus_norvegicus ENSRNOG00000053638
meriones_unguiculatus ENSMUGG00000014338
peromyscus_maniculatus_bairdii ENSPEMG00000017265
microtus_ochrogaster ENSMOCG00000011279
cricetulus_griseus_chok1gshd ENSCGRG00001012103
cricetulus_griseus_crigri-picr ENSCGRG00015025423
cricetulus_griseus_crigri ENSCGRG00000006913
mesocricetus_auratus ENSMAUG00000007078
nannospalax_galili ENSNGAG00000007040
jaculus_jaculus ENSJJAG00000020444
oryctolagus_cuniculus ENSOCUG00000007392
ochotona_princeps ENSOPRG00000009430
microcebus_murinus ENSMICG00000030372
prolemur_simus ENSPSMG00000004156
propithecus_coquereli ENSPCOG00000018377
otolemur_garnettii ENSOGAG00000032709
pan_troglodytes ENSPTRG00000004663
pan_paniscus ENSPPAG00000030399
gorilla_gorilla ENSGGOG00000008840
homo_sapiens ENSG00000256660
macaca_nemestrina ENSMNEG00000035156
macaca_fascicularis ENSMFAG00000001448
macaca_mulatta ENSMMUG00000002954
chlorocebus_sabaeus ENSCSAG00000009196
cercocebus_atys ENSCATG00000029625
theropithecus_gelada ENSTGEG00000003880
papio_anubis ENSPANG00000017403
mandrillus_leucophaeus ENSMLEG00000042978
rhinopithecus_bieti ENSRBIG00000037286
rhinopithecus_roxellana ENSRROG00000030672
colobus_angolensis_palliatus ENSCANG00000018850
piliocolobus_tephrosceles ENSPTEG00000007968
callithrix_jacchus ENSCJAG00000033688
cebus_capucinus ENSCCAG00000033934
saimiri_boliviensis_boliviensis ENSSBOG00000020331
tupaia_belangeri ENSTBEG00000015784
pteropus_vampyrus ENSPVAG00000009405
myotis_lucifugus ENSMLUG00000011672
ursus_maritimus ENSUMAG00000016298
ailuropoda_melanoleuca ENSAMEG00000003934
mustela_putorius_furo ENSMPUG00000006231
neovison_vison ENSNVIG00000010428
canis_lupus_dingo ENSCAFG00020006172
canis_lupus_familiaris ENSCAFG00000013553
vulpes_vulpes ENSVVUG00000005190
panthera_pardus ENSPPRG00000013380
panthera_tigris_altaica ENSPTIG00000010525
felis_catus ENSFCAG00000010384
bos_taurus ENSBTAG00000004293
bos_mutus ENSBMUG00000021036
bison_bison_bison ENSBBBG00000006121
ovis_aries ENSOARG00000021025
capra_hircus ENSCHIG00000011488
sus_scrofa ENSSSCG00000000651
erinaceus_europaeus ENSEEUG00000005553
sorex_araneus ENSSARG00000014075
choloepus_hoffmanni ENSCHOG00000012432
choloepus_hoffmanni ENSCHOG00000005694
dasypus_novemcinctus ENSDNOG00000006505
loxodonta_africana ENSLAFG00000012092
