takifugu_rubripes ENSTRUG00000016053
tetraodon_nigroviridis ENSTNIG00000016318
amphiprion_ocellaris ENSAOCG00000020527
amphiprion_percula ENSAPEG00000008211
acanthochromis_polyacanthus ENSAPOG00000013020
stegastes_partitus ENSSPAG00000012135
labrus_bergylta ENSLBEG00000002915
gasterosteus_aculeatus ENSGACG00000011060
mola_mola ENSMMOG00000015458
seriola_dumerili ENSSDUG00000012904
seriola_lalandi_dorsalis ENSSLDG00000005080
scophthalmus_maximus ENSSMAG00000010546
mastacembelus_armatus ENSMAMG00000016372
monopterus_albus ENSMALG00000010598
anabas_testudineus ENSATEG00000004395
cynoglossus_semilaevis ENSCSEG00000002754
astatotilapia_calliptera ENSACLG00000010402
haplochromis_burtoni ENSHBUG00000013545
pundamilia_nyererei ENSPNYG00000013462
maylandia_zebra ENSMZEG00005015508
neolamprologus_brichardi ENSNBRG00000020393
oreochromis_niloticus ENSONIG00000000476
amphilophus_citrinellus ENSACIG00000017160
oryzias_latipes_asm223469v1 ENSORLG00015023119
oryzias_latipes ENSORLG00000016583
oryzias_latipes ENSORLG00020003599
oryzias_melastigma ENSOMEG00000016823
poecilia_mexicana ENSPMEG00000000922
poecilia_latipinna ENSPLAG00000005847
poecilia_formosa ENSPFOG00000011329
poecilia_reticulata ENSPREG00000011323
xiphophorus_maculatus ENSXMAG00000004423
xiphophorus_couchianus ENSXCOG00000007033
gambusia_affinis ENSGAFG00000004257
cyprinodon_variegatus ENSCVAG00000000679
fundulus_heteroclitus ENSFHEG00000007951
kryptolebias_marmoratus ENSKMAG00000012024
periophthalmus_magnuspinnatus ENSPMGG00000017606
hippocampus_comes ENSHCOG00000007553
gadus_morhua ENSGMOG00000018434
paramormyrops_kingsleyae ENSPKIG00000023116
lepisosteus_oculatus ENSLOCG00000016213
apteryx_haastii ENSAHAG00000006941
apteryx_owenii ENSAOWG00000006626
apteryx_rowi ENSARWG00000017670
dromaius_novaehollandiae ENSDNVG00000008892
nothoprocta_perdicaria ENSNPEG00000007597
anser_brachyrhynchus ENSABRG00000010894
anas_platyrhynchos_platyrhynchos ENSAPLG00000007602
meleagris_gallopavo ENSMGAG00000013037
coturnix_japonica ENSCJPG00005008871
gallus_gallus ENSGALG00000013941
numida_meleagris ENSNMEG00000022017
lepidothrix_coronata ENSLCOG00000016305
manacus_vitellinus ENSMVIG00005017264
lonchura_striata_domestica ENSLSDG00000002747
taeniopygia_guttata ENSTGUG00000010811
serinus_canaria ENSSCAG00000002860
ficedula_albicollis ENSFALG00000012943
junco_hyemalis ENSJHYG00000015103
zonotrichia_albicollis ENSZALG00000010654
parus_major ENSPMJG00000007811
cyanistes_caeruleus ENSCCEG00000015019
calidris_pygmaea ENSCPGG00000000693
calidris_pugnax ENSCPUG00000012411
melopsittacus_undulatus ENSMUNG00000003485
crocodylus_porosus ENSCPRG00005001905
chelonoidis_abingdonii ENSCABG00000010666
gopherus_agassizii ENSGAGG00000023649
chrysemys_picta_bellii ENSCPBG00000017603
pelodiscus_sinensis ENSPSIG00000010619
anolis_carolinensis ENSACAG00000017035
pogona_vitticeps ENSPVIG00000015213
notechis_scutatus ENSNSUG00000009834
salvator_merianae ENSSMRG00000001688
sphenodon_punctatus ENSSPUG00000012259
cricetulus_griseus_chok1gshd ENSCGRG00001021298
cricetulus_griseus_crigri-picr ENSCGRG00015019336
cricetulus_griseus_crigri ENSCGRG00000009766
mesocricetus_auratus ENSMAUG00000015483
peromyscus_maniculatus_bairdii ENSPEMG00000013435
microtus_ochrogaster ENSMOCG00000018081
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015967
mus_spicilegus ENSMSIG00000029540
mus_musculus ENSMUSG00000019990
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015159
mus_pahari MGP_PahariEiJ_G0023779
rattus_norvegicus ENSRNOG00000013436
meriones_unguiculatus ENSMUGG00000021294
nannospalax_galili ENSNGAG00000010650
jaculus_jaculus ENSJJAG00000001518
dipodomys_ordii ENSDORG00000011723
castor_canadensis ENSCCNG00000027145
ictidomys_tridecemlineatus ENSSTOG00000020095
spermophilus_dauricus ENSSDAG00000018544
urocitellus_parryii ENSUPAG00010002707
marmota_marmota_marmota ENSMMMG00000019089
cavia_porcellus ENSCPOG00000035879
cavia_aperea ENSCAPG00000013654
chinchilla_lanigera ENSCLAG00000007039
octodon_degus ENSODEG00000007023
heterocephalus_glaber_male ENSHGLG00100004462
heterocephalus_glaber_female ENSHGLG00000000941
fukomys_damarensis ENSFDAG00000020411
ochotona_princeps ENSOPRG00000001717
otolemur_garnettii ENSOGAG00000009717
tupaia_belangeri ENSTBEG00000014277
vicugna_pacos ENSVPAG00000003920
ursus_americanus ENSUAMG00000006421
procavia_capensis ENSPCAG00000000807
echinops_telfairi ENSETEG00000000135
erinaceus_europaeus ENSEEUG00000004725
sorex_araneus ENSSARG00000006768
pteropus_vampyrus ENSPVAG00000007231
bos_mutus ENSBMUG00000012382
bos_taurus ENSBTAG00000015888
bison_bison_bison ENSBBBG00000006552
capra_hircus ENSCHIG00000026148
ovis_aries ENSOARG00000015035
tursiops_truncatus ENSTTRG00000002534
sus_scrofa ENSSSCG00000004165
ailuropoda_melanoleuca ENSAMEG00000009953
ursus_maritimus ENSUMAG00000024021
neovison_vison ENSNVIG00000018838
canis_lupus_dingo ENSCAFG00020022549
vulpes_vulpes ENSVVUG00000000584
panthera_pardus ENSPPRG00000024077
panthera_tigris_altaica ENSPTIG00000020531
felis_catus ENSFCAG00000029239
pan_paniscus ENSPPAG00000036569
pan_troglodytes ENSPTRG00000018633
gorilla_gorilla ENSGGOG00000014471
nomascus_leucogenys ENSNLEG00000014787
mandrillus_leucophaeus ENSMLEG00000038045
papio_anubis ENSPANG00000015851
theropithecus_gelada ENSTGEG00000015464
macaca_mulatta ENSMMUG00000003708
macaca_nemestrina ENSMNEG00000040328
macaca_fascicularis ENSMFAG00000032923
cercocebus_atys ENSCATG00000039515
chlorocebus_sabaeus ENSCSAG00000016849
rhinopithecus_roxellana ENSRROG00000044535
rhinopithecus_bieti ENSRBIG00000044707
colobus_angolensis_palliatus ENSCANG00000040050
piliocolobus_tephrosceles ENSPTEG00000024020
cebus_capucinus ENSCCAG00000036216
callithrix_jacchus ENSCJAG00000008164
saimiri_boliviensis_boliviensis ENSSBOG00000027341
aotus_nancymaae ENSANAG00000033089
carlito_syrichta ENSTSYG00000004970
propithecus_coquereli ENSPCOG00000027152
microcebus_murinus ENSMICG00000032302
prolemur_simus ENSPSMG00000012399
choloepus_hoffmanni ENSCHOG00000011822
dasypus_novemcinctus ENSDNOG00000041927
equus_caballus ENSECAG00000020846
equus_asinus_asinus ENSEASG00005011165
canis_lupus_familiaris ENSCAFG00000000239
mustela_putorius_furo ENSMPUG00000014824
myotis_lucifugus ENSMLUG00000002323
loxodonta_africana ENSLAFG00000018738
oryctolagus_cuniculus ENSOCUG00000016632
pongo_abelii ENSPPYG00000017030
homo_sapiens ENSG00000171408
notamacropus_eugenii ENSMEUG00000003269
phascolarctos_cinereus ENSPCIG00000026715
sarcophilus_harrisii ENSSHAG00000009844
monodelphis_domestica ENSMODG00000017463
ornithorhynchus_anatinus ENSOANG00000009441
xenopus_tropicalis ENSXETG00000017719
latimeria_chalumnae ENSLACG00000009480
