pygocentrus_nattereri ENSPNAG00000015704
astyanax_mexicanus ENSAMXG00000033271
ictalurus_punctatus ENSIPUG00000019691
danio_rerio ENSDARG00000102792
seriola_dumerili ENSSDUG00000004790
seriola_lalandi_dorsalis ENSSLDG00000023704
cynoglossus_semilaevis ENSCSEG00000017636
mastacembelus_armatus ENSMAMG00000015868
takifugu_rubripes ENSTRUG00000022115
hippocampus_comes ENSHCOG00000003831
scophthalmus_maximus ENSSMAG00000012076
mola_mola ENSMMOG00000008558
anabas_testudineus ENSATEG00000013365
fundulus_heteroclitus ENSFHEG00000018935
poecilia_latipinna ENSPLAG00000021091
oryzias_latipes_asm223469v1 ENSORLG00015021069
oryzias_latipes ENSORLG00000028874
oryzias_latipes ENSORLG00020005811
oryzias_melastigma ENSOMEG00000017596
maylandia_zebra ENSMZEG00005010909
astatotilapia_calliptera ENSACLG00000021746
haplochromis_burtoni ENSHBUG00000010823
pundamilia_nyererei ENSPNYG00000012637
neolamprologus_brichardi ENSNBRG00000016127
amphilophus_citrinellus ENSACIG00000004613
amphiprion_percula ENSAPEG00000024608
amphiprion_ocellaris ENSAOCG00000021467
acanthochromis_polyacanthus ENSAPOG00000020751
stegastes_partitus ENSSPAG00000021742
labrus_bergylta ENSLBEG00000012939
periophthalmus_magnuspinnatus ENSPMGG00000001575
esox_lucius ENSELUG00000010659
scleropages_formosus ENSSFOG00015002998
paramormyrops_kingsleyae ENSPKIG00000021271
