pan_troglodytes ENSPTRG00000022342
pan_paniscus ENSPPAG00000036672
homo_sapiens ENSG00000189326
gorilla_gorilla ENSGGOG00000024051
pongo_abelii ENSPPYG00000020791
nomascus_leucogenys ENSNLEG00000032077
macaca_fascicularis ENSMFAG00000003443
macaca_mulatta ENSMMUG00000004438
macaca_nemestrina ENSMNEG00000028813
papio_anubis ENSPANG00000013571
mandrillus_leucophaeus ENSMLEG00000040886
cercocebus_atys ENSCATG00000035255
theropithecus_gelada ENSTGEG00000005475
chlorocebus_sabaeus ENSCSAG00000007309
piliocolobus_tephrosceles ENSPTEG00000018305
colobus_angolensis_palliatus ENSCANG00000037272
rhinopithecus_roxellana ENSRROG00000042161
callithrix_jacchus ENSCJAG00000043918
