labrus_bergylta ENSLBEG00000025378
gasterosteus_aculeatus ENSGACG00000011594
scophthalmus_maximus ENSSMAG00000013428
cynoglossus_semilaevis ENSCSEG00000003523
seriola_lalandi_dorsalis ENSSLDG00000014897
seriola_dumerili ENSSDUG00000007939
takifugu_rubripes ENSTRUG00000015593
oryzias_latipes ENSORLG00020008284
oryzias_latipes ENSORLG00000010938
oryzias_latipes_asm223469v1 ENSORLG00015014127
oryzias_melastigma ENSOMEG00000009970
periophthalmus_magnuspinnatus ENSPMGG00000011966
monopterus_albus ENSMALG00000008953
poecilia_formosa ENSPFOG00000008279
poecilia_latipinna ENSPLAG00000008649
poecilia_mexicana ENSPMEG00000005968
poecilia_reticulata ENSPREG00000007184
xiphophorus_maculatus ENSXMAG00000012399
gambusia_affinis ENSGAFG00000012988
fundulus_heteroclitus ENSFHEG00000022726
cyprinodon_variegatus ENSCVAG00000008380
kryptolebias_marmoratus ENSKMAG00000004635
maylandia_zebra ENSMZEG00005016251
astatotilapia_calliptera ENSACLG00000020925
pundamilia_nyererei ENSPNYG00000002526
haplochromis_burtoni ENSHBUG00000005072
neolamprologus_brichardi ENSNBRG00000002613
amphilophus_citrinellus ENSACIG00000006948
amphiprion_ocellaris ENSAOCG00000008433
amphiprion_percula ENSAPEG00000006884
acanthochromis_polyacanthus ENSAPOG00000020335
stegastes_partitus ENSSPAG00000003568
hippocampus_comes ENSHCOG00000000136
mastacembelus_armatus ENSMAMG00000019234
anabas_testudineus ENSATEG00000022896
mola_mola ENSMMOG00000016191
gadus_morhua ENSGMOG00000005544
gadus_morhua ENSGMOG00000004721
esox_lucius ENSELUG00000014477
pygocentrus_nattereri ENSPNAG00000019638
astyanax_mexicanus ENSAMXG00000030967
ictalurus_punctatus ENSIPUG00000007726
danio_rerio ENSDARG00000075517
paramormyrops_kingsleyae ENSPKIG00000011515
scleropages_formosus ENSSFOG00015022434
lepisosteus_oculatus ENSLOCG00000000016
anolis_carolinensis ENSACAG00000015573
pogona_vitticeps ENSPVIG00000009312
salvator_merianae ENSSMRG00000002535
petromyzon_marinus ENSPMAG00000001479
