denticeps_clupeoides ENSDCDG00000002067
clupea_harengus ENSCHAG00000021638
astyanax_mexicanus ENSAMXG00000042440
astyanax_mexicanus ENSAMXG00005022510
pygocentrus_nattereri ENSPNAG00000008460
ictalurus_punctatus ENSIPUG00000005191
electrophorus_electricus ENSEEEG00000015713
danio_rerio ENSDARG00000096867
gasterosteus_aculeatus ENSGACG00000020131
tetraodon_nigroviridis ENSTNIG00000008293
cyprinodon_variegatus ENSCVAG00000020014
fundulus_heteroclitus ENSFHEG00000016882
poecilia_mexicana ENSPMEG00000014245
poecilia_formosa ENSPFOG00000008839
poecilia_latipinna ENSPLAG00000008525
xiphophorus_maculatus ENSXMAG00000012164
gambusia_affinis ENSGAFG00000010702
periophthalmus_magnuspinnatus ENSPMGG00000010207
oryzias_latipes ENSORLG00015019608
oryzias_latipes ENSORLG00020021720
oryzias_latipes ENSORLG00000026026
oryzias_melastigma ENSOMEG00000018568
kryptolebias_marmoratus ENSKMAG00000001408
amphiprion_percula ENSAPEG00000022856
stegastes_partitus ENSSPAG00000017106
gouania_willdenowi ENSGWIG00000009828
neolamprologus_brichardi ENSNBRG00000022281
cottoperca_gobio ENSCGOG00000009009
takifugu_rubripes ENSTRUG00000023494
poecilia_reticulata ENSPREG00000012161
mastacembelus_armatus ENSMAMG00000016779
maylandia_zebra ENSMZEG00005017009
astatotilapia_calliptera ENSACLG00000007897
haplochromis_burtoni ENSHBUG00000018846
pundamilia_nyererei ENSPNYG00000018016
amphilophus_citrinellus ENSACIG00000000279
parambassis_ranga ENSPRNG00000014735
betta_splendens ENSBSLG00000022329
cynoglossus_semilaevis ENSCSEG00000017031
labrus_bergylta ENSLBEG00000008839
anabas_testudineus ENSATEG00000014147
seriola_lalandi ENSSLDG00000012157
seriola_dumerili ENSSDUG00000021644
scophthalmus_maximus ENSSMAG00000015622
acanthochromis_polyacanthus ENSAPOG00000004862
amphiprion_ocellaris ENSAOCG00000023420
larimichthys_crocea ENSLCRG00005001014
mola_mola ENSMMOG00000018525
lates_calcarifer ENSLCAG00010003924
monopterus_albus ENSMALG00000009388
gadus_morhua ENSGMOG00000006047
hucho_hucho ENSHHUG00000001560
hucho_hucho ENSHHUG00000051446
esox_lucius ENSELUG00000001021
scleropages_formosus ENSSFOG00015004124
paramormyrops_kingsleyae ENSPKIG00000022652
astyanax_mexicanus ENSAMXG00000035686
astyanax_mexicanus ENSAMXG00005023828
pygocentrus_nattereri ENSPNAG00000026576
danio_rerio ENSDARG00000043667
tetraodon_nigroviridis ENSTNIG00000009714
takifugu_rubripes ENSTRUG00000022608
mola_mola ENSMMOG00000015635
seriola_dumerili ENSSDUG00000006761
stegastes_partitus ENSSPAG00000013045
acanthochromis_polyacanthus ENSAPOG00000003708
amphiprion_ocellaris ENSAOCG00000013153
amphiprion_percula ENSAPEG00000015453
kryptolebias_marmoratus ENSKMAG00000003829
scophthalmus_maximus ENSSMAG00000004463
seriola_lalandi ENSSLDG00000004283
lates_calcarifer ENSLCAG00010004309
larimichthys_crocea ENSLCRG00005015854
mastacembelus_armatus ENSMAMG00000007870
poecilia_mexicana ENSPMEG00000004585
poecilia_formosa ENSPFOG00000021985
xiphophorus_maculatus ENSXMAG00000010707
gambusia_affinis ENSGAFG00000009301
poecilia_reticulata ENSPREG00000018661
cyprinodon_variegatus ENSCVAG00000001579
fundulus_heteroclitus ENSFHEG00000023021
oryzias_latipes ENSORLG00020006149
oryzias_latipes ENSORLG00015001473
oryzias_latipes ENSORLG00000015895
oryzias_melastigma ENSOMEG00000014319
pundamilia_nyererei ENSPNYG00000021943
astatotilapia_calliptera ENSACLG00000007317
maylandia_zebra ENSMZEG00005006019
haplochromis_burtoni ENSHBUG00000012892
amphilophus_citrinellus ENSACIG00000012793
anabas_testudineus ENSATEG00000016718
parambassis_ranga ENSPRNG00000017897
cottoperca_gobio ENSCGOG00000016653
periophthalmus_magnuspinnatus ENSPMGG00000016789
hippocampus_comes ENSHCOG00000015767
paramormyrops_kingsleyae ENSPKIG00000022663
lepisosteus_oculatus ENSLOCG00000008535
erpetoichthys_calabaricus ENSECRG00000021346
vombatus_ursinus ENSVURG00010008732
phascolarctos_cinereus ENSPCIG00000018006
notamacropus_eugenii ENSMEUG00000002837
sarcophilus_harrisii ENSSHAG00000010998
monodelphis_domestica ENSMODG00000012630
loxodonta_africana ENSLAFG00000011050
procavia_capensis ENSPCAG00000014537
propithecus_coquereli ENSPCOG00000004469
prolemur_simus ENSPSMG00000024034
microcebus_murinus ENSMICG00000011720
otolemur_garnettii ENSOGAG00000010726
pan_troglodytes ENSPTRG00000006689
pan_paniscus ENSPPAG00000038455
homo_sapiens ENSG00000165959
gorilla_gorilla ENSGGOG00000011499
pongo_abelii ENSPPYG00000006114
nomascus_leucogenys ENSNLEG00000017325
piliocolobus_tephrosceles ENSPTEG00000008742
colobus_angolensis ENSCANG00000043878
rhinopithecus_bieti ENSRBIG00000040864
rhinopithecus_roxellana ENSRROG00000039386
macaca_fascicularis ENSMFAG00000042801
macaca_mulatta ENSMMUG00000000681
macaca_nemestrina ENSMNEG00000031873
cercocebus_atys ENSCATG00000033619
theropithecus_gelada ENSTGEG00000004951
papio_anubis ENSPANG00000013812
mandrillus_leucophaeus ENSMLEG00000035983
chlorocebus_sabaeus ENSCSAG00000010666
cebus_capucinus ENSCCAG00000036821
saimiri_boliviensis ENSSBOG00000028119
callithrix_jacchus ENSCJAG00000006324
aotus_nancymaae ENSANAG00000037995
heterocephalus_glaber ENSHGLG00100010463
heterocephalus_glaber ENSHGLG00000015763
fukomys_damarensis ENSFDAG00000017101
chinchilla_lanigera ENSCLAG00000015180
octodon_degus ENSODEG00000008945
cavia_porcellus ENSCPOG00000004228
cavia_aperea ENSCAPG00000007580
ictidomys_tridecemlineatus ENSSTOG00000028654
urocitellus_parryii ENSUPAG00010003506
marmota_marmota ENSMMMG00000001419
spermophilus_dauricus ENSSDAG00000011305
castor_canadensis ENSCCNG00000020741
dipodomys_ordii ENSDORG00000009724
mus_musculus ENSMUSG00000021097
mus_spicilegus ENSMSIG00000012135
mus_spretus MGP_SPRETEiJ_G0018929
mus_caroli MGP_CAROLIEiJ_G0018079
mus_pahari MGP_PahariEiJ_G0029838
rattus_norvegicus ENSRNOG00000011044
meriones_unguiculatus ENSMUGG00000014758
cricetulus_griseus ENSCGRG00015015779
cricetulus_griseus ENSCGRG00001020138
cricetulus_griseus ENSCGRG00000012644
mesocricetus_auratus ENSMAUG00000019107
microtus_ochrogaster ENSMOCG00000016259
peromyscus_maniculatus ENSPEMG00000016651
nannospalax_galili ENSNGAG00000005016
ochotona_princeps ENSOPRG00000014738
oryctolagus_cuniculus ENSOCUG00000010870
tupaia_belangeri ENSTBEG00000007558
bos_indicus ENSBIXG00000014363
bos_taurus ENSBTAG00000019916
bos_indicus ENSBIXG00005017747
bos_mutus ENSBMUG00000020572
capra_hircus ENSCHIG00000020103
ovis_aries ENSOARG00000015720
tursiops_truncatus ENSTTRG00000004197
sus_scrofa ENSSSCG00000002494
vicugna_pacos ENSVPAG00000006818
pteropus_vampyrus ENSPVAG00000004814
myotis_lucifugus ENSMLUG00000004004
ursus_americanus ENSUAMG00000013959
ursus_maritimus ENSUMAG00000002865
ailuropoda_melanoleuca ENSAMEG00000006511
mustela_putorius ENSMPUG00000003125
neovison_vison ENSNVIG00000005325
canis_lupus ENSCAFG00000017709
canis_lupus ENSCAFG00020014245
vulpes_vulpes ENSVVUG00000018891
felis_catus ENSFCAG00000012092
equus_asinus ENSEASG00005021492
equus_caballus ENSECAG00000011365
carlito_syrichta ENSTSYG00000031561
echinops_telfairi ENSETEG00000007668
dasypus_novemcinctus ENSDNOG00000043557
choloepus_hoffmanni ENSCHOG00000009605
ornithorhynchus_anatinus ENSOANG00000012033
gopherus_agassizii ENSGAGG00000020334
chelonoidis_abingdonii ENSCABG00000008876
chrysemys_picta ENSCPBG00000009897
pelodiscus_sinensis ENSPSIG00000011425
crocodylus_porosus ENSCPRG00005009308
apteryx_haastii ENSAHAG00000010583
apteryx_owenii ENSAOWG00000013882
apteryx_rowi ENSARWG00000017245
dromaius_novaehollandiae ENSDNVG00000011948
nothoprocta_perdicaria ENSNPEG00000005265
taeniopygia_guttata ENSTGUG00000012669
lonchura_striata ENSLSDG00000007871
junco_hyemalis ENSJHYG00000004058
zonotrichia_albicollis ENSZALG00000003802
serinus_canaria ENSSCAG00000007534
parus_major ENSPMJG00000016967
cyanistes_caeruleus ENSCCEG00000017628
ficedula_albicollis ENSFALG00000002531
manacus_vitellinus ENSMVIG00005006039
lepidothrix_coronata ENSLCOG00000001178
melopsittacus_undulatus ENSMUNG00000001050
calidris_pugnax ENSCPUG00000001813
calidris_pygmaea ENSCPGG00000008255
anser_brachyrhynchus ENSABRG00000004195
anas_platyrhynchos ENSAPLG00000012967
gallus_gallus ENSGALG00000030719
meleagris_gallopavo ENSMGAG00000013212
coturnix_japonica ENSCJPG00005002506
numida_meleagris ENSNMEG00000010832
anolis_carolinensis ENSACAG00000013223
pogona_vitticeps ENSPVIG00000024679
notechis_scutatus ENSNSUG00000009291
salvator_merianae ENSSMRG00000013840
panthera_pardus ENSPPRG00000014835
canis_lupus ENSCAFG00020014243
bison_bison ENSBBBG00000022715
nannospalax_galili ENSNGAG00000002700
jaculus_jaculus ENSJJAG00000023475
sphenodon_punctatus ENSSPUG00000016171
notechis_scutatus ENSNSUG00000009292
xenopus_tropicalis ENSXETG00000018745
latimeria_chalumnae ENSLACG00000022578
callorhinchus_milii ENSCMIG00000014108
