caenorhabditis_elegans_strain_n2 WBGene00018955
drosophila_melanogaster FBgn0031068
chelonoidis_abingdonii ENSCABG00000020842
gopherus_agassizii ENSGAGG00000024035
chrysemys_picta_bellii ENSCPBG00000000392
pelodiscus_sinensis ENSPSIG00000008341
apteryx_haastii ENSAHAG00000013131
apteryx_rowi ENSARWG00000003003
apteryx_owenii ENSAOWG00000004064
dromaius_novaehollandiae ENSDNVG00000013508
nothoprocta_perdicaria ENSNPEG00000014261
gallus_gallus ENSGALG00000005579
coturnix_japonica ENSCJPG00005005619
numida_meleagris ENSNMEG00000012093
calidris_pygmaea ENSCPGG00000014680
calidris_pugnax ENSCPUG00000012204
melopsittacus_undulatus ENSMUNG00000013965
anas_platyrhynchos_platyrhynchos ENSAPLG00000026677
anser_brachyrhynchus ENSABRG00000014055
parus_major ENSPMJG00000017654
cyanistes_caeruleus ENSCCEG00000023152
taeniopygia_guttata ENSTGUG00000006583
taeniopygia_guttata ENSTGUG00000016046
lonchura_striata_domestica ENSLSDG00000010566
serinus_canaria ENSSCAG00000006086
junco_hyemalis ENSJHYG00000004035
zonotrichia_albicollis ENSZALG00000002993
ficedula_albicollis ENSFALG00000003448
lepidothrix_coronata ENSLCOG00000012636
manacus_vitellinus ENSMVIG00005006977
crocodylus_porosus ENSCPRG00005014852
apteryx_rowi ENSARWG00000003004
apteryx_haastii ENSAHAG00000013140
dromaius_novaehollandiae ENSDNVG00000013503
nothoprocta_perdicaria ENSNPEG00000014262
crocodylus_porosus ENSCPRG00005014855
chelonoidis_abingdonii ENSCABG00000020843
gopherus_agassizii ENSGAGG00000024034
chrysemys_picta_bellii ENSCPBG00000000320
notechis_scutatus ENSNSUG00000015488
anolis_carolinensis ENSACAG00000012106
salvator_merianae ENSSMRG00000016939
pogona_vitticeps ENSPVIG00000017918
salvator_merianae ENSSMRG00000016940
sphenodon_punctatus ENSSPUG00000012920
chrysemys_picta_bellii ENSCPBG00000003288
phascolarctos_cinereus ENSPCIG00000021815
notamacropus_eugenii ENSMEUG00000014862
monodelphis_domestica ENSMODG00000016068
sarcophilus_harrisii ENSSHAG00000015452
microtus_ochrogaster ENSMOCG00000003379
peromyscus_maniculatus_bairdii ENSPEMG00000024300
cricetulus_griseus_chok1gshd ENSCGRG00001023595
cricetulus_griseus_crigri-picr ENSCGRG00015013912
cricetulus_griseus_crigri ENSCGRG00000014349
mesocricetus_auratus ENSMAUG00000001778
mus_musculus ENSMUSG00000040888
mus_spicilegus ENSMSIG00000008048
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022108
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021197
mus_pahari MGP_PahariEiJ_G0023514
rattus_norvegicus ENSRNOG00000058498
rattus_norvegicus ENSRNOG00000013370
meriones_unguiculatus ENSMUGG00000025647
nannospalax_galili ENSNGAG00000024200
jaculus_jaculus ENSJJAG00000002661
castor_canadensis ENSCCNG00000031442
heterocephalus_glaber_female ENSHGLG00000002198
heterocephalus_glaber_male ENSHGLG00100008924
fukomys_damarensis ENSFDAG00000012562
cavia_porcellus ENSCPOG00000011642
cavia_aperea ENSCAPG00000016597
octodon_degus ENSODEG00000014439
chinchilla_lanigera ENSCLAG00000013056
spermophilus_dauricus ENSSDAG00000012964
marmota_marmota_marmota ENSMMMG00000010878
urocitellus_parryii ENSUPAG00010016968
ictidomys_tridecemlineatus ENSSTOG00000023807
ochotona_princeps ENSOPRG00000015593
propithecus_coquereli ENSPCOG00000014504
prolemur_simus ENSPSMG00000024165
microcebus_murinus ENSMICG00000027083
otolemur_garnettii ENSOGAG00000016907
callithrix_jacchus ENSCJAG00000045500
cebus_capucinus ENSCCAG00000012276
saimiri_boliviensis_boliviensis ENSSBOG00000034588
aotus_nancymaae ENSANAG00000034502
gorilla_gorilla ENSGGOG00000006835
homo_sapiens ENSG00000127554
pan_troglodytes ENSPTRG00000045515
pan_paniscus ENSPPAG00000019230
pongo_abelii ENSPPYG00000006980
macaca_nemestrina ENSMNEG00000044314
macaca_mulatta ENSMMUG00000044559
macaca_fascicularis ENSMFAG00000039787
papio_anubis ENSPANG00000000514
theropithecus_gelada ENSTGEG00000003607
chlorocebus_sabaeus ENSCSAG00000011153
rhinopithecus_bieti ENSRBIG00000035198
rhinopithecus_roxellana ENSRROG00000039639
piliocolobus_tephrosceles ENSPTEG00000034150
mandrillus_leucophaeus ENSMLEG00000015681
colobus_angolensis_palliatus ENSCANG00000038263
nomascus_leucogenys ENSNLEG00000008975
ursus_americanus ENSUAMG00000022857
ailuropoda_melanoleuca ENSAMEG00000017675
canis_lupus_familiaris ENSCAFG00000019461
canis_lupus_dingo ENSCAFG00020026319
vulpes_vulpes ENSVVUG00000009553
panthera_pardus ENSPPRG00000023925
panthera_tigris_altaica ENSPTIG00000011023
felis_catus ENSFCAG00000008479
neovison_vison ENSNVIG00000022204
mustela_putorius_furo ENSMPUG00000015534
pteropus_vampyrus ENSPVAG00000016715
vicugna_pacos ENSVPAG00000004493
erinaceus_europaeus ENSEEUG00000002667
equus_asinus_asinus ENSEASG00005004659
equus_caballus ENSECAG00000036054
procavia_capensis ENSPCAG00000002339
bos_taurus ENSBTAG00000017631
bos_mutus ENSBMUG00000017765
ovis_aries ENSOARG00000017165
capra_hircus ENSCHIG00000006049
tursiops_truncatus ENSTTRG00000011400
sus_scrofa ENSSSCG00000008035
echinops_telfairi ENSETEG00000008577
ursus_maritimus ENSUMAG00000022251
myotis_lucifugus ENSMLUG00000030630
carlito_syrichta ENSTSYG00000029430
dipodomys_ordii ENSDORG00000025553
loxodonta_africana ENSLAFG00000028685
dasypus_novemcinctus ENSDNOG00000034791
xenopus_tropicalis ENSXETG00000005771
latimeria_chalumnae ENSLACG00000010956
astyanax_mexicanus ENSAMXG00000010225
pygocentrus_nattereri ENSPNAG00000023159
ictalurus_punctatus ENSIPUG00000016666
danio_rerio ENSDARG00000070061
seriola_dumerili ENSSDUG00000001736
seriola_lalandi_dorsalis ENSSLDG00000020931
gasterosteus_aculeatus ENSGACG00000014261
anabas_testudineus ENSATEG00000005389
monopterus_albus ENSMALG00000017695
mastacembelus_armatus ENSMAMG00000004839
amphiprion_ocellaris ENSAOCG00000022103
amphiprion_percula ENSAPEG00000001380
acanthochromis_polyacanthus ENSAPOG00000007909
