amphiprion_ocellaris ENSAOCG00000022555
amphiprion_percula ENSAPEG00000008037
acanthochromis_polyacanthus ENSAPOG00000019477
stegastes_partitus ENSSPAG00000008895
fundulus_heteroclitus ENSFHEG00000003924
cyprinodon_variegatus ENSCVAG00000004492
poecilia_latipinna ENSPLAG00000023352
poecilia_latipinna ENSPLAG00000021482
poecilia_formosa ENSPFOG00000020978
poecilia_formosa ENSPFOG00000020979
poecilia_mexicana ENSPMEG00000022457
poecilia_reticulata ENSPREG00000022417
xiphophorus_maculatus ENSXMAG00000019594
xiphophorus_couchianus ENSXCOG00000015336
takifugu_rubripes ENSTRUG00000017763
tetraodon_nigroviridis ENSTNIG00000008691
periophthalmus_magnuspinnatus ENSPMGG00000004552
periophthalmus_magnuspinnatus ENSPMGG00000004546
cynoglossus_semilaevis ENSCSEG00000001403
oryzias_latipes ENSORLG00000013458
oryzias_latipes ENSORLG00020002917
oryzias_melastigma ENSOMEG00000001070
kryptolebias_marmoratus ENSKMAG00000021819
mastacembelus_armatus ENSMAMG00000012792
monopterus_albus ENSMALG00000010429
anabas_testudineus ENSATEG00000021870
maylandia_zebra ENSMZEG00005019525
pundamilia_nyererei ENSPNYG00000000348
haplochromis_burtoni ENSHBUG00000013911
astatotilapia_calliptera ENSACLG00000012691
neolamprologus_brichardi ENSNBRG00000001784
oreochromis_niloticus ENSONIG00000020459
amphilophus_citrinellus ENSACIG00000019237
labrus_bergylta ENSLBEG00000017554
seriola_dumerili ENSSDUG00000010902
seriola_lalandi_dorsalis ENSSLDG00000025262
hippocampus_comes ENSHCOG00000008349
esox_lucius ENSELUG00000004623
pygocentrus_nattereri ENSPNAG00000022381
astyanax_mexicanus ENSAMXG00000038497
ictalurus_punctatus ENSIPUG00000002227
danio_rerio ENSDARG00000087782
scleropages_formosus ENSSFOG00015009935
paramormyrops_kingsleyae ENSPKIG00000011701
esox_lucius ENSELUG00000012766
lepisosteus_oculatus ENSLOCG00000018162
pteropus_vampyrus ENSPVAG00000017896
myotis_lucifugus ENSMLUG00000000407
ursus_americanus ENSUAMG00000025864
ursus_maritimus ENSUMAG00000004836
ailuropoda_melanoleuca ENSAMEG00000019059
vulpes_vulpes ENSVVUG00000017495
vulpes_vulpes ENSVVUG00000021547
canis_lupus_dingo ENSCAFG00020019962
canis_lupus_familiaris ENSCAFG00000032187
panthera_pardus ENSPPRG00000019341
panthera_tigris_altaica ENSPTIG00000007376
felis_catus ENSFCAG00000001944
tursiops_truncatus ENSTTRG00000004603
vicugna_pacos ENSVPAG00000009925
sus_scrofa ENSSSCG00000004902
equus_caballus ENSECAG00000006196
equus_asinus_asinus ENSEASG00005002679
castor_canadensis ENSCCNG00000009302
dipodomys_ordii ENSDORG00000030100
mus_musculus ENSMUSG00000047496
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015286
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014482
mus_pahari MGP_PahariEiJ_G0027716
rattus_norvegicus ENSRNOG00000014859
meriones_unguiculatus ENSMUGG00000019616
cricetulus_griseus_crigri ENSCGRG00000003011
cricetulus_griseus_chok1gshd ENSCGRG00001008692
cricetulus_griseus_crigri-picr ENSCGRG00015018826
mesocricetus_auratus ENSMAUG00000017238
peromyscus_maniculatus_bairdii ENSPEMG00000026843
microtus_ochrogaster ENSMOCG00000020478
nannospalax_galili ENSNGAG00000017085
jaculus_jaculus ENSJJAG00000005839
cavia_porcellus ENSCPOG00000038755
cavia_aperea ENSCAPG00000006316
octodon_degus ENSODEG00000019242
chinchilla_lanigera ENSCLAG00000007146
heterocephalus_glaber_female ENSHGLG00000019011
heterocephalus_glaber_male ENSHGLG00100003244
fukomys_damarensis ENSFDAG00000016656
spermophilus_dauricus ENSSDAG00000000555
ictidomys_tridecemlineatus ENSSTOG00000005738
marmota_marmota_marmota ENSMMMG00000003718
tupaia_belangeri ENSTBEG00000017426
cercocebus_atys ENSCATG00000008717
papio_anubis ENSPANG00000018854
theropithecus_gelada ENSTGEG00000001063
macaca_nemestrina ENSMNEG00000000755
macaca_fascicularis ENSMFAG00000033578
chlorocebus_sabaeus ENSCSAG00000019509
macaca_mulatta ENSMMUG00000002431
mandrillus_leucophaeus ENSMLEG00000003858
rhinopithecus_roxellana ENSRROG00000013967
rhinopithecus_bieti ENSRBIG00000030184
colobus_angolensis_palliatus ENSCANG00000004398
piliocolobus_tephrosceles ENSPTEG00000028955
pan_troglodytes ENSPTRG00000047926
pan_paniscus ENSPPAG00000032380
homo_sapiens ENSG00000176641
pongo_abelii ENSPPYG00000009202
nomascus_leucogenys ENSNLEG00000029429
colobus_angolensis_palliatus ENSCANG00000035838
piliocolobus_tephrosceles ENSPTEG00000002518
rhinopithecus_bieti ENSRBIG00000027812
rhinopithecus_roxellana ENSRROG00000032618
mandrillus_leucophaeus ENSMLEG00000042007
papio_anubis ENSPANG00000034562
macaca_mulatta ENSMMUG00000041998
pan_troglodytes ENSPTRG00000046654
pan_paniscus ENSPPAG00000031342
nomascus_leucogenys ENSNLEG00000028615
saimiri_boliviensis_boliviensis ENSSBOG00000019756
callithrix_jacchus ENSCJAG00000040526
cebus_capucinus ENSCCAG00000017842
aotus_nancymaae ENSANAG00000009411
carlito_syrichta ENSTSYG00000014241
prolemur_simus ENSPSMG00000023505
propithecus_coquereli ENSPCOG00000011226
otolemur_garnettii ENSOGAG00000005860
bos_taurus ENSBTAG00000050028
bison_bison_bison ENSBBBG00000007322
capra_hircus ENSCHIG00000011340
oryctolagus_cuniculus ENSOCUG00000017018
choloepus_hoffmanni ENSCHOG00000009730
dasypus_novemcinctus ENSDNOG00000036746
loxodonta_africana ENSLAFG00000007283
procavia_capensis ENSPCAG00000016802
phascolarctos_cinereus ENSPCIG00000012114
notamacropus_eugenii ENSMEUG00000013004
sarcophilus_harrisii ENSSHAG00000012825
monodelphis_domestica ENSMODG00000025062
anolis_carolinensis ENSACAG00000011557
notechis_scutatus ENSNSUG00000018873
pogona_vitticeps ENSPVIG00000014271
salvator_merianae ENSSMRG00000008881
sphenodon_punctatus ENSSPUG00000006686
apteryx_haastii ENSAHAG00000007244
apteryx_owenii ENSAOWG00000013439
apteryx_rowi ENSARWG00000017838
nothoprocta_perdicaria ENSNPEG00000011262
calidris_pugnax ENSCPUG00000015830
calidris_pygmaea ENSCPGG00000005129
coturnix_japonica ENSCJPG00005015648
meleagris_gallopavo ENSMGAG00000015415
gallus_gallus ENSGALG00000028822
numida_meleagris ENSNMEG00000004888
anas_platyrhynchos_platyrhynchos ENSAPLG00000012020
anser_brachyrhynchus ENSABRG00000012241
melopsittacus_undulatus ENSMUNG00000003742
parus_major ENSPMJG00000001735
cyanistes_caeruleus ENSCCEG00000009839
lonchura_striata_domestica ENSLSDG00000010107
zonotrichia_albicollis ENSZALG00000013638
junco_hyemalis ENSJHYG00000009060
serinus_canaria ENSSCAG00000002574
ficedula_albicollis ENSFALG00000014751
lepidothrix_coronata ENSLCOG00000010923
manacus_vitellinus ENSMVIG00005015077
chelonoidis_abingdonii ENSCABG00000021789
gopherus_agassizii ENSGAGG00000007566
chrysemys_picta_bellii ENSCPBG00000026620
pelodiscus_sinensis ENSPSIG00000001833
crocodylus_porosus ENSCPRG00005016639
ornithorhynchus_anatinus ENSOANG00000015691
latimeria_chalumnae ENSLACG00000001793
