lonchura_striata_domestica ENSLSDG00000013592
serinus_canaria ENSSCAG00000000933
parus_major ENSPMJG00000016211
cyanistes_caeruleus ENSCCEG00000016080
manacus_vitellinus ENSMVIG00005010271
lepidothrix_coronata ENSLCOG00000003713
calidris_pygmaea ENSCPGG00000009152
calidris_pugnax ENSCPUG00000018487
melopsittacus_undulatus ENSMUNG00000015893
apteryx_haastii ENSAHAG00000006208
apteryx_rowi ENSARWG00000004600
dromaius_novaehollandiae ENSDNVG00000014984
nothoprocta_perdicaria ENSNPEG00000008515
crocodylus_porosus ENSCPRG00005004371
chelonoidis_abingdonii ENSCABG00000004329
chrysemys_picta_bellii ENSCPBG00000025484
gopherus_agassizii ENSGAGG00000016887
pogona_vitticeps ENSPVIG00000005411
anolis_carolinensis ENSACAG00000024061
salvator_merianae ENSSMRG00000012307
choloepus_hoffmanni ENSCHOG00000013606
dasypus_novemcinctus ENSDNOG00000036090
heterocephalus_glaber_female ENSHGLG00000019539
heterocephalus_glaber_male ENSHGLG00100000089
fukomys_damarensis ENSFDAG00000013753
cavia_porcellus ENSCPOG00000001365
urocitellus_parryii ENSUPAG00010013568
spermophilus_dauricus ENSSDAG00000016418
marmota_marmota_marmota ENSMMMG00000002130
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022856
mus_musculus ENSMUSG00000039097
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023774
mus_spicilegus ENSMSIG00000025309
mus_pahari MGP_PahariEiJ_G0014349
rattus_norvegicus ENSRNOG00000060867
meriones_unguiculatus ENSMUGG00000016209
peromyscus_maniculatus_bairdii ENSPEMG00000022594
microtus_ochrogaster ENSMOCG00000012108
cricetulus_griseus_crigri-picr ENSCGRG00015022291
cricetulus_griseus_crigri ENSCGRG00000001900
cricetulus_griseus_crigri-picr ENSCGRG00015022289
cricetulus_griseus_crigri ENSCGRG00000004168
cricetulus_griseus_chok1gshd ENSCGRG00001012115
mesocricetus_auratus ENSMAUG00000008598
jaculus_jaculus ENSJJAG00000013838
castor_canadensis ENSCCNG00000013663
oryctolagus_cuniculus ENSOCUG00000008103
oryctolagus_cuniculus ENSOCUG00000027403
oryctolagus_cuniculus ENSOCUG00000026316
oryctolagus_cuniculus ENSOCUG00000027934
oryctolagus_cuniculus ENSOCUG00000025640
microcebus_murinus ENSMICG00000043730
propithecus_coquereli ENSPCOG00000016254
prolemur_simus ENSPSMG00000024791
otolemur_garnettii ENSOGAG00000009500
pan_troglodytes ENSPTRG00000050353
pan_paniscus ENSPPAG00000029999
homo_sapiens ENSG00000107018
gorilla_gorilla ENSGGOG00000005891
nomascus_leucogenys ENSNLEG00000008986
pan_paniscus ENSPPAG00000025312
pan_troglodytes ENSPTRG00000045482
homo_sapiens ENSG00000107014
gorilla_gorilla ENSGGOG00000026430
nomascus_leucogenys ENSNLEG00000008980
piliocolobus_tephrosceles ENSPTEG00000002335
colobus_angolensis_palliatus ENSCANG00000039888
rhinopithecus_bieti ENSRBIG00000039175
rhinopithecus_roxellana ENSRROG00000043610
mandrillus_leucophaeus ENSMLEG00000039515
cercocebus_atys ENSCATG00000039089
macaca_fascicularis ENSMFAG00000044158
macaca_mulatta ENSMMUG00000047971
macaca_nemestrina ENSMNEG00000045554
papio_anubis ENSPANG00000025168
theropithecus_gelada ENSTGEG00000020849
chlorocebus_sabaeus ENSCSAG00000008867
cebus_capucinus ENSCCAG00000037543
saimiri_boliviensis_boliviensis ENSSBOG00000015360
callithrix_jacchus ENSCJAG00000038187
aotus_nancymaae ENSANAG00000023659
gorilla_gorilla ENSGGOG00000036799
pan_troglodytes ENSPTRG00000020750
homo_sapiens ENSG00000120211
pongo_abelii ENSPPYG00000019241
nomascus_leucogenys ENSNLEG00000008978
pongo_abelii ENSPPYG00000019240
macaca_fascicularis ENSMFAG00000042244
macaca_mulatta ENSMMUG00000018411
macaca_nemestrina ENSMNEG00000038309
cercocebus_atys ENSCATG00000040894
papio_anubis ENSPANG00000025167
theropithecus_gelada ENSTGEG00000020872
mandrillus_leucophaeus ENSMLEG00000034989
chlorocebus_sabaeus ENSCSAG00000008859
rhinopithecus_roxellana ENSRROG00000041221
rhinopithecus_bieti ENSRBIG00000027959
colobus_angolensis_palliatus ENSCANG00000040569
mustela_putorius_furo ENSMPUG00000004961
neovison_vison ENSNVIG00000021190
ursus_americanus ENSUAMG00000015650
ailuropoda_melanoleuca ENSAMEG00000009780
canis_lupus_dingo ENSCAFG00020005012
canis_lupus_familiaris ENSCAFG00000002115
vulpes_vulpes ENSVVUG00000007360
panthera_tigris_altaica ENSPTIG00000016439
panthera_pardus ENSPPRG00000005465
felis_catus ENSFCAG00000011471
equus_asinus_asinus ENSEASG00005010659
equus_caballus ENSECAG00000013020
pteropus_vampyrus ENSPVAG00000000254
myotis_lucifugus ENSMLUG00000009569
sorex_araneus ENSSARG00000004245
sorex_araneus ENSSARG00000010511
tursiops_truncatus ENSTTRG00000011584
sus_scrofa ENSSSCG00000005216
vicugna_pacos ENSVPAG00000008535
loxodonta_africana ENSLAFG00000017411
procavia_capensis ENSPCAG00000013639
ursus_maritimus ENSUMAG00000016724
ursus_americanus ENSUAMG00000007030
ailuropoda_melanoleuca ENSAMEG00000009778
mustela_putorius_furo ENSMPUG00000004968
neovison_vison ENSNVIG00000021192
canis_lupus_familiaris ENSCAFG00000002113
canis_lupus_dingo ENSCAFG00020005010
