vombatus_ursinus ENSVURG00010001363
phascolarctos_cinereus ENSPCIG00000023777
notamacropus_eugenii ENSMEUG00000012859
sarcophilus_harrisii ENSSHAG00000014060
monodelphis_domestica ENSMODG00000017567
dipodomys_ordii ENSDORG00000006859
castor_canadensis ENSCCNG00000014483
peromyscus_maniculatus ENSPEMG00000014561
microtus_ochrogaster ENSMOCG00000019723
cricetulus_griseus ENSCGRG00015011369
cricetulus_griseus ENSCGRG00001010363
cricetulus_griseus ENSCGRG00000002756
mesocricetus_auratus ENSMAUG00000013698
mus_spretus MGP_SPRETEiJ_G0018581
mus_musculus ENSMUSG00000020953
mus_spicilegus ENSMSIG00000003151
mus_caroli MGP_CAROLIEiJ_G0017735
mus_pahari MGP_PahariEiJ_G0029491
rattus_norvegicus ENSRNOG00000005286
meriones_unguiculatus ENSMUGG00000022756
nannospalax_galili ENSNGAG00000000675
jaculus_jaculus ENSJJAG00000019025
oryctolagus_cuniculus ENSOCUG00000012042
ochotona_princeps ENSOPRG00000012922
otolemur_garnettii ENSOGAG00000004695
homo_sapiens ENSG00000100473
gorilla_gorilla ENSGGOG00000025198
pan_paniscus ENSPPAG00000042223
pan_troglodytes ENSPTRG00000006237
pongo_abelii ENSPPYG00000005721
nomascus_leucogenys ENSNLEG00000015841
theropithecus_gelada ENSTGEG00000000718
cercocebus_atys ENSCATG00000007110
mandrillus_leucophaeus ENSMLEG00000041242
papio_anubis ENSPANG00000011160
macaca_mulatta ENSMMUG00000011514
macaca_fascicularis ENSMFAG00000043586
macaca_nemestrina ENSMNEG00000031522
chlorocebus_sabaeus ENSCSAG00000015743
colobus_angolensis ENSCANG00000039809
piliocolobus_tephrosceles ENSPTEG00000023620
rhinopithecus_bieti ENSRBIG00000024567
rhinopithecus_roxellana ENSRROG00000032576
callithrix_jacchus ENSCJAG00000005886
saimiri_boliviensis ENSSBOG00000011793
cebus_capucinus ENSCCAG00000024866
aotus_nancymaae ENSANAG00000029746
carlito_syrichta ENSTSYG00000000628
microcebus_murinus ENSMICG00000003344
propithecus_coquereli ENSPCOG00000023301
prolemur_simus ENSPSMG00000005691
chinchilla_lanigera ENSCLAG00000011067
octodon_degus ENSODEG00000004531
cavia_porcellus ENSCPOG00000015577
cavia_aperea ENSCAPG00000011782
heterocephalus_glaber ENSHGLG00100017262
heterocephalus_glaber ENSHGLG00000002211
fukomys_damarensis ENSFDAG00000014847
urocitellus_parryii ENSUPAG00010012392
marmota_marmota ENSMMMG00000009368
ictidomys_tridecemlineatus ENSSTOG00000000556
spermophilus_dauricus ENSSDAG00000000542
tupaia_belangeri ENSTBEG00000000699
pteropus_vampyrus ENSPVAG00000017157
myotis_lucifugus ENSMLUG00000011622
ursus_americanus ENSUAMG00000009613
ursus_maritimus ENSUMAG00000006665
