monodelphis_domestica ENSMODG00000010826
phascolarctos_cinereus ENSPCIG00000022375
ictidomys_tridecemlineatus ENSSTOG00000020766
marmota_marmota_marmota ENSMMMG00000013117
spermophilus_dauricus ENSSDAG00000020158
urocitellus_parryii ENSUPAG00010020850
octodon_degus ENSODEG00000003747
chinchilla_lanigera ENSCLAG00000014624
cavia_porcellus ENSCPOG00000030836
heterocephalus_glaber_female ENSHGLG00000010946
heterocephalus_glaber_male ENSHGLG00100014726
fukomys_damarensis ENSFDAG00000020612
castor_canadensis ENSCCNG00000026536
dipodomys_ordii ENSDORG00000004489
meriones_unguiculatus ENSMUGG00000015818
meriones_unguiculatus ENSMUGG00000008149
mus_musculus ENSMUSG00000054428
mus_spicilegus ENSMSIG00000009020
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027549
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026568
mus_pahari MGP_PahariEiJ_G0028901
rattus_norvegicus ENSRNOG00000013300
cricetulus_griseus_crigri ENSCGRG00000014378
cricetulus_griseus_crigri-picr ENSCGRG00015015629
cricetulus_griseus_chok1gshd ENSCGRG00001023397
cricetulus_griseus_crigri-picr ENSCGRG00015020868
mesocricetus_auratus ENSMAUG00000007937
microtus_ochrogaster ENSMOCG00000002419
peromyscus_maniculatus_bairdii ENSPEMG00000025196
nannospalax_galili ENSNGAG00000020924
jaculus_jaculus ENSJJAG00000010517
oryctolagus_cuniculus ENSOCUG00000017932
oryctolagus_cuniculus ENSOCUG00000001211
oryctolagus_cuniculus ENSOCUG00000022825
ochotona_princeps ENSOPRG00000012668
tupaia_belangeri ENSTBEG00000002063
pan_paniscus ENSPPAG00000043083
pan_troglodytes ENSPTRG00000000428
gorilla_gorilla ENSGGOG00000000822
homo_sapiens ENSG00000130770
pongo_abelii ENSPPYG00000001644
nomascus_leucogenys ENSNLEG00000032433
macaca_nemestrina ENSMNEG00000020230
papio_anubis ENSPANG00000003459
macaca_mulatta ENSMMUG00000018678
macaca_fascicularis ENSMFAG00000037657
papio_anubis ENSPANG00000018327
chlorocebus_sabaeus ENSCSAG00000019539
theropithecus_gelada ENSTGEG00000009508
theropithecus_gelada ENSTGEG00000016949
theropithecus_gelada ENSTGEG00000016930
chlorocebus_sabaeus ENSCSAG00000001008
cercocebus_atys ENSCATG00000044245
mandrillus_leucophaeus ENSMLEG00000031790
piliocolobus_tephrosceles ENSPTEG00000030567
colobus_angolensis_palliatus ENSCANG00000042899
colobus_angolensis_palliatus ENSCANG00000036125
rhinopithecus_roxellana ENSRROG00000036303
rhinopithecus_bieti ENSRBIG00000044587
saimiri_boliviensis_boliviensis ENSSBOG00000019841
callithrix_jacchus ENSCJAG00000048007
cebus_capucinus ENSCCAG00000037499
aotus_nancymaae ENSANAG00000029390
carlito_syrichta ENSTSYG00000026597
propithecus_coquereli ENSPCOG00000028473
microcebus_murinus ENSMICG00000001227
prolemur_simus ENSPSMG00000010696
otolemur_garnettii ENSOGAG00000010337
otolemur_garnettii ENSOGAG00000024978
otolemur_garnettii ENSOGAG00000027609
canis_lupus_familiaris ENSCAFG00000032458
vulpes_vulpes ENSVVUG00000012384
canis_lupus_dingo ENSCAFG00020023497
vulpes_vulpes ENSVVUG00000006081
canis_lupus_dingo ENSCAFG00020013544
ursus_americanus ENSUAMG00000024649
ursus_maritimus ENSUMAG00000011151
ailuropoda_melanoleuca ENSAMEG00000011261
mustela_putorius_furo ENSMPUG00000015536
neovison_vison ENSNVIG00000023815
panthera_pardus ENSPPRG00000023262
panthera_tigris_altaica ENSPTIG00000005932
felis_catus ENSFCAG00000013395
equus_caballus ENSECAG00000011826
equus_asinus_asinus ENSEASG00005010028
myotis_lucifugus ENSMLUG00000000170
myotis_lucifugus ENSMLUG00000010811
pteropus_vampyrus ENSPVAG00000017615
tursiops_truncatus ENSTTRG00000000045
sus_scrofa ENSSSCG00000027072
bos_taurus ENSBTAG00000006342
bos_mutus ENSBMUG00000017659
bison_bison_bison ENSBBBG00000013307
capra_hircus ENSCHIG00000007574
ovis_aries ENSOARG00000003022
bos_taurus ENSBTAG00000048231
sorex_araneus ENSSARG00000010860
loxodonta_africana ENSLAFG00000005700
procavia_capensis ENSPCAG00000010466
echinops_telfairi ENSETEG00000018253
dasypus_novemcinctus ENSDNOG00000045464
dasypus_novemcinctus ENSDNOG00000044516
pogona_vitticeps ENSPVIG00000022803
anolis_carolinensis ENSACAG00000017623
parus_major ENSPMJG00000007080
taeniopygia_guttata ENSTGUG00000000899
ficedula_albicollis ENSFALG00000001101
